appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
13148283,20120105,20120003888,BIOADHESIVE CONSTRUCTS WITH POLYMER BLENDS,"The invention describes substrates, such as prosthetics, films, nonwovens, meshes, etc. that are treated with a bioadhesive polymer blend. The bioadhesive includes polymeric substances that have phenyl moieties with at least two hydroxyl groups. The bioadhesive blend constructs can be used to treat and repair, for example, hernias and damaged tendons.","","[KNC NER ACQUISITION SUB, INC.]","This application claims priority to U.S. Provisional Patent Application Ser. No. 61/150,483 filed Feb. 6, 2009, which is herein incorporated by reference in its entirety.",20100205,"The project was funded in part by NIH (1R43AR056519-01A1, 1R43DK083199-01, and 2 R44DK083199-02), and NSF (IIP-0912221) grants. NMR characterization was performed at NMRFAM, which is supported by NIH (P41RR02301, P41GM66326, P41GM66326, P41RR02301, RR02781, RR08438) and NSF (DMB-8415048, OIA-9977486, BIR-9214394) grants. The government has certain rights in the invention.","","",20110913,PCT/US10/23382
13125209,20120105,20120004417,FLUORINATION OF AROMATIC RING SYSTEMS,"This disclosure relates to reagents and methods useful in the synthesis of aryl fluorides, for example, in the preparation of F labeled radiotracers. The reagents and methods provided herein may be used to access a broad range of compounds, including aromatic compounds, heteroaromatic compounds, amino acids, nucleotides, and synthetic compounds.","","","This application claims priority to U.S. Provisional Applications Ser. Nos. 61/107,156, filed on Oct. 21, 2008, and 61/236,037, filed on Aug. 21, 2009, both of which are incorporated by reference in their entirety herein.",20091020,The U.S. Government has certain rights in this invention pursuant to Grant No. CHE-0717562 awarded by the National Science Foundation.,"","",20110706,PCT/US2009/061308
13041573,20120105,20120004418,Catalyst Complex With Carbene Ligand,"Catalytic complexes including a metal atom having anionic ligands, at least one nucleophilic carbine ligand, and an alkylidene, vinylidene, or allenylidene ligand. The complexes are highly stable to air, moisture and thermal degradation. The complexes are designed to efficiently carry out a variety of olefin metathesis reactions.","","","This application is a continuation of application Ser. No. 12/622,225, filed Nov. 19, 2009, which is a continuation of U.S. Pat. No. 7,622,590, issued Nov. 24, 2009, which claims priority from U.S. Provisional Application Ser. No. 60/099,722, filed Sep. 10, 1998, and Ser. No. 60/115,358, filed Jan. 8, 1999.",20110307,This invention was made with Government support under Grant No. CHE-963611 awarded by the National Science Foundation. The Government has certain rights in this invention.,12622225,13041573,"",""
13163568,20120105,20120004862,ION MOBILITY SPECTROMETRY SYSTEMS AND ASSOCIATED METHODS OF OPERATION,"Ion mobility spectrometry systems, devices, and associated methods of operation are disclosed herein. In one embodiment, a method for performing ion mobility spectrometry includes ionizing a sample in gas phase and applying an electric field to the ionized sample in the gas phase, thereby moving the ionized sample along a drift region. The applied electric field has a plurality of strength values with respect to time, and the individual strength values being generally constant during a corresponding period of time. The method further includes detecting an ion intensity and a drift time of the ionized sample moving through the drift region under the applied electric field with the plurality of strength values.","",[WASHINGTON STATE UNIVERSITY],"This application claims priority to U.S. Provisional Application No. 61/356,459, filed on Jun. 18, 2010, the disclosure of which is incorporated herein by reference in its entirety.",20110617,This work was supported in part by National Science Foundation grant # 0731306. The government has certain rights in this work.,"","","",""
13133932,20120105,20120005238,"MACHINE OPTIMIZATION DEVICES, METHODS, AND SYSTEMS","A method, system, computer program product and computer readable media for matching using degree distribution information are disclosed. An embodiment of the method can include performing b-matching on a graph data structure expanded using degree distribution information in order to identify neighbors of a selected input node. The b-matching can be performed using belief propagation. The belief propagation method is adapted to use a compressed message update rule and to be suitable for use with distributed processing systems. An embodiment can also include enhancing a matching result by applying degree distribution information to a first matching result to generate a second matching result. Embodiments for online advertisement/search term matching, product recommendation, dating service and social network matching, auction buyer/seller matching and resource allocation, among other, are disclosed.","","","This application claims the benefit of U.S. Provisional Application No. 61/122,356, entitled &#x201C;Clustering Using B-Matching and Semidefinite Embedding Algorithms,&#x201D; filed on Dec. 12, 2008, and claims priority to, and is a continuation-in-part of, PCT/US09/32070, entitled &#x201C;Belief Propagation For Generalized Matching,&#x201D; filed internationally on Jan. 26, 2009, each of which is hereby incorporated by reference in its entirety herein.",20091211,This invention was made with government support under Career Award IIS-0347499 awarded by National Science Foundation. The government has certain rights in the invention,"","",20110915,PCT/US09/67630
13201110,20120105,20120005515,ADAPTIVE EVENT-GUIDED SYSTEM AND METHOD FOR AVOIDING VOLTAGE EMERGENCIES,"In a preferred embodiment, the present invention is a system for avoiding voltage emergencies. The system comprises a microprocessor, an actuator for throttling the microprocessor, a voltage emergency detector and a voltage emergency predictor. The voltage emergency detector may comprise, for example, a checkpoint recovery mechanism or a sensor. The voltage emergency predictor of a preferred embodiment comprises means for tracking control flow instructions and microarchitectural events, means for storing voltage emergency signatures that cause voltage emergencies, means for comparing current control flow and microarchitectural events with stored voltage emergency signatures to predict voltage emergencies, and means for actuating said actuator to throttle said microprocessor to avoid predicted voltage emergencies.","","","The present application claims the benefit of the filing date of U.S. Provisional Patent Application Ser. No. 61/151,936 filed by the present inventors on Feb. 12, 2009.The aforementioned provisional patent application is hereby incorporated by reference in its entirety.",20100211,This invention was made with government support under CCF-0429782 and CSR-0720566 awarded by the National Science Foundation. The government has certain rights in the invention.,"","",20110920,PCT/US10/23829
12674476,20120105,20120005623,"Methods, Systems, and Media for Providing Content-Aware Scrolling","Methods, systems, and media for providing content-aware scrolling are provided. In accordance with some embodiments, a method for providing content-aware scrolling is provided, the method comprising: determining whether one or more regions of content in a document are important regions; generating a scroll path that passes through the important regions, wherein at least one of direction, speed, and zoom are varied along the scroll path based on characteristics of the important regions; and, in response to receiving a user input, traversing the generated scroll path through the important regions.","","","This application claims the benefit of U.S. Provisional Patent Application No. 60/957,398, filed Aug. 22, 2007, which is hereby incorporated by reference herein in its entirety.",20080822,This invention was made with government support under Grant No. IIS-0121239 awarded by the National Science Foundation (NSF) and under Grant No. N00014-04-1-0005 awarded by the Office of Naval Research (ONR). The government has certain rights in the invention.,"","",20110922,PCT/US08/74002
12442395,20120105,20120005782,CHEMICALLY INDUCIBLE CUCUMBER MOSAIC VIRUS PROTEIN EXPRESSION SYSTEM,"The invention relates to a novel chemically inducible plant viral amplicon (CMViva) expression system that permits controllable, high level expression of foreign genes in plant hosts. This system employs agro-infiltration of plants to provide a transient production of a protein of interest, such as a human blood protein. This system provides a major advantage over existing plant expression systems because it allows for consistent expression of foreign or heterologous proteins in plant hosts.","",[THE REGENTS OF THE UNIVERSITY OF CALIFORNIA],"This application claims the benefit of U.S. Provisional Application No. 60/846,704, filed on Sep. 22, 2006, which is incorporated by reference herein in its entirety.",20070924,This invention was made with Government support under Grant (or Contract) No. BES-0214527 awarded by the National Science Foundation and NSF REU. The US Government has certain rights in the invention.,"","",20091110,PCT/US07/20712
13221559,20120112,20120006013,HIGH-EFFICIENCY ENERGY-CONVERSION BASED ON FLUID EXPANSION AND COMPRESSION,"In various embodiments, motor-pump efficiency is increased by limiting the fluid pressure communicated to the motor-pump to a range smaller than that communicated by other components of an energy storage and/or recovery system.","","","This application claims the benefit of and priority to U.S. Provisional Patent Application No. 61/378,108, filed Aug. 30, 2010, U.S. Provisional Patent Application No. 61/421,964, filed Dec. 10, 2010, U.S. Provisional Patent Application No. 61/433,016, filed Jan. 14, 2011, U.S. Provisional Patent Application No. 61/486,550, filed May 16, 2011, and U.S. Provisional Patent Application No. 61/513,215, filed Jul. 29, 2011. This application is also a continuation-in-part of U.S. patent application Ser. No. 12/639,703, filed Dec. 16, 2009, which (i) is a continuation-in-part of U.S. patent application Ser. No. 12/421,057, filed Apr. 9, 2009, which claims the benefit of and priority to U.S. Provisional Patent Application No. 61/148,691, filed Jan. 30, 2009, and U.S. Provisional Patent Application No. 61/043,630, filed Apr. 9, 2008; (ii) is a continuation-in-part of U.S. patent application Ser. No. 12/481,235, filed Jun. 9, 2009, which claims the benefit of and priority to U.S. Provisional Patent Application No. 61/059,964, filed Jun. 9, 2008; and (iii) claims the benefit of and priority to U.S. Provisional Patent Application Nos. 61/166,448, filed on Apr. 3, 2009; 61/184,166, filed on Jun. 4, 2009; 61/223,564, filed on Jul. 7, 2009; 61/227,222, filed on Jul. 21, 2009; and 61/251,965, filed on Oct. 15, 2009. This application is also a continuation-in-part of U.S. patent application Ser. No. 12/794,237, filed on Jun. 4, 2010, which claims the benefit of and priority to U.S. Provisional Patent Application Ser. Nos. 61/184,191, filed on Jun. 4, 2009; 61/222,286, filed on Jul. 1, 2009; 61/242,526, filed on Sep. 15, 2009; and 61/256,484, filed on Oct. 30, 2009. This application is also a continuation-in-part of U.S. patent application Ser. No. 12/879,595, filed on Sep. 10, 2010, which claims the benefit of and priority to U.S. Provisional Patent Application No. 61/241,568, filed Sep. 11, 2009; U.S. Provisional Patent Application No. 61/251,965, filed Oct. 15, 2009; U.S. Provisional Patent Application No. 61/318,060, filed Mar. 26, 2010; and U.S. Provisional Patent Application No. 61/326,453, filed Apr. 21, 2010. The entire disclosure of each of these applications is hereby incorporated herein by reference.",20110830,This invention was made with government support under IIP-0923633 awarded by the NSF and DE-OE0000231 awarded by the DOE. The government has certain rights in the invention.,12639703,13221559,"",""
13037942,20120112,20120006674,ENERGY TRANSFER THROUGH SURFACE PLASMON RESONANCE EXCITATION ON MULTISEGMENTED NANOWIRES,"Disclosed herein is energy transfer on multisegmented nanowires via surface plasmon resonance excitation of visible light, such as solar energy, absorbed by metals sensitive to visible light and transferred to metals insensitive to visible light. The nanowires are prepared with controllable gap sizes between different segments by on-wire lithography (OWL).","",[NORTHWESTERN UNIVERSITY],"This application claims the benefit of U.S. Provisional Application No. 61/012,826, filed Dec. 11, 2007, and U.S. Provisional Application No. 61/051,729, filed May 9, 2008, each of which is incorporated herein by reference in its entirety.",20110301,This invention was made with U.S. government support under the National Science Foundation (NSEC) Grant No. EEC-0647560 and Air Force Research Lab Grant No. FA8650-07-C-7729. The government has certain rights in this invention.,12331928,13037942,"",""
13135393,20120112,20120006694,Electrode for whole cell and other testing,"A pushpen electrode is provided for electrophysiology measurements. The pushpen operation is used to impale a cell membrane in cell-attached configuration to go whole-cell without disruption of the gigaseal. The pushpen electrode has advantages over the conventional patch clamp electrode in reducing tip series resistance, increasing signal bandwidth, permitting longer-term recordings and reducing diffusion between the cytosol and the electrode solution.","",[],"This application claims benefits and priority of U.S. provisional application Ser. No. 61/399,078 filed Jul. 7, 2010, the entire disclosure of which is incorporated herein by referrence.",20110701,This invention was made with government support under Grant No. DBI-0551852 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
13135246,20120112,20120007000,Multi-color fluorescence enhancement from a photonic crystal surface,"A photonic crystal substrate exhibiting resonant enhancement of multiple fluorophores has been demonstrated. The device, which can be fabricated uniformly from plastic materials over a ˜3×5 insurface area by nanoreplica molding, features a 1-D periodic grating structure which utilizes two distinct resonant modes to enhance electric field stimulation of a first dye excited by a first laser (e.g., λ=632.8 nm laser exciting cyanine-5) and a second dye excited by a second laser (e.g., λ=532 nm laser exciting cyanine-3). The first and second lasers could be replaced by a single variable wavelength (tunable) laser. Resonant coupling of the laser excitation to the photonic crystal surface is obtained for each wavelength at a distinct incident angle θ. The photonic crystal is capable of amplifying the output of any fluorescent dye with an excitation wavelength in a given wavelength range (e.g., the range 532 nm &lt;λ&lt;660 nm) by selection of an appropriate incident angle. The device can be used for biological assays that utilize multiple fluorescent dyes within a single imaged area, such as gene expression microarrays.","",[],"This application claims priority under 35 U.S.C. &#xA7;119 to U.S. Provisional application Ser. No. 61/399,274 filed Jul. 8, 2010, the content of which is incorporated by reference herein.",20110628,This invention was made in part with federal funding provided by the National Institutes of Health and the National Science Foundation. The U.S. Government may have certain rights to the invention.,"","","",""
13021373,20120112,20120007434,THREE-DIMENSIONAL PHOTOVOLTAIC APPARATUS AND METHOD,Three-dimensional photovoltaic devices and power conversion structures associated therewith are provided.,"",[MASSACHUSETTS INSTITUTE OF TECHNOLOGY],"This application claims the benefit of U.S. Provisional Appln. No. 61/301,467 filed Feb. 4, 2010, which is incorporated herein by reference as if fully set forth.",20110204,This invention was made in part under Grant EEC-0634750 awarded by the National Science Foundation through the Network for Computational Nanotechnology. The government has certain rights in the invention.,"","","",""
13176053,20120112,20120007791,Antenna Fabrication with Three-Dimensional Contoured Substrates,"Disclosed herein is a method of fabricating an antenna in which a flexible stamp is formed from a first wafer, the first wafer transferring a pattern to the flexible stamp, in which an antenna substrate is shaped into a three-dimensional contour with a second mold, in which the flexible stamp is positioned in the second mold to deform the flexible stamp into the three-dimensional contour, and in which a metallic layer on the flexible stamp is cold welded to create a set of antenna traces on the antenna substrate in accordance with the pattern. The antenna traces may then be electroplated.","",[THE REGENTS OF THE UNIVERSITY OF MICHIGAN],"This application claims the benefit of U.S. provisional application entitled &#x201C;Antenna Fabrication with Three-Dimensional Contoured Substrates,&#x201D; filed Jul. 5, 2010, and assigned Ser. No. 61/361,446, the entire disclosure of which is hereby expressly incorporated by reference.",20110705,"This invention was made with government support under Contract No. ECCS-0747623 awarded by the National Science Foundation, and under Contract No. FA9550-06-01-0279 awarded by the Air Force Office of Scientific Research. The government has certain rights in the invention.","","","",""
13257775,20120112,20120009133,POLY (NON-CONJUGATED DIENE) BASED SUNSCREENS,A poly(non-conjugated diene) based sunscreen has a plurality of repeating units where each repeating unit has at least one UV absorbing chromophore that is situated between and connected by chains to two mono-ene units where each UV absorbing chromophore absorb UVA and UVB light. The poly(non-conjugated diene) based sunscreen can be included with a vehicle for application to the skin to prevent sunburn. The poly(non-conjugated diene) based sunscreen can be prepared by acyclic diene metathesis polymerization.,"","[UNIVERSITY OF FLORIDA RESEARCH FOUNDATION, INC.]","This application claims the benefit of U.S. Provisional Application Ser. No. 61/165,764, filed Apr. 1, 2009, the disclosure of which is hereby incorporated by reference in its entirety, including all figures, tables and drawings.",20100401,"The subject invention was made with government support under a research project supported by National Science Foundation Private Investigator Grant, Contract No. DMR-0703261 and 0314110. The government has certain rights to this invention.","","",20110920,PCT/US2010/029646
13127152,20120112,20120009242,BLOOD COAGULATION INDUCING POLYMER HYDROGEL,"The present application is drawn to a synthetic, polymer hydrogel-based material, which is able to actively induce the body's natural hemostatic coagulation process in blood or acellular plasma. The present invention provides the development of a primary amine containing polymer hydrogel capable of inducing blood coagulation and delivering therapeutics for hemostatic or wound care applications, and a method of forming such a primary amine containing polymer hydrogel capable of inducing the blood coagulation process. The primary amine containing polymer hydrogel is able to achieve the same end result as biological-based hemostatics, without the innate risk of disease transmission or immunological response, and at a fraction of the price. Furthermore, due to its inherent hydrogel-based design the material has the capability of arresting blood loss while simultaneously delivering therapeutics in a controlled manner, potentially revolutionizing the way in which wounds are treated.","","[UNIVERSITY OF MARYLAND, COLLEGE PARK][UNIVERSITY OF MARYLAND, BALTIMORE]","This application claims priority to U.S. provisional application Ser. Nos. 61/110,698, filed Nov. 3, 2008 and 61/234,773, filed Aug. 18, 2009, which are incorporated in their entireties by reference herein.",20091103,This invention was made with government support under CTS0640778 awarded by the National Science Foundation. The U.S. Government has certain rights in this invention.,"","",20110919,PCT/US2009/063049
13176501,20120112,20120009292,METHOD AND APPARATUS FOR CONTROLLED ELECTROSPINNING,"An electrospinning apparatus and methodology is described that produces medical devices, such as scaffolds that induce the formation of a natural fibrous structure (primarily collagen and elastin) in a tissue-engineered medical device. The apparatus uses collection surfaces designed to manipulate or change the electrostatic field so that the electrospun fibers are arranged in desirable patterns that are similar to or mimic the fibrillar structure of an animal tissue. The manipulation results in fibers that are preferentially oriented in a predefined pattern. In addition, the interfiber space between the fibers and the fiber diameter are consistently within a predefined range. Using these techniques in conjunction with controlling polymer properties enables the production of a scaffold that has the structural and mechanical characteristics similar to the native tissue.","",[UNIVERSITY OF WASHINGTON],"This application is a division of U.S. patent application Ser. No. 11/609,774, filed Dec. 12, 2006, which claims the benefit of U.S. Provisional Application No. 60/749,450, filed Dec. 12, 2005, both of which applications are incorporated herein in their entirety by reference.",20110705,"Research leading to the present invention was supported, at least in part, under the National Science Foundation Grant No. EEC-9529161. The Government may have certain rights in the invention.",11609774,13176501,"",""
13181241,20120112,20120009419,NANOFIBERS FROM POLYANILINE DERIVATIVES AND METHODS OF SYNTHESIZING AND USING THE SAME,Embodiments of this invention are directed to substituted polyaniline nanofibers and methods of synthesizing and using the same. The invention is also directed to polyaniline derivatives that can be synthesized without the need for templates or functional dopants by using an initiator as part of a reaction mixture.,"",[The Regents of the University of California],"This application is a continuation-in-part of U.S. patent application Ser. No. 11/882,408, filed Aug. 1, 2007, which claims priority to U.S. Provisional Application No. 60/834,489, filed Aug. 1, 2006. The contents of both applications are incorporated herein in their entirety.",20110712,"This invention was made with Government support of Grant No. DMR 0507294, awarded by the National Science Foundation, NSF-NIRT program.",11882408,13181241,"",""
13213457,20120112,20120009647,THERMOSTABLE LUCIFERASES AND METHODS OF PRODUCTION,"Luciferase enzymes with greatly increased thermostability, e.g., at least half lives of 2 hours at 50° C., cDNAs encoding the novel luciferases, and hosts transformed to express the luciferases, are disclosed. Methods of producing the luciferases include recursive mutagenesis. The luciferases are used in conventional methods, some employing kits.","","","This application is a continuation of U.S. patent application Ser. No. 12/462,320, filed Jul. 31, 2009, which is a continuation of U.S. patent application Ser. No. 11/811,898, filed Jun. 12, 2007, now abandoned, which is a continuation of U.S. patent application Ser. No. 10/378,168, filed Feb. 28, 2003, now U.S. Pat. No. 7,241,584, which is a continuation of U.S. patent application Ser. No. 09/396,154, filed Sep. 15, 1999, now U.S. Pat. No. 6,602,677, which is a continuation-in-part of U.S. patent application Ser. No. 09/156,946, filed Sep. 18, 1998, now abandoned, and of International Application No. PCT/US98/19494, filed Sep. 18, 1998, both of which claim priority to U.S. Provisional Patent Application No. 60/059,379, filed Sep. 19, 1997. These applications are incorporated herein by reference in their entirety.",20110819,"This invention was made with government support under 1R43 GM506 23-01 and 2R44 GM506 23-02 awarded by the National Institutes of Health, and under ISI-9160613 and III-9301865 awarded by the National Science Foundation. The government has certain rights in the invention.",12462320,13213457,"",""
12947774,20120112,20120009663,Nucleic Acid Amplification Using Microfludic Devices,"The present invention provides microfluidic devices and methods using the same in various types of thermal cycling reactions. Certain devices include a rotary microfluidic channel and a plurality of temperature regions at different locations along the rotary microfluidic channel at which temperature is regulated. Solution can be repeatedly passed through the temperature regions such that the solution is exposed to different temperatures. Other microfluidic devices include an array of reaction chambers formed by intersecting vertical and horizontal flow channels, with the ability to regulate temperature at the reaction chambers. The microfluidic devices can be used to conduct a number of different analyses, including various primer extension reactions and nucleic acid amplification reactions.","",[California Institute of Technology],"This application claims the benefit of U.S. Provisional Application No. 60/281,960, filed Apr. 6, 2001, U.S. Provisional Application No. 60/300,516, filed Jun. 22, 2001, and U.S. Provisional Application No. 60/334,473, filed Nov. 16, 2001, each of which is incorporated herein by reference in its entirety for all purposes.",20101116,"This invention was made with support from Grant Number CTS-0088649 awarded by the National Science Foundation. Therefore, the U.S. government has certain rights in this invention.",11133805,12947774,"",""
