appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
12517009,20100107,20100003336,VESICLES OF SELF-ASSEMBLING BLOCK COPOLYMERS AND METHODS FOR MAKING AND USING THE SAME,"Vesicles of self-assembling block copolymers, e.g., diblock copolypeptides, as well as methods of making and using the same. Vesicles of the invention have a shell made up of block copolymers that include an intracellular transduction hydrophilic domain and a hydrophobic domain. In certain embodiments, the vesicles include an encapsulated active agent, e.g., a diagnostic or therapeutic agent. The vesicles find use in a variety of different application, including the intracellular delivery of active agents, e.g., diagnostic and therapeutic agents.",[Timothy J. Deming][Daniel T. Kamei][Eric P. Holowka][Victor Z. Sun],[The Regents of the University of California],"This application claims the benefit under 35 U.S.C. &#xA7; 119(e) of prior U.S. provisional applications Ser. No. 60/872,078 filed Dec. 1, 2006, the disclosure of which application is herein incorporated by reference.",20071130,"This invention was made with Government support of Grant No. CHE-0415275, awarded by the National Science Foundation. The Government has certain rights in this invention.","","",20090529,PCT/US07/86161
12488310,20100107,20100003516,METHODS OF FABRICATING NANOSTRUCTURES AND NANOWIRES AND DEVICES FABRICATED THEREFROM,"One-dimensional nanostructures having uniform diameters of less than approximately 200 nm. These inventive nanostructures, which we refer to as “nanowires”, include single-crystalline homostructures as well as heterostructures of at least two single-crystalline materials having different chemical compositions. Because single-crystalline materials are used to form the heterostructure, the resultant heterostructure will be single-crystalline as well. The nanowire heterostructures are generally based on a semiconducting wire wherein the doping and composition are controlled in either the longitudinal or radial directions, or in both directions, to yield a wire that comprises different materials. Examples of resulting nanowire heterostructures include a longitudinal heterostructure nanowire (LOHN) and a coaxial heterostructure nanowire (COHN).",[Arun Majumdar][Ali Shakouri][Timothy D. Sands][Peidong Yang][Samuel S. Mao][Richard E. Russo][Henning Feick][Eicke R. Weber][Hannes Kind][Michael Huang][Haoquan Yan][Yiying Wu][Rong Fan],[THE REGENTS OF THE UNIVERSITY OF CALIFORNIA],"This application is a divisional of U.S. application Ser. No. 11/645,241 filed on Dec. 22, 2006, now U.S. Pat. No. ______, incorporated herein by reference in its entirety, which is a continuation of U.S. application Ser. No. 11/040,664 filed on Jan. 20, 2005, now U.S. Pat. No. ______, incorporated herein by reference in its entirety, which is a continuation of U.S. application Ser. No. 10/112,578 filed on Mar. 29, 2002, now U.S. Pat. No. 6,882,051, incorporated herein by reference in its entirety, which claims priority from U.S. provisional application Ser. No. 60/349,206 filed on Jan. 15, 2002, incorporated herein by reference in its entirety, and from U.S. provisional application Ser. No. 60/280,676 filed on Mar. 30, 2001, incorporated herein by reference in its entirety.This application is also related to U.S. application Ser. No. 10/112,698 filed on Mar. 29, 2002, now U.S. Pat. No. 6,996,147, incorporated herein by reference in its entirety, which claims priority from U.S. provisional application Ser. No. 60/349,206 filed on Jan. 15, 2002, and from U.S. provisional application Ser. No. 60/280,676 filed on Mar. 30, 2001.",20090619,"This invention was made with Government support under Contract No. DE-AC03-76SF00098, awarded by the Department of Energy, Grant No. DMR-0092086, awarded by the National Science Foundation, and Grant No. CTS-0103609, awarded by the National Science Foundation. The Government has certain rights in this invention.",11645241,12488310,"",""
11989590,20100107,20100003753,Multivalent rna nanoparticles for delivery of active agents to a cell,"A polyvalent multimeric complex formed from a plurality of chimeric pRNA molecules, each carrying at least one biologically active moiety, detectable label, or other heterologous component.",[Peixuan Guo],[PURDUE RESEARCH FOUNDATION],"This application claims the benefit of U.S. provisional application Ser. No. 60/704,261, filed Aug. 1, 2005, and is a continuation-in-part patent application of U.S. patent application Ser. No. 10/539,241, filed Jun. 16, 2005; U.S. patent application Ser. No. 10/539,241 is a U.S. National Stage patent application of International patent application No. PCT/US 2003/039950, filed 16 Dec. 2003 (published as WO2005/003293 on Jan. 13, 2005); which claims the benefit of U.S. provisional patent application Ser. No. 60/433,697, filed Dec. 16, 2002, and is a continuation-in-part patent application of U.S. patent application Ser. No. 10/373,612, filed Feb. 24, 2003, which is a continuation-in-part application of International patent application PCT/US01/26333, filed Aug. 23, 2001, which in turn claims the benefit of U.S. provisional patent application Ser. No. 60/227,393, filed Aug. 23, 2000, each of which patent applications is incorporated herein by reference in its entirety.",20060801,"This invention was made with government support under grants from the National Institutes of Health (Grant Nos. GM59944, GM48159 and R01-EB003730), the Department of Defense (Breast Cancer Concept award BC024308 and Grant Nos. W81XWH-05-0158 and DAMD17-03-1-0589); and the National Science Foundation (Grant No. MCB-9723923). The government has certain rights in this invention.","","",20090807,PCT/US2006/029787
12485755,20100107,20100004437,Chemical Transformation of Lignocellulosic Biomass into Fuels and Chemicals,"A method for converting a carbohydrate to a furan in a polar aprotic solvent in the presence of a chloride, bromide, or iodide salt or a mixture thereof and optionally in the presence of an acid catalyst, a metal halide catalyst and/or an ionic liquid (up to 40 wt %). The method can be employed in particular to produce furfural or 5-hydroxymethylfurfural.",[Joseph Bartholomew BINDER][Ronald Thaddeus Raines],"","This application claims the benefit of U.S. provisional application 61/073,285, filed Jun. 17, 2008 which is incorporated by reference in its entirety herein.",20090616,This invention was made with United States government support through the National Institutes of Health 5R01 GM044783-16 and the National Science Foundation DGE-0718123. The United States government has certain rights in the invention.,"","","",""
12490751,20100107,20100005185,SUBSTREAM TRADING IN A PEER TO PEER LIVE STREAMING SYSTEM,"In a live video P2P system using substream trading, a peer device's video quality is generally commensurate with its upload rate. Such substream trading provides in a P2P live video streaming system provides incentives and can accommodate a variety of video coding schemes. In particular, substream trading with layered video has many desirable properties, including differentiated service, short start-up delays, synergies across peer device types, and protection against free-riders.",[Zhengye Liu][Shivendra S. Panwar][Keith W. Ross][Yamming Shen][Yao Wang],"","Benefit is claimed to the filing date of U.S. Provisional Patent Application Ser. No. 61/075,248 (&#x201C;the '248 provisional&#x201D;), titled &#x201C;SUBSTREAM TRADING: TOWARDS AN OPEN P2P LIVE STREAMING SYSTEM,&#x201D; filed on Jun. 24, 2008 and listing Zhengye LIU, Shivendra S. PANWAR, Keith W. ROSS, Yanming SHEN and Yao WANG as inventors. The '248 provisional is incorporated herein by reference. However, the scope of the claimed invention is not limited by any requirements of any specific embodiments described in the '248 provisional.",20090624,"The United States Government may have certain rights in this invention pursuant to a grant awarded by the National Science Foundation. Specifically, the United States Government may have a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of Agreement No. 0435228 with the National Science Foundation.","","","",""
12514180,20100107,20100005547,BACKBONE-FREE LOW TRANSGENE COPY TRANSGENIC PLANTS,Methods and compositions reduce copy number of transgenes and minimizing vector backbone sequences in plant transformation. Bacterial strains including strains with T-DNA integrated into the chromosomal DNA reduce the copy number and vector backbone sequences. Chromosomal integration vectors to integrate T-DNA into a specific locus of chromosome are disclosed.,[Stanton B. Gelvin][Heiko Oltmanns][Lan-Ying Lee][Bronwyn Frame][Kan Wang],"[PURDUE RESEARCH FOUNDATION][IOWA STATE UNIVERSITY RESEARCH FOUNDATION, INC.]","",20071114,"The United States Government may have rights to this invention pursuant to NSF Fund No. 501-1392-0542, Award No. NTP0542.","","",20090819,PCT/US2007/084668
12559895,20100114,20100006439,METHODS AND APPARATUS FOR MANIPULATION AND/OR DETECTION OF BIOLOGICAL SAMPLES AND OTHER OBJECTS,"Methods and apparatus for manipulation, detection, imaging, characterization, sorting and/or assembly of biological or other materials, involving an integration of CMOS or other semiconductor-based technology and microfluidics. In one implementation, various components relating to the generation of electric and/or magnetic fields are implemented on an IC chip that is fabricated using standard protocols. The generated electric and/or magnetic fields are used to manipulate and/or detect one or more dielectric and/or magnetic particles and distinguish different types of particles. A microfluidic system is fabricated either directly on top of the IC chip, or as a separate entity that is then appropriately bonded to the IC chip, to facilitate the introduction and removal of cells in a biocompatible environment, or other particles/objects of interest suspended in a fluid. The patterned electric and/or magnetic fields generated by the IC chip can trap and move biological cells or other objects inside the microfluidic system. Electric and/or magnetic field generating components also may be controlled using signals of various frequencies so as to detect one or more cells, particles or objects of interest, and even the type of particle or object of interest, by measuring resonance characteristics associated with interactions between samples and one or more of the field-generating devices. Such systems may be employed in a variety of biological and medical related applications, including cell sorting and tissue assembly.",[Donhee Ham][Robert Westervelt][Thomas Hunt][Yong Liu][Hakho Lee],[President and Fellows of Harvard College],"This application claims the benefit under 35 U.S. C &#xA7;120 as a continuation of U.S. patent application Ser. No. 11/105,322, filed Apr. 13, 2005, entitled &#x201C;Methods and Apparatus for Manipulation and/or Detection of Biological Samples and Other Objects.&#x201D;U.S. patent application Ser. No. 11/105,322 also claims the benefit, under 35 U.S.C. &#xA7;119(e), the following U.S. provisional applications:Ser. No. 60/561,704, filed Apr. 13, 2004, entitled &#x201C;Programmable Integrated Biochip;&#x201D;Ser. No. 60/611,370, filed Sep. 20, 2004, entitled &#x201C;An I/C Microfluidic Hybrid Microsystem for 2D Magnetic Manipulation of Individual Biological Cells;&#x201D; andSer. No. 60/627,940, filed Nov. 15, 2004, entitled &#x201C;Methods and Apparatus for Manipulation and/or Detection of Biological Samples and Other Objects.&#x201D;Each of the foregoing applications is hereby incorporated herein by reference.",20090915,"Some of the research relating to the subject matter disclosed herein was sponsored by the following government grants, and the government has certain rights to some disclosed subject matter: NSF-PHY-0117795, NSF-DMR-98-09363, NSF-PHY-9871810, NSF-DMR-98-02242, DARPA-DAAD 19-01-1-0659, ONR-N00014-95-1-0104, and ONR-N00014-99-1-0347.",11105322,12559895,"",""
12524876,20100114,20100007330,HAND-HELD PHASE-SHIFT DETECTOR FOR SENSOR APPLICATIONS,"The invention is directed to a novel phase-shift detector capable of interfacing with an array of sensors. The detector is light-weight, portable and capable of fitting within the palm of a hand. The detector may be used in conjunction with a variety of diagnostic, biosensor and chemical sensor applications.",[Wan Y. Shih][Wei-Heng Shih],[DREXEL UNIVERSITY],"",20080130,This invention was reduced to practice with Government support under Grant No. R01 EB000720 awarded by the National Institutes of Health and Grant No. CHE-0442100 awarded by the National Science Foundation; the Government is therefore entitled to certain rights to this invention.,"","",20090729,PCT/US08/52388
12405503,20100114,20100007444,GHz Surface Acoustic Resonators in RF-CMOS,An improved SAW resonator fabricated using RF-CMOS technology is disclosed. The SAW resonator is capable of a resonant frequency of from about 1 GHz to about 3.12 GHz. Several different embodiments namely both single and double port resonators implemented in standard CMOS (0.6 μm) and RF-CMOS (0.18 μm) technologies are presented.,[Anis Nurashikin Nordin][Mona Zaghloul],"","This application is a continuation-in-part application and claims priority benefit of the earlier filing date under 35 USC 120 of U.S. patent application Ser. No. 11/738,460 filed 20 Apr. 2007, the content of which is incorporated herein in its entirety, which claims priority under 119(e) to U.S. 60/793,328 filed 20 Apr. 2006.",20090317,This was supported in part by NSF under Grant 0225431.,11738460,12405503,"",""
12226426,20100114,20100008871,New Biochemical Route to Astaxanthin,"Two sequences of a nucleic acid isolated from a cDNA library of the flowering plant is disclosed (SEQ ID NO: 5). The first DNA sequence, referred to as AdKC28, encodes for a polypeptide (SEQ ID NO: 6) that acts in conjunction with polypeptides encoded by either one of two other closely-related cDNAs, AdKeto1 (SEQ ID NO: 1) and AdKeto2 (SEQ ID NO: 2), to convert β-carotene (β,β-carotene) into astaxanthin (3,3′-dihydroxy-4,4′-diketo-β, β-carotene). A second DNA sequence, referred to as AdKCl 7 is also disclosed (FIG. ). Together, these cDNAs, when operably linked to promoters appropriate to the transgenic host, enable the production of astaxanthin and other carotenoids with 3-hydroxy-4-keto-β-rings in a variety of host cells and organisms.","[Francis X. Cunningham, JR.]","","",20070420,"This research was supported in part by the National Science Foundation, Contract No. MCB0316448. The U.S. Government has certain rights in this invention","","",20090324,PCT/US2007/009803
12373607,20100114,20100009134,BEAM ABLATION LITHOGRAPHY,"Provided are beam ablation lithography methods capable of removing and manipulating material at the nanoscale. Also provided are nanoscale devices, nanogap field effect transistors, nano-wires, nano-crystals and artificial atoms made using the disclosed methods.",[Marija Drndic][Michael D. Fischbein],[TheTustees of the University of Pennsylvania],"This patent application claims benefit of U.S. Provisional Application No. 60/830,904, filed Jul. 14, 2006, the entirety of which is incorporated by reference herein.The present invention is generally related to the field of nanotechnology. The present invention is also related to the field of semiconductor fabrication processes, in particular the fabrication of electrodes and devices integrating nanoscale electrodes. The present invention also pertains to processes for preparing nanometer scale device features. The present invention also pertains to a variety of electronic, photonic, semiconductor and quantum effect devices.",20070713,"The invention was made with U.S. Government support. The Government may have certain rights in the invention under ONR Young Investigator Award No. N000140410489, American Chemical Society (ACS) PRF Award No. 41256-G10, NSF Career Award No. DMR-0449553, NSF MRSEC No. DMR00-79909 and NSF IGERT Program Grant No. DGE-0221666.","","",20090709,PCT/US07/16006
12439647,20100114,20100009148,POLYMER MECHANICAL DAMPING COMPOSITES AND METHODS OF PRODUCTION,"An article comprising a polyelectrolyte complex, the polyelectrolyte complex comprising an intermolecular blend of a predominantly positively-charged polyelectrolyte and a predominantly negatively charged polyelectrolyte and being free of salt crystals having a size greater than about 1 micrometer and free of voids having a size greater than about 100 nm, the article having no transverse dimension less than about 10,000 nm.",[Joseph B. Schlenoff],"[Florida State University Research Foundation, Inc.]","",20070829,This invention was made with Government support under Grant No. DMR 0309441 awarded by the National Science Foundation. The Government has certain rights in the invention.,"","",20090302,PCT/US07/77146
