appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
11624094,20090101,20090004724,METHOD FOR ENHANCING PRODUCTION OF ISOPRENOID COMPOUNDS,"The present invention provides methods of producing an isoprenoid or an isoprenoid precursor in a genetically modified host cell. The methods generally involve modulating the level of hydroxymethylglutaryl-CoA (HMG-CoA) in the cell, such that the level of HMG-CoA is not toxic to the cell and/or does not substantially inhibit cell growth, but is maintained at a level that provides for high-level production of mevalonate, IPP, and other downstream products of an isoprenoid or isoprenoid pathway, e.g., polyprenyl diphosphates and isoprenoid compounds. The present invention further provides genetically modified host cells that are suitable for use in a subject method. The present invention further provides recombinant nucleic acid constructs for use in generating a subject genetically modified host cell, including recombinant nucleic acid constructs comprising nucleotide sequences encoding one or more mevalonate pathway enzymes, and recombinant vectors (e.g., recombinant expression vectors) comprising same. The present invention further provides methods for identifying nucleic acids that encode HMG-CoA reductase (HMGR) variants that provide for relief of HMG-CoA accumulation-induced toxicity. The present invention farther provides methods for identifying agents that reduce intracellular accumulation of HMG-CoA.",[Jay D. Keasling][Jack D. Newman][Douglas J. Pitera],"","This application claims the benefit of U.S. Provisional Patent Application No. 60/573,492, filed May 21, 2004, which application is incorporated herein by reference in its entirety.",20070117,"The U.S. government may have certain rights in this invention, pursuant to grant no. BES-9911463 awarded by the National Science Foundation and grant no. FDN00014-99-0182 awarded by the Office of Naval Research.",11134705,11624094,"",""
10855893,20090101,20090005329,NUCLEIC ACID BASED LADDER COPOLYMERS,"The present invention relates to a copolymer termed a ladder copolymer because it has two backbones that serve as legs/sides of a ladder structure. These two backbones, one of which is a nucleic acid or nucleic acid-like polymer, are linked together as the legs/sides of a ladder are linked together by the rungs.",[James Wayne Canary][Nadrian C. Seeman][Lei Zhu][Philip Lukeman],[New York University],"This application claims priority from provisional application 60/473,915, filed May 29, 2003, the entire contents which are hereby incorporated by reference.",20040528,"The experiments performed in this application were supported in part by the Office of Naval Research, grant no. N00014-98-1-0093, by the National Institutes of Health, grant no. GM-29554, by the National Science Foundation, grant nos. CHE-0079702, DMI-0210844, EIA-0086015, DMR-01138790, and CTS-0103002, and by DARPA/AFSOR grant no. F30602-01-2-0561. The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of the above grants.","","","",""
12124753,20090101,20090006460,"METHOD, SYSTEM, COMPUTER-ACCESSIBLE MEDIUM AND SOFTWARE ARRANGEMENT FOR ORGANIZATION AND ANALYSIS OF MULTIPLE SETS OF DATA","According to exemplary embodiments of the present invention, system, computer-accessible medium and method of organizing or analyzing at least two sets of data can be provided. For example, at least two sets of data may be organized or analyzed by generating a data structure for the at least two sets of the data and comparing the data structure for the at least two sets of the data. The data structure may be in the form of a phylogenetic-type tree.",[Samantha Kleinberg][Bhubaneswar Mishra],[New York Universtiy],"The present application claims priority from U.S. patent application Ser. No. 60/939,249, which was filed on May 21, 2007, the entire disclosure of which is incorporated herein by reference in its entirety.",20080521,"The invention was developed with the U.S. Government support from the National Science Foundation under Grant Number CCF 0523851. Thus, the U.S. Government may have certain rights in the invention.","","","",""
12136479,20090108,20090007412,Probe Tips and Method of Making Same,"A probe includes a substrate and a tetragonal structure disposed on the substrate that has four end points. Three of the end points are disposed adjacent to the substrate. A fourth of the end points extends outwardly and substantially normal to the substrate. In a method of making a probe tip, a plurality of tetrapods are grown and at least one of the tetrapods is placed on a substrate at a selected location. The tetrapod is affixed to the substrate at the selected location.",[Zhong L. Wang][William L. Hughes][Brent A. Buchine],[GEORGIA TECH RESEARCH CORPORATION],"This application is a divisional of, and claims the benefit of, U.S. patent application Ser. No. 11/352,535, filed Feb. 13, 2006, the entirety of which is hereby incorporated herein by reference.",20080610,"This invention was made with support from the U.S. government under grant number ECS-0210332, awarded by National Science Foundation. The government may have certain rights in the invention.",11352535,12136479,"",""
12057076,20090108,20090009166,METHOD OF USING G-MATRIX FOURIER TRANSFORMATION NUCLEAR MAGNETIC RESONANCE (GFT NMR) SPECTROSCOPY FOR RAPID CHEMICAL SHIFT ASSIGNMENT AND SECONDARY STRUCTURE DETERMINATION OF PROTEINS,"The present invention presents a new approach to rapidly obtaining precise high-dimensional NMR spectral information, named “GFT NMR spectroscopy”, which is based on the phase sensitive joint sampling of the indirect dimensions spanning a subspace of a conventional NMR experiment. The phase-sensitive joint sampling of several indirect dimensions of a high-dimensional NMR experiment leads to largely reduced minimum measurement times when compared to FT NMR. This allows one to avoid the “sampling limited” data collection regime. Concomitantly, the analysis of the resulting chemical shift multiplets, which are edited by the G-matrix transformation, yields increased precision for the measurement of the chemical shifts. Additionally, methods of conducting specific GFT NMR experiments as well as methods of conducting a combination of GFT NMR experiments for rapidly obtaining precise chemical shift assignment and determining the structure of proteins or other molecules are disclosed.",[Thomas A. Szyperski][Seho Kim][Hanudatta S. Atreya],[The Research Foundation of State University of New York],"",20080327,This invention arose out of research sponsored by the National Science Foundation (Grant No. MCB 0075773) and National Institutes of Health (Grant No. P50 GM62413-01). The U.S. Government may have certain rights in this invention.,10973807,12057076,"",""
11803418,20090108,20090009759,"Systems, methods and apparatuses of elastic light scattering spectroscopy and low coherence enhanced backscattering spectroscopy","Systems, methods, and apparatuses of elastic light scattering spectroscopy and low-coherence enhanced backscattering spectroscopy are described here. An apparatus couple-able to a light source and a target object, to facilitate light transmission between the light source and the target object, the apparatus comprises: a probe to emit incident light that is partially coherent obtained from the light source onto the target object and to receive interacted light, the interacted light to be backscattered light from illumination of the incident light on the target object, the probe comprising: a delivery channel having at least one delivery optical fiber with a distal end portion couple-able to the light source and a proximal end portion suited to couple the incident light to the target object, a collection channel having a first collection optical fiber suited to collect substantially co-polarized backscattered light and a second collection optical fiber suited to collect substantially cross-polarized backscattered light.",[Vadim Backman][Hemant Roy][Brand Randall][Yang Liu][Jeremy Rogers][Vladimir Turzaitsky],"","This application claims priority to U.S. Provisional Patent Applications Nos. 60/799,970, titled &#x201C;LOW-COHERENCE ENHANCED BACKSCATTERING SPECTROSCOPY AND APPLICATIONS OF SAME&#x201D;, filed May 12, 2006, and 60/801,954, titled &#x201C;FOUR-DIMENSIONAL ELASTIC LIGHT SCATTERING SPECTROSCOPY, LOW-COHERENCE ENHANCED BACKSCATTERING SPECTROSCOPY, RELATED OPTICAL MARKERS, AND APPLICATIONS OF SAME&#x201D;, which was filed on May 19, 2006, the contents of both of which are expressly incorporated by reference herein.This application is related to a co-pending U.S. patent application entitled &#x201C;MULTI-DIMENSIONAL ELASTIC LIGHT SCATTERING&#x201D;, filed 27 Oct. 2005 with the same assignee as the present disclosure. The applicants of that application are also applicants of this application. This application is also related to U.S. Provisional Patent Application entitled, &#x201C;LOW-COHERENCE ENHANCED BACKSCATTERING SPECTROSCOPY AND APPLICATIONS OF SAME,&#x201D; filed 12 May 2006. The disclosures of the above-identified co-pending applications are incorporated in their entirety herein by reference.This application is related to a copending U.S. patent application Ser. No. 11/604,653, entitled &#x201C;METHOD OF RECOGNIZING ABNORMAL TISSUE USING THE DETECTION OF EARLY INCREASE IN MICROVASCULAR BLOOD CONTENT&#x201D;, filed 27 Nov. 2005 with the same assignee as the present disclosure claiming priority to U.S. Application No. 60/801,947 entitled &#x201C;GUIDE-TO-COLONOSCOPY BY OPTICAL DETECTION OF COLONIC MICRO-CIRCULATION AND APPLICATIONS OF THE SAME&#x201D;, filed 19 May 2006. The applicants of the above applications are also applicants of this application. The disclosure of the above identified copending applications is incorporated in its entirety herein by reference.This application is further related to a copending U.S. patent application Ser. No. 11/604,659, entitled &#x201C;APPARATUS FOR RECOGNIZING ABNORMAL TISSUE USING THE DETECTION OF EARLY INCREASE IN MICROVASCULAR BLOOD CONTENT&#x201D;, filed 27 Nov. 2005 with the same assignee as the present disclosure claiming priority to U.S. Application No. 60/801,947 entitled &#x201C;GUIDE-TO-COLONOSCOPY BY OPTICAL DETECTION OF COLONIC MICRO-CIRCULATION AND APPLICATIONS OF THE SAME&#x201D;, filed 19 May 2006. The applicants of the above applications are also applicants of this application. The disclosure of the above identified copending applications is incorporated in its entirety herein by reference.Some references, which may include patents, patent applications and various publications, are cited and discussed in the description of this disclosure. The citation and/or discussion of such references is provided merely to clarify the description of the present disclosure and is not an admission that any such reference is &#x201C;prior art&#x201D; to the disclosure described herein. All references cited and discussed in this specification are incorporated herein by reference in their entireties and to the same extent as if each reference was individually incorporated by reference. In terms of notation, hereinafter, a superscript &#x201C;[]&#x201D; represents the nth reference cited in the reference list. For example, [] represents the 24th reference cited in the reference list, namely, Backman, V. et al. Detection of preinvasive cancer cells. 406, 35-36 (2000).",20070514,"This disclosure was made with Government support under Grant No. BES0547480 and R21CA102750 awarded by the National Science Foundation of the United States. Accordingly, the United States Government may have certain rights in this invention pursuant to the grant.","","","",""
11868394,20090108,20090009834,OPTICAL PHASE PROCESSING IN A SCATTERING MEDIUM,"An optical phase processing system for a scattering medium. A first beam has a direction and a wavefront and the first beam is configured to enter a holographic recording medium. A scattering medium is illuminated by a signal beam generating at least one scattered beam. An interference pattern is recorded from the at least one scattered beam and the first beam. A second beam is generated in a direction opposite to the direction of the first beam, the second beam having a wavefront and a phase substantially opposite to a phase of the wavefront of the first beam, and the second beam is configured to enter the holographic recording medium. The second beam and the interference pattern interact to generate at least one reconstructed beam having a phase substantially opposite to a phase of the at least one scattered beam, and the at least one reconstructed beam is configured to be viewable through the scattering medium.",[Zahid Yaqoob][Emily McDowell][Changhuei Yang],[CALIFORNIA INSTITUTE OF TECHNOLOGY],"This application claims priority to U.S. Provisional Application No. 60/850,356; filed Oct. 6, 2006; titled &#x201C;Turbidity Elimination using Optical Phase Conjugation and its Applications.&#x201D;",20071005,"This invention was funded by the United States government. The U.S. Government has certain rights in this invention pursuant to Grant No. BES-0547657 awarded by the National Science Foundation. References cited within this application, including patents, published patent applications other publications, and U.S. Provisional Application No. 60/850,356; filed Oct. 6, 2006 are hereby incorporated by reference in their entirety.","","","",""
12189967,20090108,20090010447,Active Noise Control System,"An active noise control system includes a first microphone, a controller operably coupled to the first microphone, and a speaker operably coupled to the controller. The first microphone senses a sound input in an audible spectrum, wherein the sound input includes a disturbance noise portion. The controller includes a selection unit and an output unit. The selection unit determines the disturbance noise portion of the sound input based on a highest frequency level of the sound input. The output unit removes the disturbance noise portion from the sound input to generate a filtered sound input. The speaker generates a speaker output based on the filtered sound input.",[Thomas C. Waite][Atul G. Kelkar],"[Iowa State University Research Foundation, Inc.]","This patent application claims the benefit of U.S. Provisional Patent Application No. 60/956,059, filed Aug. 15, 2007, the entire teachings and disclosure of which are incorporated herein by reference thereto.",20080812,This invention was made in part with Government support under Grant Number CMS 0301740 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
12217587,20090108,20090010830,High quantum yield white phosphors and methods of making,"Embodiments of the present disclosure include a composition comprising a Gd-Euwhite phosphor composition, methods of making the composition, and the like.",[Richard S. Meltzer][Sergey Feofilov][Yi Zhou],"","This application claims priority to co-pending U.S. provisional application having Ser. No. 60/947,998, filed on Jul. 5, 2007, to Meltzer, et al., which is entirely incorporated herein by reference.",20080707,This invention was made with government support under Grant No.'s 0305400 and 0305449 awarded by the National Science Foundation. The U.S. government has certain rights in the invention.,"","","",""
12062058,20090108,20090011141,ARTICLE WITH PHEMA LIFT-OFF LAYER AND METHOD THEREFOR,"A method of forming a patterned functional layer on a substrate using a poly(hydroxyethyl methacrylate) lift-off layer is described. The method can be used with substrates that would not tolerate the organic solvents required for processing of known poly(methyl methacrylate) lift-off layers. When used in combination with known nanoimprint lithography and step-and-flash imprint lithography techniques, the method can be used to generate patterned functional structures with dimensions as small as five nanometers.",[Kenneth Raymond Carter][Sarav Bharat Jhaveri],"","This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/909,866 filed Apr. 3, 2007, which is fully incorporated herein by reference.",20080403,The U.S. Government has certain rights in this invention pursuant to National Science Foundation MRSEC on Polymers Grant No. DMR 0213695.,"","","",""
11998828,20090108,20090011400,Substrate switched ammonia lyases and mutases,"Crystal structure information is used to make substrate-switched amino acid ammonia lyase enzymes, including TALs, PALs and HALs. Related methods, systems, compositions, cells and transgenic organisms are provided.",[Joseph P. Noel][Gordon V. Louie][Marianne E. Bowman][Bradley S. Moore][Michelle C. Moffitt],[],"This application is related to and claims priority from the following applications: U.S. Ser. No. 60/872,162 SUBSTRATE SWITCHED AMMONIA LYSASES AND MUTASES by Noel et al., filed Dec. 1, 2006; U.S. Ser. No. 60/873,668 SUBSTRATE SWITCHED AMMONIA LYSASES AND MUTASES by Noel et al., filed Dec. 6, 2006; and U.S. Ser. No. 60/874,709 SUBSTRATE SWITCHED AMMONIA LYSASES AND MUTASES by Noel et al., filed Dec. 12, 2006. Each of these applications is incorporated herein by reference in their entirety.",20071130,This invention was made with government support under Grant No. MCB-0236027 from the National Science Foundation and support under Grant No. AI47818 from the National Institutes of Health. The government may have certain rights to this invention.,"","","",""
10756825,20090108,20090011402,BIOSENSORS BASED ON DIRECTED ASSEMBLY OF PARTICLES,"A sensor system for detecting an effector or cofactor comprises (a) a nucleic acid enzyme; (b) a substrate for the nucleic acid enzyme, comprising a first polynucleotide; (c) a first set of particles comprising a second polynucleotide at least partially complementary to the substrate, where the polynucleotide is attached to the particles at its 3′ terminus; and (d) a second set of particles comprising a third polynucleotide at least partially complementary to the substrate, where the polynucleotide is attached to the particles at its 5′ terminus.",[Yi Lu][Juewen Liu],"","",20040113,The subject matter of this application may in part have been funded by the Department of Energy (DEFG02-01ER63179) and the National Science Foundation (DMR-0117792). The government may have certain rights in this invention.,"","","",""
11465996,20090108,20090011476,GENE CLUSTER AND METHOD FOR THE BIOSYNTHESIS OF TERREQUINONE A,"The present invention provides a novel gene cluster containing five genes (tdiA-E) involved in indole alkaloid synthesis. Disruption of tdiB, encoding an enzyme with prenyltransferase activity, transferring dimethylallylpyrophosphate to C-2 of an indole structure, eliminated the production of the antitumor compound terrequinone A, a metabolite not known from . The invention further provides a method for expressing terrequinone A in a host cell and isolating purified terrequinone A therefrom.",[Dirk HOFFMEISTER][Nancy P. KELLER],[],"This application claims the benefit of U. S. Provisional application 60/709,969 filed Aug. 19, 2005 incorporated herein by reference.",20060821,"This invention was made with United States government support awarded by the following agencies: NSF MCB-0196233, NSF MCB-0236393 and NIH F32 AI052654.","","","",""
11682139,20090108,20090011486,Biodegradable Elastomers,"The present inventions in various aspects provide elastic polymers compositions for encapsulation of cells. In various embodiments, the polymers are formed by the reaction of a multifunctional alcohol or ether and a difunctional or higher order acid to form a pre-polymer, which is cross-linked in the presence of glycerol and a population of cells to form elastic porous polymer scaffolds suitable for cell encapsulation and/or proliferation.",[Christopher J. Bettinger][Joost P. Bruggeman][Lino Da Silva Ferreira][Jeffrey M. Karp][Robert S. Langer][Christiaan Nijst][Andreas Zumbuehl][Jason Burdick][Sonia J. Kim],[MASSACHUSETTS INSTITUTE OF TECHNOLOGY],"The present application claims the benefit of and priority to copending United States and 60/803,223 filed May 25, 2006, and U.S. patent application Ser. No. 11/623,041, filed Jan. 12, 2007, which claims the benefit and priority provisional application Nos. 60/758,973 filed Jan. 12, 2006, and 60/803,223 filed May 25, 2006, the entire contents of both of which are herein incorporated by reference.",20070305,"The United States Government has provided grant support utilized in the development of one or more of the present inventions. In particular, National Institute of Health (NIH) contract number DE 013023 and National Science Foundation (NSF) contract number NIRT 0609182 have supported development of one or more of the inventions of the present application. The United States Government may have certain rights in these inventions.",11623041,11682139,"",""
12166287,20090108,20090011493,DEVICE CONTAINING CYTOPHILIC ISLANDS THAT ADHERE CELLS SEPARATED BY CYTOPHOBIC REGIONS,"The invention provides a device for adhering cells in a specific and predetermined position, and associated methods. The device includes a plate defining a surface and a plurality of cytophilic islands that adhere cells, isolated by cytophobic regions to which cells do not adhere, contiguous with the cytophilic islands. The islands or the regions or both may be formed of a self-assembled monolayer (SAM).",[Rahul Singhvi][Amit Kumar][George M. Whitesides][Donald E. Ingber][Gabriel P. Lopez][Daniel I. C. Wang][Gregory N. Stephanopoulos],[President and Fellows of Harvard College],"This application is a continuation of U.S. patent application Ser. No. 11/331,849, filed Jan. 13, 2006, which is a continuation of U.S. patent application Ser. No. 10/032,280, filed Dec. 21, 2001, now U.S. Pat. No. 7,067,306, which is a continuation of U.S. patent application Ser. No. 09/373,334, filed Aug. 12, 1999, now U.S. Pat. No. 6,368,838, which is a continuation of U.S. patent application Ser. No. 08/951,886, issued as U.S. Pat. No. 5,976,826, filed Oct. 16, 1997, which is a continuation of U.S. patent application Ser. No. 08/659,537, filed Jun. 7, 1996, now U.S. Pat. No. 5,776,748, which is a continuation of U.S. patent application Ser. No. 08/131,838 filed Oct. 4, 1993.",20080701,"This invention was made with government support NSF Grant Number EEC-880-3014, NIH Grant Number GM30367, ONR Grant Number N00014-86-K-0756, and ACS Grant Number CD-493. The government has certain rights to the invention.",11331849,12166287,"",""
11957915,20090108,20090011945,Method For Making Microsensor Arrays For Detecting Analytes,"The present invention provides a method and a device for high-throughput, simultaneous, and continuous detection of one or more analytes using a pin-printed chemical sensor array. Chemical sensors comprising [Ru(4,7-diphenyl-1,10-phenanthroline)], glucose oxidase, and fluorescein sequestered in sol-gel-derived-glass have been used. Examples of analytes detected using the present method include O, glucose, and protons. Gas-phase and liquid-phase analytes have been detected using the present method. In addition, analytes contained in an aerosol have been detected.",[Frank V. Bright][Eun Jeong Cho],"","This application is a continuation in part of U.S. patent application Ser. No. 10/351,109 filed Jan. 24, 2003, which claims priority to U.S. provisional patent application Ser. No. 60/351,592 filed on Jan. 25, 2002; and which is also a continuation in part of U.S. patent application Ser. No. 10/254,254 filed Sep. 25, 2002, now U.S. Pat. No. 6,589,438; which in turn is a divisional application of U.S. patent application Ser. No. 09/628,209 filed Jul. 28, 2000, now U.S. Pat. No. 6,492,182, which in turn claims priority to U.S. provisional patent application No. 60/145,856 filed on Jul. 28, 1999. The disclosures of all of the above are incorporated herein by reference.",20071217,This invention was made with Government support under Grant Number CHE0078161 awarded by the National Science Foundation. The Government has certain rights in the invention.,10351109,11957915,"",""
