appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
12496520,20110106,20110004014,Catalytic Depolymerization of Polymers Containing Electrophilic Linkages Using Nucleophilic Reagents,"The disclosure relates to methods and materials useful for depolymerizing a polymer. In one embodiment, for example, the disclosure provides a method for depolymerizing a polymer containing electrophilic linkages, wherein the method comprises contacting the polymer with a nucleophilic reagent in the presence of a guanidine-containing compound. The methods and materials of the disclosure find utility, for example, in the field of waste reclamation and recycling.",[James Lupton Hedrick][Russell Clayton Pratt][Robert M. Waymouth],"","",20090701,"This invention was made in part with Government support under a grant from the National Science Foundation, grant number NSF-CHE 0645891. Accordingly, the Government may have certain rights to this invention.","","","",""
11937398,20110106,20110004272,SCANNING LASER DEVICE AND METHODS OF USE,"In one aspect, the invention provides vision prosthesis systems. Exemplary vision prosthesis systems of the invention comprise a light energy generator operably connected to a wearable head piece comprising a device for directing light energy produced by the light energy generator onto a mammalian retina, wherein the light energy generator is tuned to emit light energy of sufficient power to modulate neural activity in the retina. In another aspect, the invention provides methods for irradiating neurons in the retina of the mammalian eye by directing light energy produced by a light energy generator onto a mammalian retina. The methods of the invention may be used to directly modulate the activity of retinal neurons or to introduce molecules into retinal cells.",[Eric J. Seibel][Thomas A. Reh][Blake Miller],"[WASHINGTON, UNIVERSITY OF]","This application is a continuation of U.S. application Ser. No. 10/888,428, filed Jul. 9, 2004, which claims the benefit of U.S. Provisional Application No. 60/486,623, filed Jul. 11, 2003, under 35 U.S.C. &#xA7;119.",20071108,This invention was made with government support under 9978888 awarded by the National Science Foundation. The government has certain rights in the invention.,10888428,11937398,"",""
12796934,20110106,20110004575,System and Method for Controlling Power Consumption in a Computer System Based on User Satisfaction,"Systems and methods for controlling power consumption in a computer system are disclosed. The computer system may be trained, for example, to determine relationship information between user satisfaction and discrete frequencies at which a processor of the computer system runs. The determined relationship can distinguish between different users and different interactive applications. A frequency may be selected from the discrete frequencies at which the processor of the computer system runs based on the determined relationship information for a particular user and a particular interactive application running on the processor of the computer system. The processor may be adapted to run at the selected frequency.",[Lei Yang][Robert P. Dick][Xi Chen][Gokhan Memik][Peter A. Dinda][Alex Shye][Berkin Ozisikyilmaz][Arindam Mallik][Alok Choudhary],"","This patent application makes reference to, claims priority to and claims benefit from U.S. Provisional Application Ser. No. 61/185,381 (Attorney Docket No. 20818US01) which was filed on Jun. 9, 2009; and U.S. Provisional Application Ser. No. 61/185,365 (Attorney Docket No. 20816US01) which was filed on Jun. 9, 2009.This patent application is related to U.S. Provisional Application Ser. No. 61/185,372 (Attorney Docket Number 20817US01) which was filed on Jun. 9, 2009.The above-referenced applications are hereby incorporated herein by reference in their entirety.",20100609,This invention was made with government support under grant nos. CNS-0720691; CNS-0721978; CNS-0715612; CNS-0551639; CNS-0347941; CCF-0541337; CCF-0444405; CCF-0747201; IIS-0536994; IIS-0613568; ANI-0093221; ANI-0301108; and EIA-0224449 awarded by the National Science Foundation. The government has certain rights in the invention.This invention was made with government support under grant nos. DE-FG02-05ER25691 and DE-AC05-00OR22725 awarded by the Department of Energy. The government has certain rights in the invention.,"","","",""
12835577,20110113,20110006169,CABLE CLAMP,"An apparatus and method for clamping one or more cables is provided comprising a first component and a second component, wherein the first and second components each have a main body, a cut out region, and a connector region; and wherein the two components are removably coupled by connecting together their respective connector and cut out regions. The clamping force to the cables can be determined solely by finger pressure, which permits the user to have excellent tactile feedback to safely clamp a cable bundle. The apparatus is compatible with mass production injection molding and can be used for applications requiring UHV compatibility.",[Richard Abbott],"","This application claims the benefit of Provisional Patent Application No. 61/225,131, filed Jul. 13 2009, which is hereby incorporated by reference in its entirety.",20100713,The U.S. Government has certain rights in this invention pursuant to Grant No(s). PHY0107417 and PHY0757058 awarded by the National Science Foundation.,"","","",""
12886131,20110113,20110006226,TERAHERTZ RADIATION SOURCE MOUNTING ARRANGEMENTS AND METHODS OF MOUNTING A TERAHERTZ SOURCE,"Methods and apparatus for detecting variations in electromagnetic fields, in particular, terahertz (THz) electromagnetic fields, are provided. The methods and apparatus employ polarization detection devices and controllers to maintain or vary the polarization of modulated signals as desired. The methods and apparatus are provided to characterize electromagnetic fields by directing the electromagnetic field and a probe beam upon an electro-crystal and detecting the modulation of the resulting probe beam. Detection of the modulation of the probe beam is practiced by detecting and comparing the polarization components of the modulated probe beam. Aspects of the invention may be used to analyze or detect explosives, explosive related compounds, and pharmaceuticals, among other substances. A compact apparatus, modular optical devices for use with the apparatus, sample holders, and radiation source mounts are also disclosed.",[Brian SCHULKIN][Xi-Cheng ZHANG][Thomas TONGUE][Jingzhou XU][Jian CHEN],[RENSSELAER POLYTECHNIC INSTITUTE],"This application claims priority from pending U.S. Provisional Patent Applications 60/884,428 [attorney ref. 0094.120P]; 60/884,443 [0094.121P]; 60/884,446 [0094.122P]; and 60/884,449 [0094.123P], all filed on Jan. 11, 2007. The disclosures of these provisional applications are included by reference herein in their entirety.",20100920,"The invention described herein was made with support of the National Science Foundation under Federal Grant Number ECS-0621522, &#x201C;THz Wave Photonics.&#x201D; The invention described herein was also made with support of the Army Research Office under Federal Grant Number ARO-MURI through subcontract with Johns Hopkins University under grant 8202-05776, &#x201C;Spectroscopic and Time-domain Detection of Trace Explosives in Condensed and Vapor Phases.&#x201D; The U.S. Government may have certain rights to this invention.",12013167,12886131,"",""
12726896,20110113,20110006287,POLYMERS WITH TUNABLE BAND GAPS FOR PHOTONIC AND ELECTRONIC APPLICATIONS,"A copolymer comprising at least one donor monomer and at least one acceptor monomer is described. The polymer may optionally further comprise, consist or consist essentially of at least one additional comonomer. Various donor monomers, acceptor monomers and additional comonomers are also described. The polymer is useful in the manufacture of microelectronic devices such as optoelectronic devices.",[Wei You][Shengqiang Xiao],"","This application claims the benefit of commonly owned, copending application Ser. No. 61/224,583, filed Jul. 10, 2009, the disclosure of which is incorporated by reference herein in its entirety.",20100318,This invention was made with Government Support from the National Science Foundation STC Program at UNC Chapel Hill (CHE-9876674). The US Government has certain rights to this invention.,"","","",""
12833355,20110113,20110006768,SYSTEMS AND METHODS FOR ACCELERATING THE ACQUISITION AND RECONSTRUCTION OF MAGNETIC RESONANCE IMAGES,"A method and system of accelerating the acquisition and reconstruction of magnetic resonance images. Magnetic resonance imaging (“MRI”) data is acquired from a plurality of coils using parallel MRI (“pMRI”). The MRI data represents a reduced field-of-view (“FOV”) image for each of a plurality of coils. The MRI data is further undersampled by sequentially applying a compressed sensing (“CS”) technique, such as SparseMRI. The undersampled, reduced FOV images are then reconstructed into a final magnetic resonance image using a pMRI reconstruction technique, such as SENSitivity encoding (“SENSE”). This combination of MR image acquisition, sampling, and reconstruction is referred to as CS-SENSE.",[Lei Ying][Dong Liang],"","This application claims the benefit of previously-filed, co-pending U.S. Provisional Patent Application No. 61/224,350, filed Jul. 9, 2009, the entire content of which is hereby incorporated by reference.",20100709,"This invention was made with U.S. Government support awarded by the National Science Foundation, Grant No. CBET-0731226.","","","",""
12765695,20110113,20110007261,ANALYTE DETECTION USING LIQUID CRYSTALS,"Devices and methods for using changes in the defects in micrometer sized dispersed liquid crystal domains to detect or quantify analytes in a test sample, including endotoxin lipopolysaccharide (LPS), are disclosed. The dispersed liquid crystal microdomains are exposed to the test sample, and any changes in the number of defects in the liquid crystal microdomains are detected by detecting changes in the anchoring configuration of the microdomains. Such changes in anchoring configuration indicate the presence of analyte in the test sample.",[Nicholas L. Abbott][I-Hsin Lin][Christopher J. Murphy][Jugal Gupta],[Wisconsin Alumni Research Foundation],"This application claims the benefit of U.S. Provisional Patent Application No. 61/171,699, filed on Apr. 22, 2009, and U.S. Provisional Patent Application No. 61/324,650, filed on Apr. 15, 2010, which are incorporated by reference herein in their entirety.",20100422,"This invention was made with United States government support awarded by the following agency: National Science Foundation, Grant Nos. 0520527 and 0602570. The United States government has certain rights in this invention.","","","",""
12501068,20110113,20110007386,TRANSMISSION MICROSCOPY USING LIGHT EMITTED FROM NANOPARTICLES,"Systems and methods for performing transmission microscopy on a sample material are disclosed. The sample material is placed on a metal nanoparticle substrate. High intensity light, such as an infrared laser, is focused on the nanoparticle substrate, thereby exciting the silver nanoparticles. The excited nanoparticles emit intensely focused, spectrally broad white light that is able to pass through the sample material without significant scattering even when the sample material is highly diffuse. The emitted light that passes through the sample material is detected and used to generate images and characterize features of the sample material, including the internal structural composition of the sample material.",[John Mark Lupton][Michael H. Bartl][Debansu Chaudhuri][Jeremy Galusha][Nicholas Borys][Manfred Josef Walter],"","This application claims priority to and the benefit of U.S. Provisional Patent Application No. 60/080,097, filed Jul. 11, 2008, entitled SUBDIFFRACTION WIDE-FIELD WHITE LIGHT TRANSMISSION MICROSCOPY OF NEAR-OPAQUE MEDIA, which is incorporated herein by reference in its entirety.",20090710,"This invention was made with government support under grant or award Nos. CHE-ASC 748473 and ECS 0609244, awarded by the National Science Foundation. The Government has certain rights to this invention.","","","",""
12765859,20110113,20110007772,Phase-matched Generation of Coherent Soft and Hard X-rays Using IR Lasers,"Phase-matched high-order harmonic generation of soft and hard X-rays is accomplished using infrared driving lasers in a high-pressure non-linear medium. The pressure of the non-linear medium is increased to multi-atmospheres and a mid-IR (or higher) laser device provides the driving pulse. Based on this scaling, also a general method for global optimization of the flux of phase-matched high-order harmonic generation at a desired wavelength is designed.",[Tenio V. Popmintchev][Ming-Chang Chen][Alon Bahabad][Margaret M. Murnane][Henry C. Kapteyn],"[The Regents of the University of Colorado, a body corporate]","This application claims benefit of U.S. Provisional Patent Applications No. 61/171,783 filed Apr. 22, 2009, and 61/172,686, filed Apr. 24, 2009, and 61/327,065 filed Apr. 22, 2010.U.S. Pat. No. 6,151,155 is incorporated herein by reference.",20100422,This invention was made with government support under grant number DE-FG02-04ER15592 awarded by the Department of Energy and grant number EEC 0310717 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
12501242,20110113,20110007941,PRECISELY LOCATING FEATURES ON GEOSPATIAL IMAGERY,"Methods for locating a feature on geospatial imagery and systems for performing those methods are disclosed. An accuracy level of each of a plurality of geospatial vector datasets available in a database can be determined. Each of the plurality of geospatial vector datasets corresponds to the same spatial region as the geospatial imagery. The geospatial vector dataset having the highest accuracy level may be selected. When the selected geospatial vector dataset and the geospatial imagery are misaligned, the selected geospatial vector dataset is aligned to the geospatial imagery. The location of the feature on the geospatial imagery is then determined based on the selected geospatial vector dataset and outputted via a display device.",[Ching-Chien Chen][Dipsy Kapoor][Craig A. Knoblock][Cyrus Shahabi],"","The present application is related to U.S. patent application Ser. No. 11/169,076 filed Jun. 28, 2005 and entitled &#x201C;System and Method for Fusing Geospatial Data,&#x201D; the disclosure of which is incorporated herein by reference.",20090710,The research and development described in this application were supported by the Defense Advanced Research Projects Agency (DARPA) under contract number W31P4Q-07-C-0261 and the National Science Foundation (NSF) under contract number IIP-0712287. The U.S. Government may have certain rights in the claimed inventions.,"","","",""
12833534,20110113,20110008281,CARDIOPROTECTIVE ROLE OF HEPATIC CELLS AND HEPATOCYTE SECRETORY FACTORS IN MYOCARDIAL ISCHEMIA,"The present invention provides methods, compositions, and systems for treating a subject at risk for, with, or suspected of having, myocardial ischemia using hepatocyte secretory factors (e.g., AGP2, BMPER, FGF21, NRG4, and/or TFF3) or using factors that promote liver cell migration to ischemic myocardial tissue (e.g., IL-6 and/or MMP-2).",[Shu Q. Liu],[NORTHWESTERN UNIVERSITY],"The present application claims priority to U.S. Provisional Application Ser. No. 61/224,691, filed Jul. 10, 2009, which is herein incorporated by reference in its entirety.",20100709,This invention was made with government support under grant no. BES-0401781 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
12809433,20110113,20110008404,Modification Of Biomaterials With Microgel Films,"The various embodiments of the present disclosure relate generally to the modification of biomaterials with microgel films. More particularly, the various embodiments of the present invention are directed to the modification of biomaterials and medical devices with microgel thin films to alter a host's response to an implanted biomaterial or medical device. An embodiment of the present invention comprises a coated biomaterial comprising a non-fouling polymer film attached to at least a portion of a surface of the biomaterial, the non-fouling polymer film comprising a plurality of a cross-linked polymer microparticles, wherein at least a portion of the cross-linked polymer microparticles are covalently bonded to at least a portion of the surface of the biomaterial.",[Louis Andrew Lyon][Andres J. Garcia][Julia E. Babensee],[Georgia Tech Research Corporation],"This application claims, under 35 U.S.C. &#xA7;119(e), the benefit of U.S. Provisional Application Ser. No. 61/014,972, filed 19 Dec. 2007, the entire contents and substance of which are hereby incorporated by reference as if fully set forth below.",20081219,This invention was made with U.S. Government support under Grant No. EEC-9731643 awarded by the National Science Foundation. The U.S. Government has certain rights in the invention.,61014972,12809433,20100927,PCT/US08/87786
12834609,20110113,20110008461,INHIBITOR SCAFFOLD FOR THE INHIBITION OF THE ENZYME PHOSPHOENOLPYRUVATE CARBOXYKINASE,"A PEPCK inhibitor can include identifying a molecule that has a size capable of fitting into and interacting with the PEPCK binding site and at least one of the following: (a) a first terminal substituent having co-planar atoms acting as metal ligands to the active site metal ion PEPCK; (b) at least one of an atom or substituent at positions 2 or 3 from the first terminal substituent includes a neutral carbon center or include an oxygen, sulfur, selenium, or other atom with similar physiochemical properties; (c) at least one of an atom or substituent at positions 2 or 3 from the first terminal substituent is devoid of an electropositive atom or substituents; or (d) a second terminal substituent opposite of the first terminal substituent, said second terminal substituent having an atom that is a hydrogen boding acceptor and/or is negatively charged.",[Gerald Carlson][Todd Holyoak][Sarah Sullivan][Rose  Mary  Stiffin],"","This patent application is a continuation-in-part of PCT application PCT/US2009/030761, filed Jan. 12, 2009 which claims benefit of U.S. Patent Application Ser. No. 61/020,570, filed Jan. 11, 2008, which applications are incorporated herein by specific reference in their entirety.",20100712,This invention was made with government support under Grant Numbers NSF DMB 85-20311 awarded by the National Science Foundation. The government has certain rights in the invention.,PCT/US2009/030761,12834609,"",""
12671446,20110113,20110008774,PROTEIN DISCOVERY USING INTRACELLULAR RIBOSOME DISPLAY,"The present invention relates to a method of identifying a protein that binds to a target molecule and has intracellular functionality. This method includes providing a construct comprising a deoxyribonucleic acid molecule encoding the protein which binds to the target molecule, with the deoxyribonucleic acid molecule being coupled to a stall sequence. A host cell is transformed with the construct and then cultured under conditions effective to form, within the host cell, a complex of the protein whose translation has been stalled, the mRNA encoding the protein, and ribosomes. The protein in the complex is in a properly folded, active form and the complex is recovered from the cell. This method can be carried out with a cell-free extract preparation containing ribosomes instead of a host cell. The present invention also relates to a construct which includes a deoxyribonucleic acid molecule encoding a protein that binds to a target molecule and an SecM stalling sequence coupled to the deoxyribonucleic acid molecule. The deoxyribonucleic acid molecule and the SecM stalling sequence are coupled with sufficient distance between them to permit expression of their encoded protein, within the cell, in a properly folded, active form.",[Matthew P. Delisa][Lydia Contreras-Martinez],[CORNELL RESEARCH FOUNDATION INC],"This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/953,050, filed Jul. 31, 2007, which is hereby incorporated by reference in its entirety.",20080731,This invention was made with government support under grant number CBET 0449080 (OSP #47241) awarded by National Science Foundation. The government has certain rights in this invention.,"","",20100719,PCT/US08/71747
12698837,20110113,20110008828,METHODS OF INCORPORATING AMINO ACID ANALOGS INTO PROTEINS,"The invention provides a method of incorporating nonstandard amino acids into a protein by utilizing a modified aminoacyl-tRNA synthetase to charge the nonstandard amino acid to a modified tRNA, which forms strict Watson-Crick base-pairing with a codon that normally forms wobble base-pairing with natural tRNAs.",[Inchan Kwon][David Tirrell],[CALIFORNIA INSTITUTE OF TECHNOLOGY],"",20100202,"This invention was made with federal government support under grant number GM62523 awarded by the NIH, and under NSF DMR-0080065 awarded by the NSF. The United States government has certain rights in the invention.",11130583,12698837,"",""
12918725,20110113,20110008829,Use of Synthetic Scaffolds for the Production of Biosynthetic Pathway Products,"The present invention provides methods of producing a product or product precursor of a biosynthetic pathway in a genetically modified host cell. The present invention also provides genetically modified host cells comprising nucleic acids encoding a scaffold polypeptide and nucleic acids comprising nucleotide sequences encoding two or more enzymes in a biosynthetic pathway. The present invention further provides nucleic acids comprising nucleotide sequences encoding scaffold polypeptides, for use in a subject method.",[John E. Dueber][Jay D. Keasling][Gabriel C. Wu][Ghulam Reza Kahn Malmirchegini],"","This application claims the benefit of U.S. Provisional Patent Application No. 61/032,308, filed Feb. 28, 2008, which application is incorporated herein by reference in its entirety.",20090226,This invention was made with government support under Grant No. EEC-0540879 awarded by the National Science Foundation. The government has certain rights in the invention.,"","",20100929,PCT/US2009/035274
12797586,20110113,20110008890,Self-Assembly of Peptide-Amphiphile Nanofibers Under Physiological Conditions,"Peptide amphiphile compounds, compositions and methods for self-assembly or nanofibrous network formation under neutral or physiological conditions.",[Samuel I. Stupp][Jeffrey D. Hartgerink][Elia Beniash],[NORTHWESTERN UNIVERSITY],"This application is a continuation of U.S. patent application Ser. No. 11/863,975, filed Sep. 28, 2007, which is a divisional of U.S. patent application Ser. No. 10/368,417, filed Feb. 18, 2003, now U.S. Pat. No. 7,371,179, which claims priority from U.S. provisional application Ser. No. 60/357,228 filed Feb. 15, 2002, all of which are incorporated herein in their entireties by reference.",20100609,"This invention was made with government support under Grant Number DMR-9996253 awarded by the National Science Foundation, and Grant Number F49620-00-1-0283/P01 awarded by the Air Force Office of Scientific Research (MURI), and Grant Number DE-FG02-00ER45810 awarded by the Department of Energy. The government has certain rights in the invention.",11863975,12797586,"",""
12668731,20110113,20110009256,NOVEL MICROPOROUS SILICATE MATERIALS AND METHODS FOR MAKING AND USING THE SAME,"With an amino acid as a buffer, a method is disclosed for producing a proton-exchanged three-dimensional layered silicate material. Additional embodiments include a method for producing a swollen proton-exchanged three-dimensional layered silicate material. This new material is a result of reactive swelling which accompanies one or more major changes of the layer structure. The materials can be further processed such as with exfoliation. The materials may be combined with polymers to produce film membranes such as thin film porous membranes. The membranes are useful in separating gases and as absorbents.",[Michael Tsapatsis][Joaquin Coronas][Sunho Choi],[REGENTS OF THE UNIVERSITY OF MINNESOTA],"This document claims the benefit of priority, under 35 U.S.C. Section 119(e), of U.S. Provisional Patent Application Ser. No. 60/950,258, entitled NOVEL MICROPOROUS SILICATE MATERIALS AND METHODS FOR MAKING AND USING SAME, filed on Jul. 17, 2007 (Attorney Docket No. 600.698PRV), the contents of which is incorporated by reference herein in its entirety.",20080717,This invention was made with support of the United States Government under National Science Foundation Contract CTS-0327811 and Department of Energy Contract DE-FG26-04NT42119. The Government has certain rights in this invention,"","",20100921,PCT/US2008/008746
