appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
11471181,20070111,20070006924,Servo-controlled pneumatic pressure oscillator for respiratory impedance measurements and high-frequency ventilation,"A pneumatic ventilation system delivers high amplitude, low frequency oscillatory flows while maintaining the load impedance at a specified mean pressure, thereby accurately controlling mean airway pressure, oscillation amplitude, and frequency content allowing use in applications to optimize high frequency ventilation protocols in patients. The pneumatic ventilation system includes a pneumatic pressure oscillator based on a proportional solenoid valve to provide forced oscillatory excitations to a respiratory system over a bandwidth suitable for mechanical impedance measurements and high frequency ventilation. ",[David Kaczka][Kenneth Lutchen],""," The present patent application claims priority under 35 U.S.C. &#xA7;119 from U.S. Provisional Patent Application Ser. No. 60/534,306 filed on Jan. 5, 2004. The entire contents of U.S. Provisional Patent Application Ser. No. 60/534,306 filed on Jan. 5, 2004 are hereby incorporated by reference.",20060620, The present invention was made with Government Support under Grant Numbers R01 HL050515 and R01 HL062269 awarded by the National Institutes of Health and Grant Number BES-9309426 awarded by the National Science Foundation. The Government has certain rights in the present invention.,PCT/US05/00134,11471181,"",""
11416449,20070111,20070006926,Microfluidic bubble logic devices,"An all fluid-based no-moving part micro-mechanical logic family of microfluidic bubble logic devices is constructed from complex sequences of microfluidic channels, microfluidic bubble modulators for programming the devices, and microfluidic droplet/bubble memory elements for chemical storage and retrieval. The input is a sequence of bubbles/droplets encoding information, with the output being another sequence of bubbles/droplets. For performing a set of reactions/tasks, the modulators program the device by producing a precisely timed sequence of bubbles/droplets, resulting in a cascade of logic operations within the microfluidic channel sequence, utilizing the generated bubbles as a control. The devices are based on the principle of minimum energy interfaces formed between the two fluid phases enclosed inside precise channel geometries. Various devices, including logic gates, non-volatile bistable memory, shift registers, multiplexers, and ring oscillators have been designed and fabricated. ",[Manu Prakash][Neil Gershenfeld],""," This application claims the benefit of U.S. Provisional Application Ser. No. 60/676,910, filed May 2, 2006, the entire disclosure of which is herein incorporated by reference.",20060502," This invention was made with U.S. government support under Grant Number NSF CCR-0122419, awarded by the National Science Foundation. The government has certain rights in this invention.","","","",""
11440983,20070111,20070007240,"Wafer-level, polymer-based encapsulation for microstructure devices","Disclosed herein is a method of fabricating a device having a microstructure. The method includes forming a connector on a semiconductor substrate, coating the connector with a polymer layer, and immersing the semiconductor substrate and the coated connector in an etchant solution to form the microstructure from the semiconductor substrate and to release the coated connector and the microstructure from the semiconductor substrate such that the microstructure remains coupled to a further element of the device via the coated connector. In some cases, the microstructure is defined by forming an etch stop in the semiconductor substrate, and the microstructure and the semiconductor substrate are coated with a polymer layer, which may then be selectively patterned. The microstructure may then be released from the semiconductor substrate in accordance with the etch stop. ",[Kensall Wise][Mayurachat Gulari][Ying Yao],[THE REGENTS OF THE UNIVERSITY OF MICHIGAN]," This application claims the benefit of U.S. provisional application entitled &#x201C;Integrated Silicon/Polymer Devices and Fabrication Process for Neural and Other Applications,&#x201D; filed May 25, 2005, and having Ser. No. 60/684,596, the entire disclosure of which is hereby expressly incorporated by reference.",20060525," This invention was made with government support under Contracts Nos.: EEC-9986866 and N01-NS-4-2363 awarded by National Science Foundation and the National Institute of Health, respectively. The government has certain rights in the invention.","","","",""
11178644,20070111,20070007626,"High-power-gain, bipolar transistor amplifier","Improved radio frequency gain in a silicon-based bipolar transistor may be provided by adoption of a common-base configuration, preferably together with excess doping of the base to provide extremely low base resistances boosting performance over similar common-emitter designs. ",[Zhenqiang Ma][Ningyue Jiang],"","",20050711, This invention was made with United States government support awarded by the following agency: NSF 0323717. The United States has certain rights in this invention.,"","","",""
11406177,20070111,20070007921,Method and apparatus for adaptive control of a disk drive in the presence of non-linear magnetic bias,"According to a preferred aspect of the instant invention, there is provided a system and method of moving a disc drive arm in the presence of nonlinear magnetic bias. Further, in another preferred embodiment the instant method will be adaptive and/or self-corrective and is especially useful when used with disc drive hardware other than the hardware that was used to model the control law. ",[Ryan Ratliff][Prabhakar Pagilla],""," This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/672,351, filed on Apr. 18, 2005, the disclosure of which is incorporated herein by reference as if fully set out at this point.",20060418, The Government of the United States of America has certain rights in this invention pursuant to Grant No. CMS-9982071 awarded by the National Science Foundation.,"","","",""
11474249,20070111,20070007959,Simultaneous phase cycling for nuclear magnetic resonance spectroscopy,"The present invention discloses a method of simultaneously conducting more than one step of a radiofrequency phase cycle in a nuclear magnetic resonance (NMR) experiment. The method first involves providing a sample. Next, one or more radiofrequency pulses are applied to a plurality of spatially discrete slices of the sample under conditions effective to simultaneously conduct more than one step of a radiofrequency phase cycle in a single transient. Then, NMR signals generated from the step of applying the radiofrequency pulses are acquired. Finally, the NMR signals are processed to obtain an NMR spectrum. ",[Thomas Szyperski][David Parish],[The Research Foundation of State Universtiy of New York]," This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/693,275, filed Jun. 23, 2005, which is hereby incorporated by reference in its entirety.",20060623, This invention arose out of research sponsored by the National Science Foundation (Grant Nos. MCB 0416899 and MCB 0075773). The U.S. Government may have certain rights in this invention.,"","","",""
11450155,20070111,20070009120,Dynamic binaural sound capture and reproduction in focused or frontal applications,"A new approach to capturing and reproducing either live or recorded three-dimensional sound is described. Called MTB2.5 for “Motion-Tracked Binaural 2.5,” the method employs six real or simulated microphones, a head tracker, and special signal-processing procedures to combine the signals picked up by the microphones. In the microphone array, two central microphones are placed at the positions of the ears of a listener facing forward, and four peripheral microphones are located in pairs on either side of the central microphones. Only the low-frequency components of the four peripheral microphone signals are needed, and the total bandwidth required is approximately 2.5 times the bandwidth of one full-bandwidth audio channel. MTB2.5 achieves a high degree of realism by effectively placing the listener's ears in the space where the sounds are occurring, moving the virtual ears in synchrony with the listener's head motions. MTB2.5 also provides a universal format for recording spatial sound. ",[V. Algazi][Richard Duda][Dennis Thompson],""," This application claims priority to U.S. provisional application Ser. No. 60/696,047, filed on Jul. 1, 2005, incorporated herein by reference in its entirety, and is a continuation-in-part of U.S. application Ser. No. 10/414,261, filed on Apr. 15, 2003, incorporated herein by reference in its entirety, which claims priority to U.S. provisional application Ser. No. 60/419,734, filed on Oct. 18, 2002, incorporated herein by reference in its entirety.  This application is also related to PCT International Patent Application PCT/US2003/030392, filed on Sep. 26, 2003, incorporated herein by reference in its entirety, which was published as PCT International Publication Number WO 2004/039123 A1, incorporated herein by reference in its entirety.",20060608," This invention was made with Government support under Grant Nos. IIS-00-97256 and Grant No. ITR-00-86075, awarded by the National Science Foundation. The Government has certain rights in this invention.",10414261,11450155,"",""
11177707,20070111,20070009380,Photonic crystal biosensor structure and fabrication method,The invention provides sensor compositions and method of making sensors. ,[Brian Cunningham],[],"",20050708, This invention was made with Government support under Grant Number BES04-27657 awarded by the National Science Foundation. The Government has certain rights in the invention.,"","","",""
11177708,20070111,20070009968,Photonic crystal biosensor structure and fabrication method,The invention provides sensor compositions and method of making sensors. ,[Brian Cunningham][Ian Block][Leo Chan],[],"",20050708, This invention was made with Government support under Grant Number BES04-27657 awarded by the National Science Foundation. The Government has certain rights in the invention.,"","","",""
11241152,20070111,20070011302,Reliably storing information across multiple computers such as in a hive of computers,"Disclosed are mechanisms for reliably storing information across multiple computers networked together, where each of these computers may or may not be a hive node of a hive. This information includes multiple information units. At least one protection unit is generated based on the information units such that the information can be recreated using less than all of these information units and at least one protection unit. A data unit is defined as one or more information units, one or more protection units, or a combination of information and protection units, with each information unit being included in at least one of the data units and each protection unit being included in at least one of the data units. A operation is initiated to store on each of the computers at least one data unit, such that each data unit is stored in at least one of the computers. ",[Michael Groner][Roberto Lozano],"[APPISTRY, INC. A DELAWARE CORPORATION]"," This is a continuation-in-part of application Ser. No. 10/236,784, filed Sep. 7, 2002, which is hereby incorporated by reference in its entirety.",20050930, The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of Award No. DMI-0339863 awarded by National Science Foundation.,10236784,11241152,"",""
11176812,20070111,20070011609,"Configurable, multimodal human-computer interface system and method","Disclosed herein is a method of configuring a human-computer interface system having an eye gaze device that generates eye gaze data to control a display pointer. The method includes selecting a user profile from a user profile list to access an artificial neural network to address eye jitter effects arising from controlling the display pointer with the eye gaze data, training the artificial neural network to address the eye jitter effects using the eye gaze data generated during a training procedure, and storing customization data indicative of the trained artificial neural network in connection with the selected user profile. ",[Malek Adjouadi][Anaelis Sesin][Melvin Ayala][Mercedes Cabrerizo],[Florida International University Board of Trustees],"",20050707, This invention was made with government support under Award No.: CNS-9906600 from the National Science Foundation. The government has certain rights in the invention.,"","","",""
11426478,20070111,20070011646,Parallel Decoupled Mesh Generation,"A method of mesh generation processing for a bounded domain is provided. The bounded domain is divided into constituent sub-domains with a portion of the sub-domains being assigned to each of a plurality of processors. The processors are operated independently and in parallel. Each processor (i) discretizes the closed boundary for each of its sub-domains to generate coordinates that are identical for each portion of adjoining sub-domain boundaries and that satisfy specific conditions that optimize a selected mesh generation technique, and (ii) generates a mesh for each sub-domain assigned thereto using corresponding ones of the coordinates and the selected mesh generation technique. ",[Nikos Chrisochoides][Leonidas Linardakis],[]," Pursuant to 35 U.S.C. &#xA7;119, the benefit of priority from provisional application 60/694,116, with a filing date of Jun. 24, 2005, is claimed for this non-provisional application.",20060626," This invention was made with Government support under Grant Nos. 0049086, 0085969 and 0203974 awarded by the National Science Foundation (NSF). The Government has certain rights in this invention.","","","",""
11417682,20070111,20070011774,Methods and compositions for tobacco plants with reduced nicotine,"DNA encoding a plant quinolate phosphoribosyl transferase (QPRTase) enzyme, and constructs comprising such DNA are provided. Methods of altering quinolate phosphoribosyl transferase expression are provided. ",[Mark Conkling][Wen Song][Nandini Mendu],[]," This application is a continuation application of, and claims priority to, U.S. application Ser. No. 10/356,076, filed Jan. 3, 2003, which status is pending, which is a continuation application of U.S. application Ser. No. 09/021,286, filed Feb. 10, 1998 and issued as U.S. Pat. No. 6,586,661 on Jul. 1, 2003 and which claims the benefit of U.S. Provisional Application No. 60/049,471, filed Jun. 12, 1997. The entire contents of each of these applications is incorporated by reference herein.",20060504, This invention was made with Government support under National Science Foundation Grant No. MCB-9206506. The Government has certain rights to this invention.,10356076,11417682,"",""
11181348,20070118,20070014345,Low complexity Tomlinson-Harashima precoders,"A method to design low complexity pipelined Tomlinson-Harashima precoders and its associated circuit architectures have been described. The low complexity pipelined TH precoder design relies on the proposed low complexity precomputation based FIR filters. In the low complexity precomputation method for FIR filters, each multiplier is replaced with a multiplexer. ",[Yongru Gu][Keshab Parhi],[],"",20050713," This invention was made with Government support under the SBIR grant #DMI-0441632, awarded by the National Science Foundation. The Government has certain rights in this invention.","","","",""
11487067,20070118,20070014378,System and method for MIMO equalization for DSP transceivers,"A method to efficiently deal with FEXT crosstalk in wireline communication system via MIMO equalization is presented. A MIMO-DFE based receiver architecture is developed to demonstrate the advantage over the traditional receiver design. A MIMO structure for systems with TH precoding is also developed for 10GBASE-T application. The proposed architecture overcomes the limitation of the traditional schemes and achieves a better SNR performance and lower receiver complexity. The proposed method relies on the fact that FEXT inherently contains information about the symbols transmitted from the three far end transmitters and it can be viewed as a signal rather than noise. Therefore, MIMO techniques are applied to turn FEXT into a benefit for the receiver design. ",[Keshab Parhi][Yongru Gu],[]," This application claims the benefit of U.S. Provisional Application No. 60/699,169, filed on Jul. 13, 2005, the entire content of which is incorporated herein by reference in its entirety.",20060713," This invention was made with Government support under the SBIR Grant No. DMI-0441632, awarded by the National Science Foundation (NSF). The Government has certain rights in this invention.","","","",""
11181347,20070118,20070014380,Parallel Tomlinson-Harashima precoders,"A method to design parallel TH precoders and a circuit architecture to implement parallel TH precoders have been presented. The parallel design relies on the fact that a TH precoder can be viewed as an IIR filter with an input equal to the sum of the original input to the TH precoder and a compensation signal. The parallel design also relies on the fact that the compensation signal has finite levels. Therefore, precomputation techniques can be applied to calculate intermediate signal values for all possible values of the compensation signal. ",[Yongru Gu][Keshab Parhi],[],"",20050713," This invention was made with Government support under the SBIR grant # DMI-0441632, awarded by the National Science Foundation. The Government has certain rights in this invention.","","","",""
11169076,20070118,20070014488,"Automatically and accurately conflating road vector data, street maps, and orthoimagery","Automatic conflation systems and techniques which provide vector-imagery conflation and map-imagery conflation. Vector-imagery conflation is an efficient approach that exploits knowledge from multiple data sources to identify a set of accurate control points. Vector-imagery conflation provides automatic and accurate alignment of various vector datasets and imagery, and is appropriate for GIS applications, for example, requiring alignment of vector data and imagery over large geographical regions. Map-imagery conflation utilizes common vector datasets as “glue” to automatically integrate street maps with imagery. This approach provides automatic, accurate, and intelligent images that combine the visual appeal and accuracy of imagery with the detailed attribution information often contained in such diverse maps. Both conflation approaches are applicable for GIS applications requiring, for example, alignment of vector data, raster maps, and imagery. If desired, the conflated data generated by such systems may be retrieved on-demand. ",[Ching-Chien Chen][Craig Knoblock][Cyrus Shahabi][Yao-Yi Chiang],""," This application claims benefit of priority from U.S. provisional patent application Ser. No. 60/586,623, filed 9 Jul. 2004.",20050628," Research leading to certain embodiments of the present invention has been funded in part by National Science Foundation (NSF) grant numbers EEC-9529152 (IMSC ERC), IIS-0238560 (PECASE), and IIS-0324955 (ITR), in part by the U.S. Air Force Office of Scientific Research under grant numbers F49620-01-1-0053 and FA9550-04-1-0105, in part by a grant from the U.S. Geological Survey (USGS) under grant number 03CRSA0631. Accordingly, the United States Government may have certain rights in the present invention.","","","",""
11483019,20070118,20070014752,Surface functionalization of polymeric materials,"The present invention relates to methods for functionalizing a surface, comprising exposing a surface of a polymeric material to an atmospheric pressure glow plasma discharge, wherein exposure to the plasma discharge functionalizes the surface of the polymeric material. The present invention further provides for methods for functionalizing a polymeric material, wherein the functionalized surface has conjugated thereto bioactive agents. The present invention is also directed to compositions comprising a functionalized surface with attached bioactive agents. ",[Krishnendu Roy][Laxminariyan Raja],""," This application claims priority to U.S. Provisional Application No. 60/697,480 filed Jul. 8, 2005, the contents of which is incorporated in its entirety herein.",20060707," The invention disclosed herein relates to work supported in part under grant number 6511817 in the division of Chemical and Transport Systems of the National Science Foundation. Accordingly, the U.S. government has certain rights in the invention.","","","",""
11174989,20070118,20070016390,Systems and methods for reverse engineering models of biological networks,"The present invention provides methods and accompanying computer-based systems and computer-executable code stored on a computer-readable medium for constructing a model of a biological network. The invention further provides methods for performing sensitivity analysis on a biological network and for identifying major regulators of species in the network and of the network as a whole. In addition, the invention provides methods for identifying targets of a perturbation such as that resulting from exposure to a compound or an environmental change. The invention further provides methods for identifying phenotypic mediators that contribute to differences in phenotypes of biological systems. ",[Diego Bernardo][James Collins][Timothy Gardner][Michael Thompson],""," This application is a continuation-in-part of U.S. Ser. No. 10/506,734, filed Sep. 3, 2004, which is the U.S. National Phase under 35 U.S.C. &#xA7;371 of International Patent Application PCT/US03/06491, filed Mar. 5, 2003, designating the United States, which claims priority to U.S. Ser. No. 60/362,241, filed Mar. 6, 2002, U.S. Ser. No. 60/362,242, filed Mar. 6, 2002, and U.S. Ser. No. 60/441,564 filed Jan. 21, 2003. This application also claims priority to and the benefit of U.S. Ser. No. 60/585,141, filed Jul. 2, 2004. The entire contents of each of application listed in this paragraph are incorporated herein by reference.",20050705," This invention was made with Government Support under Contract Number F30602-01-2-0579, awarded by the Air Force Research Laboratory, Grant Number EIA-0130331 awarded by the National Science Foundation, Grant Number N00014-99-1-0554 awarded by the Office of Naval Research, and Grant Number DE-FG02-04ER63803 awarded by the Department of Energy. The Government has certain rights in the invention.",10506734,11174989,"",""
11389023,20070118,20070016817,Multiple clock domain microprocessor,"A multiple clock domain (MCD) microarchitecture uses a globally-asynchronous, locally-synchronous (GALS) clocking style. In an MCD microprocessor each functional block operates with a separately generated clock, and synchronizing circuits ensure reliable inter-domain communication. Thus, fully synchronous design practices are used in the design of each domain. ",[David Albonesi][Greg Semeraro][Grigorios Magklis][Michael Scott][Rajeev Balasubramonian][Sandhya Dwarkadas],""," The present application is a continuation of U.S. patent application Ser. No. 10/762,550 filed Jan. 23, 2004, currently pending, which claims the benefit of U.S. Provisional Patent Application No. 60/441,759, filed Jan. 23, 2003, assigned to the assignee of the presently claimed subject matter. The disclosures of both of the above-referenced applications are hereby incorporated by reference in their entireties into the present disclosure.",20060327," This work was supported in part by NSF grants CCR-9701915, CCR-9702466, CCR-9705594, CCR-9811929, EIA-9972881, CCR-9988361, and EIA-0080124; by DARPA/ITO under AFRL contract F29601 -00-K-0 182. The government has certain rights in the invention.",10762550,11389023,"",""
11344951,20070118,20070016837,Computer-implemented method for correcting transmission errors using linear programming,"A computer-implemented method for correcting transmission errors. According to the method, a transmitted vector corrupted by error can be recovered solving a linear program. The method has applications in the transmission of Internet media, Internet telephony, and speech transmission. In addition, error correction is embedded as a key building block in numerous algorithms, and data-structures, where corruption is possible; corruption of digital data stored on a hard-drive, CD, DVD or similar media is a good example. In short, progress in error correction has potential to impact several storage and communication systems. ",[Emmanuel Candes][Terence Tao],""," This application claims the benefit of U.S. provisional Patent Application Ser. No. 60/652,992, filed Feb. 14, 2005 for &#x201C;Error Correction Using Linear Programming&#x201D; by Emmanuel Candes and Terence Tao, the disclosure of which is incorporated herein by reference.",20060131, This invention was made with U.S. Government support under grant No. DMS 01-40698 (FRG) awarded by the National Science Foundation. The U.S. Government has certain rights in this invention.,"","","",""
11458981,20070125,20070017403,PRINTING PINS HAVING SELECTIVE WETTABILITY AND METHOD OF MAKING SAME,"A method of forming a printing pin includes providing a printing pin having an exterior surface and an interior surface that defines a lumen or capillary tract. The pin is treated to render the exterior and interior surfaces hydrophilic. The lumen or capillary tract is filled with a blocking material. The exterior surface of the pin is coated with a hydrophobic material. The blocking material is then removed. The method produces a pin with selective wetting properties. The modified pins reduce solution or reagents use because no excess liquid is picked up on the exterior surface during loading. As a result, no pre-printing operation is needed to remove this excess liquid. Because no pre-printing operation is needed, the pins produce shorter printing times. In addition, due to improved control of liquid loading volume, it is possible to obtain smaller spots as well as more spots in a given run. ",[Chang-Jin Kim][Jane Tsai],[The Regents of the University of California]," This application claims priority to U.S. Provisional Patent Application No. 60/701,151 filed on Jul. 21, 2005. U.S. Provisional Patent Application No. 60/701,151 is incorporated by reference as if set forth fully herein.",20060720, The U.S. Government may have a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of grant number CMS-99-80874 awarded by the National Science Foundation.,"","","",""
