appno,pubdate,pubnum,title,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
13933794,20140102,20140004345,"STRESS MICRO MECHANICAL TEST CELL, DEVICE, SYSTEM AND METHODS","The present disclosure provides a stress micro mechanical system for measuring stress and strain in micro- and nano-fibers, tubes, and wires as well as for measuring the interface adhesion force and stress in nanofibers and nanotubes embedded in a polymer matrix. Also described are nanofibers comprising a cascade of surface ripples or periodic necks. Such surface features may be formed during cold drawing of electrospun nanofibers.",[Ioannis Chasiotis][Mohammad Naraghi],"","The present patent document is a continuation of U.S. patent application Ser. No. 12/527,776, which has a filing date of Feb. 20, 2008, and claims the benefit of priority under 35 U.S.C. &#xA7;119 to U.S. Provisional Patent Application Ser. No. 60/902,424, which was filed on Feb. 21, 2007.",20130702,This invention was made with government support under Contract DMI 0532320 awarded by National Science Foundation. The government has certain rights in the invention.,12527776,13933794,"",""
13837590,20140102,20140004591,SITE SPECIFICALLY INCORPORATED INITIATOR FOR GROWTH OF POLYMERS FROM PROTEINS,The present invention is directed towards a protein-polymer composition having a protein with a site-specifically incorporated unnatural amino acid initiator and a covalently attached polymer.,[Ryan A. Mehl][Krzysztof Matyjaszewski][Saadyah Averick],[FRANKLIN AND MARSHALL COLLEGE],"This application claims the benefit of the filing date under 35 U.S.C. &#xA7;119(a)-(d) of U.S. Provisional Patent Application No. 61/613,178, filed Mar. 20, 2012.Provisional application 61/381,757 filed on Sep. 10, 2010 is hereby incorporated by reference. PCT application PCT/US2011/51043 filed on Sep. 9, 2011 is also hereby incorporated by reference.",20130315,Some of the work involved in the development described in the invention described in this patent application was partially funded by the National Science Foundation grant DMR-09-69301.,"","","",""
13924104,20140102,20140005306,Hyaluronic Acid-Gelatin Crosslinked Thermoreversible Pluronic Hydrogels,"A HA-gelatin-pluronic hydrogel and a method for making a HA-gelatin-pluronic hydrogel are provided. The hydrogel includes hyaluronic acid, gelatin-Type A and a thermoreversible, hydrophilic non-ionic surfactant gel. The thermoreversible, hydrophilic non-ionic surfactant gel can be a poly(ethylene oxide)99-poly(propylene oxide)67-poly(ethylene oxide)99 (“Pluronic F127”). The weight ratio of HA to gelatin-Type A is between 1:2 and 2:1 and preferably about 1:1. The weight ratio of HA and gelatin-Type A to thermoreversible, hydrophilic non-ionic surfactant gel is between 1:3,000 and 1:150, preferably between 1:3,000 and 1:600 and most preferably about 1:2,400. The hydrogel is formed by combining hyaluronic acid and gelatin-Type A to form a solution, cooling the solution, mixing the solution with Pluronic F127 to form a mixture and storing the mixture at a temperature of from 25° C. to 45° C. preferably about 37° C., to form a gel",[Miriam Rafailovich][Divya Bhatnagar][Mary K. Cowman],[Polytechnic Institute of New York University][The Research Foundation of State University of New York],"This application claims priority based on provisional patent application Ser. No. 61/662,724, filed on Jun. 21, 2012, which is incorporated herein by reference in its entirety.",20130621,"This invention was made with government support under grant number DMR 0606387 awarded by the National Science Foundation, Division of Materials Research. The government has certain rights in the invention.","","","",""
13888738,20140102,20140005347,SEMICONDUCTING POLYMERS,Novel Semiconducting photovoltaic polymers with conjugated units that provide improved solar conversion efficiency that can be used in electro-optical and electric devices. The polymers exhibit increased solar conversion efficiency in solar devices.,[Luping Yu][Yongye Liang],[University of Chicago],"This application is a continuation of U.S. patent application Ser. No. 13/054,719, filed Jan. 18, 2011, which is a 371 national phase of International Application No. PCT/US2009/044364, filed May 18, 2009, which claims the benefit of U.S. Provisional Application Nos. 61/082,071 and 61/082,418, filed Jul. 18, 2008, and Jul. 21, 2008, respectively, both entitled &#x201C;Semiconducting Polymers,&#x201D; the contents of which are incorporated herein by reference in their entirety.",20130507,"This invention was made with Government support under Grant No. DMR-0703274, awarded by the National Science Foundation. The Government may have certain rights to this invention.",13054719,13888738,"",""
14017761,20140102,20140005349,POLYISOBUTYLENES AND PROCESS FOR MAKING SAME,"The present invention generally relates to alcohol-terminated polyisobutylene (PIB) compounds, and to a process for making such compounds. In one embodiment, the present invention relates to primary alcohol-terminated polyisobutylene compounds, and to a process for making such compounds. In still another embodiment, the present invention relates to polyisobutylene compounds that can be used to synthesize polyurethanes, to polyurethane compounds made via the use of such polyisobutylene compounds, and to processes for making such compounds. In yet another embodiment, the present invention relates to primary alcohol-terminated polyisobutylene compounds having two or more primary alcohol termini and to a process for making such compounds. In yet another embodiment, the present invention relates to primary terminated polyisobutylene compounds having two or more primary termini selected from amine groups or methacrylate groups.",[Joseph P. Kennedy][Yongmoon Kwon][Subramanyam Ummadisetty],[The University of Akron],"This application is a divisional application of U.S. patent application Ser. No. 12/516,270, fied Jan. 20, 2010, pending, which is a 371 national phase filing of International Application No. PCT/US2007/024674, filed Nov. 30, 2007, expired, which claims the benefit of both U.S. Provisional Patent Application No. 60/959,065, filed Jul. 11, 2007, expired, and U.S. Provisional Patent Application No. 60/861,802, filed Nov. 30, 2006, expired, all of the disclosures of which are incorporated herein by reference.",20130904,The present invention was made in the course of research that was supported by National Science Foundation (NSF) Grant DMR 02-43314-3. The United States government may have certain rights to the invention or inventions herein.,12516270,14017761,"",""
13930855,20140102,20140005967,METHODS AND SYSTEMS FOR CHARACTERIZING AND IDENTIFYING ELECTRONIC DEVICES,"The present disclosure provides a method and a system for characterizing and identifying an electronic device using a physical fingerprint. In one aspect, the characterizing method includes determining the physical fingerprint of a test device using selected memory cells of an SRAM array in the test device, and storing data associated with the physical fingerprint in a database. The physical fingerprint of the test device includes data retention voltages respectfully corresponding to the selected memory cells. In one aspect, the identifying method includes characterizing a test device using data retention voltages of selected memory cells in the test device as a physical fingerprint of the test device, and comparing the physical fingerprint of the test device with a predetermined fingerprint of a target device.",[Kevin E. Fu][Daniel E. Holcomb][Wayne P. Burleson],"","This application claims the benefit of priority to U.S. Provisional Application No. 61/666,082, filed on Jun. 29, 2012, the entire contents of which are incorporated herein by reference in its entirety and for all purposes.",20130628,"This invention was made partially with U.S. Government support from the NSF grants CNS-0964641, CNS-0923313, CNS-0845874, and SRC task 1836.074.","","","",""
13919621,20140102,20140007250,CONCEALING ACCESS PATTERNS TO ELECTRONIC DATA STORAGE FOR PRIVACY,"Methods and systems of concealing access patterns to data storage, such as within servers of a cloud computing environment are presented. Server data storage is securely partitioned into smaller electronic data storage partitions of predetermined size. The client side maintains a shuffling buffer and position map for these blocks as stored on the electronic data storage partitions of the server. Concealment is performed with respect to accesses from the client to server using an oblivious sorting protocol. Access operation is concealed with each block being randomly assigned to any of the data storage partitions, and whenever a block is accessed, the block is logically removed from its current partition and logically assigned to a fresh random partition selected from all partitions, while the client maintains tracking of which partition each block is associated with at any point of time.",[Emil Stefanov][Elaine Shi][Dawn Song],"","This application is a nonprovisional of U.S. provisional patent application Ser. No. 61/660,654 filed on Jun. 15, 2012, incorporated herein by reference in its entirety.",20130617,"This invention was made with Government support under Grant No. DGE-0946797 awarded by the National Science Foundation, under Grant Numbers CCF-0424422, 0311808, 0832943, 0448452, 0842694, 0627511, 0842695, 0808617, and 0831501 CT-L awarded by the National Science Foundation, under Grant No. FA9550-09-1-0539 awarded by the Air Force Office of Scientific Research, under Grant No. P010071555 awarded by the Air Force Research Laboratory, under Grant No. N000140911081 awarded by the Office of Naval Research, and under Grant No. FA9550-08-1-0352 awarded by the Air Force Office of Scientific Research. The Government has certain rights in this invention.","","","",""
14007483,20140109,20140008307,TWO-STAGE MICROFLUIDIC DEVICE FOR ACOUSTIC PARTICLE MANIPULATION AND METHODS OF SEPARATION,"Exemplary embodiments of the present disclosure provide for two-stage microfluidic devices using surface acoustic waves, methods of use thereof, methods of making, methods of focusing and separating particles, and the like.",[Rasim Oytun Guldiken][Myeong Chan Jo][Jiang Zhe],[UNIVERSITY OF SOUTH FLORIDA][The University of Akron],"This application is a national phase filing of International Application No. PCT/US2012/031526 with an International Filing Date of Mar. 30, 2012, which claims priority from U.S. Provisional Application No. 61/470,124, filed on Mar. 31, 2011, the contents of which are incorporated herein by reference.",20120330,"This invention was made with Government support under Contract/Grant No. 0968736, 1135419 and 1056475, awarded by the National Science Foundation. The Government has certain rights in this invention.","","",20130925,PCT/US12/31526
14021887,20140109,20140008553,Frequency Tunable Wire Lasers,"The present invention provides frequency tunable solid-state radiation-generating devices, such as lasers and amplifiers, whose active medium has a size in at least one transverse dimension (e.g., its width) that is much smaller than the wavelength of radiation generated and/or amplified within the active medium. In such devices, a fraction of radiation travels as an evanescent propagating mode outside the active medium. It has been discovered that in such devices the radiation frequency can be tuned by the interaction of a tuning mechanism with the propagating evanescent mode.",[Qing Hu],[Massachusetts Institute of Technology],"The present application claims priority to U.S. Provisional Application No. 61/257,726 filed on Nov. 3, 2009 and entitled &#x201C;Tunable Wire Lasers,&#x201D; which is hereby incorporated by reference.",20130909,"This invention was made with government support under Grant NNX07A199G by NASA, Grant FA9550-06-1-0462 by AFOSR, and Grant ECCS0853470 by NSF. The government has certain rights in the invention.",12818337,14021887,"",""
13813775,20140109,20140009468,ILLUMINATION INFORMATION ICON FOR ENRICHING NAVIGABLE PANORAMIC STREET VIEW MAPS,"Location-mapped environments that provide panoramic and immersive views of street scenes are augmented with modern data visualization displays, to communicate additional information of interest. Specifically, illumination statistics information is mapped onto building facades in the location-mapped environments. The illumination statistics information can include variations of illumination as a function of time of a day and as a function of the season. The illumination statistics information can also include direct illumination statistics information and indirect illumination statistics information. Further, the illumination statistics can be calculated for any window on a building façade to determine natural lighting through that window. The illumination statistics can be employed, for example, to aid users in selection of real estate properties for rental or purchase.",[Klaus MUELLER],[The Research Foundation of State University of New York],"This application claims the benefit of U.S. Provisional Application No. 61/386,305 filed on Sep. 24, 2010, the entire contents of which are incorporated herein by reference.",20110920,This invention was made with government support under grant number CCF0702699 awarded by the National Science Foundation. The government has certain rights in the invention.,"","",20130201,PCT/US2011/052242
14010956,20140109,20140009845,OPTICAL SEE-THROUGH FREE-FORM HEAD-MOUNTED DISPLAY,A see-through free-form head-mounted display including a wedge-shaped prism-lens having free-form surfaces and low F-number is provided.,[Dewen Cheng][Hong Hua][Yongtian Wang],"","This is a continuation application of U.S. application Ser. No. 13/318, 864, filed Nov. 4, 2011, which is a National Stage application under 35 U.S.C. 371(c) of PCT/US10/31799, filed Apr. 20, 2010, which in turn claims the benefit of priority of U.S. Provisional Application No. 61/214,117, filed on Apr. 20, 2009, the entire contents of which applications are incorporated herein by reference.",20130827,"This invention was made with government supports under contract numbers 0644446 awarded by the U.S. National Science Foundation, 60827003 awarded by the National Natural Science Foundation of China, and 2009AA01Z308 awarded by the Hi-Tech Research and Development Program of China. The U.S. and Chinese governments have certain rights in the invention.",13318864,14010956,"",""
13961610,20140109,20140010456,KALMAN FILTER APPROACH TO AUGMENT OBJECT TRACKING,"Techniques for tracking one or more objects at each position in an interval in a video input with the use of a Kalman filter, including obtaining a first location estimate of an object with an object detector, obtaining a second location estimate and a movement estimate of the object with an object tracker, determining a final estimate of a position and/or a velocity of the object with the Kalman filter.",[Michele Merler][John R. Kender],"","The present application is a continuation of International Application Serial No. PCT/US2012/032268, filed Apr. 5, 2012 and published in English as WO2012/138828 on Oct. 11, 2012, which claims priority to U.S. Provisional Application Ser. No. 61/473,377, filed Apr. 8, 2011, the contents of which are hereby incorporated by reference in their entireties.",20130807,"This invention was made with government support under grant No. IIS-0713064, awarded by the National Science Foundation. The government has certain rights in the invention.",PCT/US2012/032268,13961610,"",""
13897842,20140109,20140010778,Controlling Bacterial Persister Cells with Host Immune Factors,"The present invention relates to host immune factors and antibiotics and, more particularly, to a system and method for controlling and reducing the antibiotic tolerance of bacterial persister cells with host immune factors.",[Dacheng Ren][Geetika S. Choudhary][Xiangyu Yao],[Syracuse University],"",20130520,This invention was made with government support under Grant No. 1137186 which was awarded by the NSF-EFRI. The government has certain rights in the invention.,"","","",""
14006941,20140109,20140010856,MATERIALS WITH MODIFIED SURFACES AND METHODS OF MANUFACTURING,"Various embodiments of surface-modified devices, components, and associated methods of manufacturing are described herein. In one embodiment, an implantable device suitable for being implanted in a patient includes an implantable material having a utile shape and a surface and a modification material deposited on at least a portion of the surface of the implantable material. The modification material has a release rate in an implantation environment in the patient. The modification material at the release rate is effective as bactericidal without being cytotoxic to the patient.",[Amit Bandyopadhyay][Susmita Bose],[WASHINGTON STATE UNIVERSITY],"This application claims priority to U.S. Provisional Application No. 61/470,970, filed on Apr. 1, 2011.",20120326,"This work was supported in part by the Office of Naval Research (N00014-01-05-0583) and by the National Science Foundation (CTS-0134476, CMMI 0728348). The government has certain rights in this work.","","",20130923,PCT/US12/30544
13543681,20140109,20140010990,DIRECTED ASSEMBLY OF POLY (STYRENE-B-GLYCOLIC ACID) BLOCK COPOLYMER FILMS,"Perpendicular nanostructures with small feature dimensions in thin films and related methods of fabrication are provided. In some embodiments, the methods include directed assembly of poly(styrene-b-glycolic acid) (PS-b-PGA), poly(styrene-b-lactic acid) (PS-b-PLA) and other block copolymers containing PGA or a derivative thereof. The block copolymer films can be directed to assemble on chemical patterns such that the nanostructures extend through the thickness of the film, without forming a wetting layer at the free surface. The nanostructures can have sub-10 nm feature dimensions.",[Paul Franklin Nealey][Shengxiang Ji],[WISCONSIN ALUMNI RESEARCH FOUNDATION],"",20120706,This invention was made with government support under 0832760 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
13930400,20140109,20140011958,PHOTONIC STRUCTURES FROM SELF ASSEMBLY OF BRUSH BLOCK COPOLYMERS AND POLYMER BLENDS,"The invention provides a class of block copolymers having a plurality of chemically different blocks, at least a portion of which incorporating polymer side chain groups having a helical secondary structure. The invention also provides structures generated by self-assembly of polymer blends including at least one block copolymer component, such as a brush block polymer or wedge-type block polymer. The invention provides, for example, periodic nanostructures and microstructures generated by self-assembly of block copolymers and polymer blends comprising a mixture of at least one block copolymer component, such as a brush block copolymer, and at least a second component.",[Garret M. MIYAKE][Raymond WEITEKAMP][Robert H. GRUBBS][Victoria PIUNOVA],"","This application claims the benefit of priority of U.S. Provisional Patent Application No. 61/665,696, filed Jun. 28, 2012, which is hereby incorporated by reference in its entirety to the extent not inconsistent with the disclosure herein.",20130628,This invention was made with government support under CHE0809418 awarded by National Science Foundation. The government has certain rights in the invention.,"","","",""
13889121,20140109,20140011969,METHODS FOR FABRICATING POLYMER COMPOSITES,"A method for fabricating a polymer composite is provided that includes providing a mixture of carbon nanostructures and a polymeric material, and then photo-thermally heating the mixture to cross-link the carbon nanostructures and the polymeric material. The carbon nanostructures can be carbon nanotubes, buckyballs, graphene, or the like, and the mixture can include about 0.01 to about 1.0 percent by weight of the carbon nanostructures. Polymer composited produce by the fabrication methods are also provided.",[Balaji Panchapakesan],"[UNIVERSITY OF LOUISVILLE RESEARCH FOUNDATION, INC.]","This application claims priority from U.S. Provisional Application Ser. No. 61/643,440, filed May 7, 2012, the entire disclosure of which is incorporated herein by this reference.",20130507,This invention was made with government support under CAREER Award No. 0853066 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
13984010,20140109,20140011972,CARBOCATALYSTS FOR POLYMERIZATION,Provided herein are novel processes for synthesis of polymers and/or polymer composites.,[Christopher W. Bielawski][Daniel R. Dreyer],"[GRAPHEA, INC.]","This application claims the benefit of U.S. Provisional Application No. 61/440,574, filed Feb. 8, 2011, U.S. Provisional Application No. 61/487,551, filed May 18, 2011, U.S. Provisional Application No. 61/496,326, filed Jun. 13, 2011, U.S. Provisional Application No. 61/502,390, filed Jun. 29, 2011, U.S. Provisional Application No. 61/523,059, filed Aug. 12, 2011, and U.S. Provisional Application No. 61/564,135, filed Nov. 28, 2011, and each application is incorporated herein by reference in its entirety.",20120207,At least a portion of this invention was made with the support of the United States government under Contract number DMR-0907324 from the National Science Foundation. At least a portion of this invention was made using funding from the Robert A. Welch Foundation under Contract number F-1621.,"","",20130919,PCT/US12/24106
13987689,20140109,20140012224,Targeted hollow gold nanostructures and methods of use,"Provided are novel nanostructures comprising hollow nanospheres (HGNs) and nanotubes for use as chemical sensors, molecular specific photothermal coupling agents, and photothermal ablation compounds. The nanostructures can be used in electromagnetic radiation-induced phototherapy for treatment of cancer and other disorders. The nanostructures can also be used as a sensor that detects molecules. The nanostructures are of particular use in the fields of clinical diagnosis, clinical therapy, clinical treatment, and clinical evaluation of various diseases and disorders, manufacture of compositions for use in the treatment of various diseases and disorders, for use in molecular biology, structural biology, cell biology, molecular switches, molecular circuits, and molecular computational devices, and the manufacture thereof. The hollow gold nanospheres have a unique combination of spherical shape, small size, and strong, tunable, and narrow surface plasmon resonance absorption covering the entire visible to near IR region.",[Jin Z. Zhang][Adam Schwartzberg][Tammy Y. Olson],[The Regents of the University of California],"This application is a continuation-in-part of U.S. non-provisional application Ser. No. 13/284,880, filed Oct. 29, 2011, and claims the benefit of priority to U.S. provisional application Ser. No. 60/790,317, filed Apr. 7, 2006, U.S. non-provisional application Ser. No. 11/784,297, filed Apr. 5, 2007, related U.S. provisional application Ser. No. 61/067,780, filed Mar. 1, 2008, related U.S. provisional application Ser. No. 61/124,658, filed Apr. 18, 2008, and related U.S. non-provisional application Ser. No. 12/380,680, filed Mar. 2, 2009, the contents all of which are hereby incorporated by reference.",20130821,This invention was made under the auspices of U.S. Department of Energy by University of California Lawrence Livermore National Laboratory under contract No. W-7405-Eng-48 and partly using funds from the National Cancer Institute (NIH) research Grant No. R01 CA119387 and National Science Foundation (NSF) research Grant number SC20040178/ECS-041206. The Federal Government has rights to this invention.,13284880,13987689,"",""
13936164,20140109,20140012517,Structural damage estimation based on measurements of rotations,"Structural damage to a building is assessed based on measurement of point rotations using MEMS accelerometer sensors attached to structural columns of a building. The measured point rotations are wirelessly transmitted to a central unit which estimates residual drifts of the structural columns using a model of plastic deformation of the columns that incorporates empirically predetermined structural parameters of the columns such as a height of a column plastic bending point or a column curvature coefficient. The structural damage to the building is then estimated by determining a damage state from performance-based earthquake engineering performance thresholds that relate residual drift to damage. In some embodiments, multiple sensors are attached to each structural column of the building and measure corresponding point rotations at multiple points along the height of the column.",[Allen Cheung][Garo Kiremidjian][Pooya Sarabandi][Anne S. Kiremidjian],"","This application claims priority from U.S. Provisional Patent Application 61/668989 filed Jul. 6, 2012, which is incorporated herein by reference.",20130706,This invention was made with Government support under contract 0800932 awarded by National Science Foundation. The Government has certain rights in this invention.,"","","",""
