patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07865048,20110104,Nested waveguides,12208026,20090067036,20090312,A radiation source or detector including a nested waveguide structure is provided. A smaller waveguide provides wave guiding for radiation of shorter wavelength. The smaller waveguide is embedded within a larger waveguide that provides wave guiding for radiation of longer wavelength. Wavelength conversion between the shorter wavelength and the longer wavelength can be realized through a nonlinear process.,[Leon McCaughan][Chad Staus][Thomas F. Kuech],[Wisconsin Alumni Research Foundation],"",20080910,This invention is made with United States government support awarded by the National Science Foundation under grant number 0505775. The United States government has certain rights in this invention.,11617475,12208026,"",""
07865339,20110104,Formal methods for test case generation,10889266,20060010428,20060112,The invention relates to the use of model checkers to generate efficient test sets for hardware and software systems. The method provides for extending existing tests to reach new coverage targets; searching *to* some or all of the uncovered targets in parallel; searching in parallel *from* some or all of the states reached in previous tests; and slicing the model relative to the current set of coverage targets. The invention provides efficient test case generation and test set formation. Deep regions of the state space can be reached within allotted time and memory. The approach has been applied to use of the model checkers of SRI's SAL system and to model-based designs developed in Stateflow. Stateflow models achieving complete state and transition coverage in a single test case are reported.,[John Rushby][Leonardo Mendonga De Moura][Gregoire Hamon],[SRI International],"",20040712,This application was made in part with government support under contract number NAS1-00079 awarded by NASA Langley Research Center; this application was also made in part with government support under contract number CCR-00-86096 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
07867167,20110111,Ultrasound calibration and real-time quality assurance based on closed form formulation,11578071,20080269604,20081030,"Disclosed is a system and method for intra-operatively spatially calibrating an ultrasound probe. The method includes determining the relative changes in ultrasound images of a phantom, or high-contrast feature points within a target volume, for three different ultrasound positions. Spatially calibrating the ultrasound probe includes measuring the change in position and orientation of the probe and computing a calibration matrix based on the measured changes in probe position and orientation and the estimated changes in position and orientation of the phantom.",[Emad M. Boctor][Gregory D. Hager][Gabor Fichtinger][Anand Viswanathan],[Johns Hopkins University],"This application claims the benefit to International Patent Application No. PCT/US2005/013026, filed on Apr. 15, 2005 and U.S. Provisional Patent Application No. 60/562,460, filed on Apr. 15, 2004, both of which are hereby incorporated by reference for all purposes as if fully set forth herein.",20050415,The research and development effort associated with the subject matter of this patent application was supported by the National Science Foundation under grant no. ERC 9731478.,"","",20080117,PCT/US2005/013026
07867512,20110111,Cross-linked polymersomes and related encapsulating membranes,11708932,20070218123,20070920,"The present invention provides biocompatible vesicles comprising semi-permeable, thin-walled encapsulating membranes which are formed in an aqueous solution, and which comprise one or more synthetic super-amphiphilic molecules. When at least one super-amphiphile molecule is a block copolymer, the resulting synthetic vesicle is termed a “polymersome.” The synthetic, reactive nature of the amphiphilic composition enables extensive, covalent cross-linking of the membrane, while maintaining semi-permeability. Cross-linking of the polymer building-block components provides mechanical control and long-term stability to the vesicle, thereby also providing a means of controlling the encapsulation or release of materials from the vesicle by modifying the composition of the membrane. Thus, the encapsulating membranes of the present invention are particularly suited for the reliable, durable and controlled transport, delivery and storage of materials.",[Dennis E. Discher][Bohdana M. Discher][You-Yeon Won][James C-M Lee][Daniel A. Hammer][Frank Bates],[The Trustees of the University of Pennsylvania][Regents of the University of Minnesota],"This application is a Division of U.S. Ser. No. 10/882,816, filed Jul. 1, 2004, now U.S. Pat. No. 7,217,427, which is a Division of U.S. Ser. No. 09/460,605, filed Dec. 14, 1999, now U.S. Pat. No. 6,835,394.",20070220,"This work was supported in part by grants from the National Science Foundation, grant numbers DMR96-32598 and DMR 98-09364, and also by grants from the Whitaker Foundation and the National Institutes of Health, grant numbers RO1-HL62352-01 and PO1-HL18208. The government may have certain rights in this invention.",10882816,11708932,"",""
07867658,20110111,"Ionic liquids and ionic liquid acids with high temperature stability for fuel cell and other high temperature applications, method of making and cell employing same",10555468,20070026295,20070201,"Disclosed are developments in high temperature fuel cells including ionic liquids with high temperature stability and the storage of inorganic acids as di-anion salts of low volatility. The formation of ionically conducting liquids of this type having conductivities of unprecedented magnitude for non-aqueous systems is described. The stability of the di-anion configuration is shown to play a role in the high performance of the non-corrosive proton-transfer ionic liquids as high temperature fuel cell electrolytes. Performance of simple H(g) electrolyte/O(g) fuel cells with the new electrolytes is described. Superior performance both at ambient temperature and temperatures up to and above 200° C. are achieved. Both neutral proton transfer salts and the acid salts with HSOanions, give good results, the bisulphate case being particularly good at low temperatures and very high temperatures. The performance of all electrolytes is improved by the addition of a small amount of involatile base of pKvalue intermediate between those of the acid and base that make the bulk electrolyte. The preferred case is the imidazole-doped ethylammonium hydrogensulfate which yields behavior superior in all respects to that of the industry standard phosphoric acid electrolyte.",[C. Austen Angell][Wu Xu][Jean-Philippe Belieres][Masahiro Yoshizawa],[Arizona Board of Regents for and on behalf of Arizona State University],"This application is a national stage application of and claims the benefit of PCT Application No. PCT/US2004/013719, filed on May 3, 2004, and published as WO 2004/114445, which claims priority to U.S. provisional patent application Ser. No. 60/467,796 filed May 1, 2003 entitled &#x201C;Ionic Liquids and Ionic Liquid Acids with High Temperature Stability, for Fuel Cell and Other High Temperature Applications&#x201D; of Angell, Xu and Belieres, and Ser. No. 60/501,626 filed Sep. 8, 2003 having the same title and the same inventors. The disclosure of the prior applications is considered part of (and is incorporated by reference in) the disclosure of this application.",20040503,This invention was made with government support under Grant No. W7405-ENG-36 awarded by the U.S. Department of Energy and Solid State Chemistry Grant No. DMR-9108028002 awarded by the National Science Foundation. The government has certain rights in the invention.,"","",20060831,PCT/US2004/013719
07868088,20110111,Methods for modulated degenerative transfer living polymerization and isotactic-atactic stereoblock and stereogradient poly(olefins) thereby,11886536,20090209703,20090820,"Methods for modulated degenerative transfer living polymerization and isotactic-atactic stereoblock and stereogradient poly(olefins) thereby Abstract A method of producing a multiblock, stereoblock polyolefin having substantially uniform microstructure is disclosed. The method includes contacting a Ziegler-Natta pre-catalyst with a co-catalyst and an olefin to polymerize the olefin and form a first stereoblock, adding a methyl donator that changes the stereoregularity of the polymerization, and polymerizing the olefin to form a second stereoblock. The methods of the present invention allow for the production of poly(olefin)s having predictable degrees of incorporation of stereoerrors of a known type. The methods allows for the production of a variety of poly(olefin) microstructures, ranging from stereoblock to stereogradient poly(olefin)s and poly(olefin)s having fully isotactic to fully atactic microstructures.",[Lawrence R. Sita][Matthew B. Harney][Yonghui Zhang],"[University of Maryland, College Park]","",20060317,Part of the work performed during development of this invention utilized U.S. Government funds. The work was partly funded by the National Science Foundation Grant CHE-0092493. The U.S. Government has certain rights in this invention.,"","",20090330,PCT/US2006/009793
07868156,20110111,Plant seed specific promoters,12172832,20090100551,20090416,The present invention relates to novel seed specific promoter regions. The present invention further provide methods of producing proteins and other products of interest and methods of controlling expression of nucleic acid sequences of interest using the seed specific promoter regions. The present invention also provides methods of identifying and isolating novel seed specific promoters.,[John B. Ohlrogge][Christoph Benning][Hongbo Gao][Thomas Arno Alfred Girke][Joseph A. White],[Board of Trustees of Michigan State University],"This application is a continuation of, and claims priority to, U.S. patent application Ser. No. 11/488,274, filed Jul. 18, 2006, which issued as U.S. Pat. No. 7,405,345 on Jul. 29, 2008, and which is a continuation of, and claims priority to, U.S. patent application Ser. No. 09/998,059, filed Nov. 30, 2001, which issued as U.S. Pat. No. 7,081,565 on Jul. 25, 2006, and which claims priority under 35 U.S.C. 119(e) to U.S. provisional patent application Ser. No. 60/250,401, filed on Dec. 1, 2000.",20080714,This invention was made in part during work partially supported by the United States National Science Foundation grant no. DCB94-06466. The United States government may have certain rights in the invention.,11488274,12172832,"",""
07868220,20110111,Degradation of phosphate esters by molybdocene and tungstocene derivatives,11953148,20100137672,20100603,"Degradation of phosphate esters, particularly neurotoxins and pesticides, is performed using metallocene derivatives, more particularly molybdocene and tungstocene derivatives. A metallocene derivative is hydrolyzed and then reacted with a phosphate ester. The preferred metallocene derivatives are molybdocene and tungstocene derivatives. The phosphate esters can include, but are not limited to, VX, VE, VG, VM, GB, GD, GA, GF, parathion, paraoxon, triazophos, oxydemeton-methyl, chlorpyrifos, fenitrothion and pirimiphos-methyl, representing both chemical warfare agents as well as pesticides and insecticides.",[Louis Kuo],[Lewis &amp; Clark College],"",20071210,This invention was made with government support under CHE-0353016 awarded by NSF. The government has certain rights in the invention.,"","","",""
07868287,20110111,Highly diffuse reflector,11895955,20080231958,20080925,"The invention relates an apparatus and method for forming a diffuse reflector. In one embodiment of the invention, a diffuse reflector is formed by exposing transmissive particles of a pre-determined purity to pressure and forming a material having desired diffuse reflective properties. The transmissive particles may further be thermally treated, such as by sintering, to form material having desired diffuse reflective properties. The treated transmissive particles may then be disposed in a vessel and define a cavity therein to form an integrated cavity diffuse reflector.",[Edward S. Fry][Joseph A. Musser][Jeffrey Katz][William C. Merka][George W. Kattawar][Zheng Lu],[],"This application claims benefit of U.S. Provisional Patent Application Ser. No. 60/841,045, filed on Aug. 30, 2006, which is incorporated herein by reference.",20070828,"The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of the Bioaerosol Sampling and Collection grant, contract DAAD 13-03-C-0050 awarded by the US Army/RDECOM, Edgewood Chemical and Biological Center and the grant OCE 0099242 from the National Science Foundation.","","","",""
07868426,20110111,Method of fabricating monolithic nanoscale probes,12180848,20090085556,20090402,"A monolithic pair of nanoscale probes, including: a substrate having a cavity that extends from a surface of the substrate into its body; a dielectric layer formed on the substrate; a pair of nanoscale probe precursors formed over the dielectric layer; a plurality of sub-monolayers of electrode material selectively atomic layer deposited over the pair of nanoscale probe precursors. The dielectric layer includes a window that extends through it to the cavity of the substrate such that a portion of the dielectric layer adjacent to the window extends over the cavity. The pair of nanoscale probe precursors includes a pair of edges facing each other across the window. These edges correspond to tips of the pair of nanoscale probes. The sub-monolayers of electrode material include the pair of edges, so that a distance between the tips of the nanoscale probes is between about 0.1 nm and about 20 nm.",[Brian G. Willis][Rahul Gupta],[University of Delaware],"This Application claims the priority date of U.S. Provisional Application 60/952,090, filed Jul. 26, 2007, the contents of which are herein incorporated by reference.",20080728,The U.S. Government has a paid-up license in the present invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by contract as awarded by the National Science Foundation under funding number NSF-ECS0608730.,"","","",""
07869030,20110111,Aggregates of plural transition metal nanoparticles and plural cyanine dye molecules,11961809,20080316480,20081225,"The present invention is directed to an aggregate composed of a plurality of nanoparticles of a transition metal and a plurality of cyanine dye molecules that are interacting non-covalently. The nanoparticles are capped with a capping molecule, while the cyanine dye molecule can be cationic, anionic, or neutral cyanine dye. Methods of making such aggregates and for using them in detection of an analyte are also disclosed.",[Chuan-Jian Zhong][Stephanie I-Im Lim],[Research Foundation of State University of New York],"The present invention claims benefit of U.S. Provisional Application Ser. No. 60/883,235, filed Jan. 3, 2007, which is hereby incorporated by reference in its entirety.",20071220,This invention was made with government support under grant number CHE 0349040 awarded by National Science Foundation. The government has certain rights in this invention.,"","","",""
07869032,20110111,Biosensors with porous dielectric surface for fluorescence enhancement and methods of manufacture,12079171,20080246961,20081009,"Biosensors are disclosed which include a surface for binding to sample molecule to the biosensor in the form of a porous, thin film of dielectric material, e.g., TiO. In one example the porous, thin film is in the form of a multitude of sub-micron sized rod-like structures (“nanorods”) projecting therefrom. In one embodiment, the biosensor is in the form of a photonic crystal biosensor. The approach of depositing a thin film of dielectric nanorods may be applied to any enhanced fluorescence biosensor surface structure, including 1-dimensional photonic crystals, 2-dimensional photonic crystals, 3-dimensional photonic crystals, surface plasmon resonance surfaces, planar waveguides, and grating-coupled waveguides. The dielectric nanorod structures can be fabricated on the surface of a biosensor by the glancing angle deposition technique (GLAD).",[Wei Zhang][Brian T. Cunningham],[The Board of Trustees of the University of Illinois],"This application claims priority benefits under 35 U.S.C. &#xA7;119(e) to U.S. provisional application Ser. No. 60/910,315 filed Apr. 5, 2007, the content of which is incorporated by reference herein.",20080324,"This invention was made, at least in part, with United States governmental support awarded by the National Science Foundation under NSF BES 0427657. The United States Government has certain rights in this invention.","","","",""
07869127,20110111,Precision polarization optimized optical beam processor,11276874,20070217009,20070920,"A method, element and system are provide for efficiently, accurately and without significant contribution of noise, splitting a beam of radiation or combining beams of radiation. In one embodiment of the invention, a beamsplitter front surface partially reflects incident radiation and refracts the rest of the radiation. The refracted radiation is completely reflected at a back surface of the beamsplitter and is completely refracted producing a parallel beam without creating any stray radiation or optical noise. This is accomplished using a p-polarized input beam and a Brewster angle geometry.",[Dirk Richter],[University Corporation for Atmospheric Research],"",20060317,The invention was made with Government support under Cooperative Agreement No. ATM-0215702 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
07869469,20110111,Raman cell for high power applications,11140588,"","","A Raman shifter is provided with improved optical efficiency and robustness, particularly for high power applications. In one embodiment, a source system () includes a source pump laser () and a seed laser (). Beams from the pump laser () and seed laser () combine for transmission into a Raman cell (). Folding optics define a multi-pass pathway through the Raman cell (). Such folding optics may include an internal reflectance element. An entry window into the Raman cell, an exit window from the Raman cell, and the internal reflectance elements include surfaces disposed at a Brewster angle relative to the incident beam. The Raman cell medium is circulated in a direction transverse to the beam pathways through the cell. In this manner, improved optical efficiency and robustness is achieved as well as improved performance over a significant wavelength band.",[Scott Spuler],[University Corporation for Atmospheric Research],"This patent application is a continuation-in-part of U.S. patent application Ser. No. 10/804,863, which was filed on Mar. 19, 2004 now U.S. Pat. No. 7,583,364, and which is entitled &#x201C;HIGH PULSE-ENERGY, EYE-SAFE LIDAR SYSTEM.&#x201D; The entire disclosure of U.S. patent application Ser. No. 10/804,863 is incorporated herein by reference.",20050527,The invention was made with Government support under Cooperative Agreement No. ATM-9820037 awarded by the National Science Foundation. The Government has certain rights in this invention.,10804863,11140588,"",""
07869526,20110111,System and method for a single stage tunable ultra-wideband pulse generator,11612713,20070237208,20071011,"The present invention provides a single-stage tunable Ultra-Wideband (UWB) pulse generator, by creating and differentiating a variable edge rate signal. Edge rate variability is introduced by first applying a step recovery diode (SRD) to compress the edges of the source and then applying a simple RC network to adjust the edge rate. Next, the resulting signal is differentiated using microstrip transmission lines. The tunable generator resulting from this approach demonstrates a Gaussian and monocycle pulses with good symmetry and low distortion over the tunable range.",[Erick Maxwell][Thomas Weller],[University of South Florida],"This application claims priority from U.S. Provisional Patent Application No. 60/597,746 filed on Dec. 19, 2005, entitled &#x201C;System and Method for a Single Stage Tunable Ultra-Wideband Pulse Generator&#x201D;.",20061219,This work was supported in part by the National Science Foundation IGERT program under Grant DGE-0221681.,"","","",""
07870084,20110111,Relational Bayesian modeling for electronic commerce,12016601,20080168020,20080710,"The present invention provides a language, method and system to formulate and evaluate relational Bayesian networks in an c-commerce environment. The present invention employs a specific language for constructing synthetic variables used to predict events in the Bayesian networks. The present system and language allow for efficient and accurate representation, inference, and discovery of the synthetic variables used to model web visitor behavior.",[Bruce Douglass D'Ambrosio],"[Art Technology Group, Inc.]","The present application is a continuation of U.S. patent application Ser. No. 10/888,353, filed Jul. 9, 2004, now U.S. Pat. No. 7,328,201, entitled &#x201C;Relational Bayesian Modeling For Electronic Commerce,&#x201D; which claims the benefit of U.S. Provisional Application No. 60/488,239, filed Jul. 18, 2003 and U.S. Provisional Application No. 60/571,187, filed May 14, 2004, all of which are incorporated herein in their entirety by reference.",20080118,"The Invention described herein was made, in whole or in part, with government support under Grant Number DMI-0349497 awarded by the National Science Foundation. The United States Government has certain rights in the invention.",10888353,12016601,"",""
07871794,20110118,Enhanced cell-free synthesis of active proteins containing disulfide bonds,12016763,20080248521,20081009,"Compositions and methods are provided for the enhanced in vitro synthesis of active polypeptides containing disulfide bonds. In certain embodiments of the invention, the reaction mix includes a biological extract derived from a bacterial cell in which the glutathione reductase gene has been inactivated, which is pre-treated with a low concentration of a sulfhydryl inactivating agent.",[Kurtis G. Knapp][James Robert Swarts],[The Board of Trustees of the Leland Stanford Junior University],"",20080118,This invention was made with Government support under contract 0522337 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
07872977,20110118,Multi-criteria optimization for relaying in multi-hop wireless ad hoc and sensor networks,12132860,20090016224,20090115,A generalized multi-parameter mapping function aggregates decision criteria into a single virtual criterion to rank the potential relay candidates. Optimal rules for next hop relay as applicable to both transmitter-side selection and receiver-side election based forwarding schemes are also provided. Examples of network performance based on two optimization criteria include one-hop progress (greediness) and packet success rate (link quality). A suitable mapping function trades off the greediness for link quality. Simulation information is provided that indicates that the implementation according to the mapping function outperforms the reported transmitter-side link-aware forwarding schemes.,[Swades De][Komlan Egoh],[New Jersey Institute of Technology],"The present application claims priority to U.S. Provisional Application No. 60/941,754 entitled &#x201C;Multi-Criteria Optimization for Relaying in Multihop Wireless Ad Hoc and Sensor Networks&#x201D; filed on Jun. 4, 2007, and incorporated herein by reference.",20080604,The present application includes research supported in part by the National Science Foundation (NSF) under Grant No. 0435250. The federal government may have certain rights in the present application.,"","","",""
07873727,20110118,System and method for evaluating streaming multimedia quality,12048029,20090234940,20090917,"A system and computer program for evaluating in real-time streaming multimedia quality. The system including a multimedia server connected to a multimedia source and a remote client in communication with the multimedia server over a network. The multimedia server is configured to receive multimedia content from the multimedia source and to transmit the multimedia content as a multimedia stream. The multimedia stream includes a plurality of audio frames and a plurality of video frames. The remote client is configured to establish a multimedia session with the multimedia server, receive the multimedia stream via the multimedia session, monitor the media quality of the multimedia stream, and passively compute a subjective quality of the multimedia stream.",[Sourav Pal][Sumantra Kundu][Kalyan Basu][Sajal Das],"[Board of Regents, The University of Texas Systems]","",20080313,This invention was developed with U.S. Government support under Grant No. IIS-0326505 awarded by the National Science Foundation (NSF). The U.S. Government has certain rights in the invention.,"","","",""
