patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
08346584,20130101,Method and apparatus for determining design modification effects on a computerized engineering model,12022552,20080183524,20080731,An engineering simulation tool uses boundary regions of proposed design modifications to a finite design element to assess the impact of those proposed design modifications. This tool allows a designer to incorporate a new design feature into a proposed model and generate simulated performance results for the proposed design without re-execution of finite element method.,"",[Wisconsin Alumni Research Foundation],"This application claims the benefit of U.S. Ser. Nos. 60/887,229, filed Jan. 30, 2007, and 61/024,029, filed Jan. 28, 2008, the disclosures of which are incorporated herein by reference.",20080130,This invention was made with government support under 0322134 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
08346683,20130101,"System, program, and method for representation, utilization, and maintenance of regulatory knowledge",12771587,20100280977,20101104,"A knowledge based system, program, and method for regulatory knowledge representation, utilization, and maintenance is presented. The system, program, and method support advanced reasoning concerning entities and events in order to determine their adherence to regulations and policies, with the specific ability to identify violations of regulations that govern industries such as the financial services industry. Advanced approaches and methods that allow for efficient representation of regulatory knowledge, its utilization and maintenance are specifically defined. Events and actions like, for instance, financial transactions or regulatory compliance violations can be evaluated on an automated basis by applying various approaches and methods using the regulatory knowledge system.","","[Exprentis, Inc.]","This application claims the benefit of U.S. Provisional Application No. 61/174,301, filed Apr. 30, 2009.",20100430,This invention was made with the support of the U.S. government under Grant Number IIP-0750461 from the National Science Foundation (NSF). The U.S. government has certain rights in this invention.,"","","",""
08346841,20130101,Cross-correlation of signals using event-based sampling,12467759,20090284294,20091119,A sub-circuit for facilitating the synchronization of event-based samples of signals in a cross-correlation circuit utilizing event-based sampling is provided. The sub-circuit alternatively integrates one of the signals to be cross-correlated and alternates between the signals in response to the output of a hysteretic comparator. The invention extends to a method of manipulating the input signals to a cross-correlation circuit utilizing event-based sampling so-as to facilitate the synchronization of the event-based samples of the signals.,"",[The University of Cape Town Research Contracts and Intellectual Property Services],"",20090518,"The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of Grant No. EEC 9731478 and Award No. 0440217, awarded by the National Science Foundation (NSF), and by the terms of Contract No. 9080 awarded by the Defense Advanced Research Projects Agency (DARPA).","","","",""
08348047,20130108,Parts manipulation method and apparatus,13559121,20120288356,20121115,Method and apparatus for imparting movement to one or more articles includes placing the one or more articles on a surface of a support member and imparting vibratory motion to the support member by vibrating actutators connected to the support member wherein the vibratory motion includes at least a rotational vibratory component about one or more axes out-of-alignment with the gravity vector to produce effective force fields on the surface.,"",[Northwestern University],"This application is continuation of copending U.S. patent application Ser. No. 11/724,607, filed Mar. 15, 2007, which claims the benefit of U.S. Provisional Patent Application Ser. No. 60/782,793, filed Mar. 16, 2006, and the disclosures of both prior applications are hereby incorporated by reference in their entirety.",20120726,This invention was supported in part by funding from the Federal Government through the National Science Foundation Grant/Contract IIS-0308224. The Government may have certain rights in the invention.,11724607,13559121,"",""
08349222,20130108,Twisted π-electron system chromophore compounds with very large molecular hyperpolarizabilities and related compositions and devices,13169638,20110278512,20111117,"Unconventional twisted π-electron system electro-optic (EO) chromophores/compounds, compositions and related device structures. Crystallographic analysis of several non-limiting chromophores reveals, for instance, large ring-ring dihedral twist angles and a highly charge-separated zwitterionic structure in the ground state, in both solution phase and solid-state.","",[Northwestern University],"This application is a divisional of and claims priority benefit from application Ser. No. 12/814,966 filed Jun. 14, 2010, U.S. Pat. No. 7,968,016 issued Jun. 28, 2011, which is a divisional of and claims priority benefit from application Ser. No. 11/389,429 filed on Mar. 24, 2006, U.S. Pat. No. 7,824,582 issued Nov. 2, 2010 which claims priority to provisional application Ser. No. 60/665,038, filed on Mar. 24, 2005, the entirety of which is incorporated herein by reference.",20110627,This invention was made with government support under Grant Number N00014-04-1-0093 awarded by the Office of Naval Research and under Grant Number DMR-0076077 awarded by the National Science Foundation. The government has certain rights in the invention.,12814966,13169638,"",""
08349311,20130108,Mutant interleukin-2 (IL-2) polypeptides,13088045,20110306752,20111215,The present invention relates to IL-2 mutants with increased affinity for the IL-2 alpha-receptor subunit (IL-2Rα). The invention thus includes IL-2 mutants with improved biological potency. The invention also includes methods for directed evolution of IL-2α using yeast surface display to generate mutants with increased affinity for IL-2Rα.,"",[Massachusetts Institute of Technology],"This application is a continuation of U.S. application Ser. No. 12/535,083, filed Aug. 4, 2009, which is a divisional application of U.S. application Ser. No. 10/894,833, filed Jul. 19, 2004 (now U.S. Pat. No. 7,569,215), which claims the benefit of the priority date of U.S. Application No. 60/488,537, filed Jul. 18, 2003, the contents of which are hereby incorporated by reference in their entireties.",20110415,This invention was made with government support under Grant No. EEC9843342 awarded by the National Science Foundation. The government has certain rights in this invention.,12535083,13088045,"",""
08349410,20130108,Modification of surfaces with polymers,11894010,20080139689,20080612,"A polymer formed by controlled radical polymerization includes groups that can be modified after controlled radical polymerization to form a radical. The polymer can be the reaction product of a controlled radical polymerization of radically polymerizable monomers, wherein at least one of the radically polymerizable monomers includes at least one group that can be modified after the controlled radical polymerization to form a radical. A compound includes a first group that is stimulated upon application of energy to the molecule to tether the molecule to a surface or to another polymer chain and a second group comprising a controlled radical polymerization initiator functionality. A block copolymer includes at least a first segment to impart a predetermined functionality to a target surface and at least a second segment including functional groups to interact with the targeted surface to attach the block copolymer to the surface. The first segment can free of functional groups that interact with the surface to attach the block copolymer to the surface.","",[University of Pittsburgh—of the Commonwealth System of Higher Education][Carnegie Mellon University],"This application claims benefit of U.S. Provisional Patent Application Ser. No. 60/838,337, filed Aug. 17, 2006, the disclosure of which is incorporated herein by reference.",20070817,"This invention was made with government support under grants CTS-0304568, CHE-0405627 and DMR-0549353 awarded by the National Science Foundation. The government has certain rights in this invention.","","","",""
08350073,20130108,Olefin metathesis catalysts and related methods,13033472,20110237815,20110929,"The present invention provides methods for the synthesis of catalysts and precursors thereof. Methods of the invention may comprise combining a catalyst precursor and at least one ligand to generate a catalytically active species, often under mild conditions and in high yields. In some cases, a wide variety of catalysts may be synthesized from a single catalyst precursor. Methods of the invention may also include the preparation of catalysts which, under reaction conditions known in the art, may have been difficult or impossible to prepare and/or isolate due to, for example, steric crowding at the metal center. The present invention also provides catalyst compositions, and precursors thereof, which may be useful in various chemical reactions including olefin metathesis. In some cases, methods of the invention may reduce the number of synthetic and purification steps required to produce catalysts and/or other reaction products, as well as reducing time, cost, and waste production.","",[Massachusetts Institute of Technology],"This application is a continuation application of U.S. patent application Ser. No. 11/603,951, filed Nov. 22, 2006, now U.S. Pat. No. 7,932,397, the entirety of which is hereby incorporated herein by reference.",20110223,"This invention was made with government sponsorship under grant number R01 GM059426 awarded by the National Institutes of Health, and grant numbers CHE0138495 and CHE0554734 awarded by the National Science Foundation. The government has certain rights in this invention.",11603951,13033472,"",""
08350594,20130108,Hardware synthesis from multicycle rules,12614771,20100117683,20100513,"Enabling scheduling of single cycle as well as scheduling multi-cycle rules in a synchronous digital system whose behavior is governed by an asynchronous system specification (e.g., a TRS) provides a way to allow complex actions at state transitions of the asynchronous system without requiring that the complex actions be synthesized in logic that must be performed in a single clock cycle. For example, a relatively infrequent action may include a critical timing path that determines the maximum clock frequency of the system. By allowing that infrequent action to take multiple clock cycles, even if that action takes more absolute time, other actions may take less absolute time by virtue of being able to operate the synchronous system at a higher clock rate. The overall system may then operate more quickly (e.g., as measured by the average number of rules applied per unit of absolute time).","",[Massachusetts Institute of Technology],"This application claims the benefit of U.S. Provisional Application No. 61/112,742, filed Nov. 8, 2008, and of U.S. Provisional Application No. 61/258,286, filed Nov. 5, 2009, which are incorporated by reference.This application is related to U.S. Pat. No. 6,901,055, &#x201C;SYNCHRONOUS CIRCUIT SYNTHESIS USING AN ASYNCHRONOUS SPECIFICATION,&#x201D; issued on May 31, 2005, and to U.S. Application Pub. 2006/0277021, titled &#x201C;CIRCUIT SYNTHESIS WITH SEQUENTIAL RULES,&#x201D; published on Dec. 7, 2006, which are incorporated herein by reference.",20091109,This invention was made with government support under grant number CCF-0541164 awarded by the National Science Foundation. The government has certain rights in this invention.,"","","",""
08350614,20130108,Analog logic automata,12422491,20100033228,20100211,"A distributed, reconfigurable statistical signal processing apparatus comprises an array of discrete-time analog signal processing circuitry for statistical signal processing based on a local message-passing algorithm and digital configuration circuitry for controlling the functional behavior of the array of analog circuitry. The input signal to the apparatus may be expressed as a probabilistic representation. The analog circuitry may comprise computational elements arranged in a network, with a receiving module that assigns probability values when an input signal arrives and communicates the probability values to one of the computational elements, the computational elements producing outputs based on the assigned probability values. The signal processing apparatus may be an analog logic automata cell or an array of cells, wherein each cell is able to communicate with all neighboring cells.","",[Massachusetts Institute of Technology],"This application claims the benefit of U.S. Provisional Application Ser. No. 61/123,985, filed Apr. 11, 2008, the entire disclosure of which is herein incorporated by reference. This application also claims the benefit of U.S. Provisional Application Ser. No. 61/123,809, filed Apr. 11, 2008, and U.S. Provisional Application Ser. No. 61/192,178, filed Sep. 16, 2008, the entire disclosures of which are herein incorporated by reference.",20090413,"This invention was made with U.S. government support under Grant Number CCF-0122419, awarded by the National Science Foundation, and Contract Number H94003-07-2-0707, awarded by the Department of Defense. The government has certain rights in this invention.","","","",""
08350625,20130108,Adaptive power amplifier,13231871,20120001692,20120105,"A power amplifier circuit comprising a scalable power amplifier including an input and an output, and a plurality of activated amplifier elements operative to produce an output signal at the output, and operative to dynamically vary a power output level of the output signal. A variable impedance circuit operatively responsive to dynamically load the output of the scalable power amplifier. Wherein the scalable power amplifier further includes an amplifier configuration circuit operatively responsive to selectively activate the selectively activated amplifier elements by at least reducing power to at least one of the selectively activated amplifier elements.","",[California Institute of Technology],"This application is a division of U.S. patent application Ser. No. 12/796,432, filed Jun. 8, 2010 which is a continuation of U.S. patent application Ser. No. 12/069,263, filed Feb. 8, 2008 which is a continuation of U.S. patent application Ser. No. 11/544,895, filed Oct. 6, 2006, which is a continuation of U.S. patent application Ser. No. 11/037,527 filed Jan. 18, 2005, which is a continuation of U.S. patent application Ser. No. 10/386,001 filed Mar. 11, 2003, which claims priority from U.S. Provisional Patent Application No. 60/363,424, filed Mar. 11, 2002, and is a continuation-in-part of U.S. patent application Ser. No. 09/974,578, filed Oct. 9, 2001, which claims priority to U.S. Provisional Patent Application No. 60/239,470 filed Oct. 10, 2000; U.S. Provisional Patent Application No. 60/239,474 filed Oct. 10, 2000; and U.S. Provisional Patent Application No. 60/288,601 filed May 4, 2001.",20110913,The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of ECS-0083220 awarded by NSF.,12796432,13231871,"",""
08350855,20130108,Systems and methods of reducing anti-aliasing in a procedural texture,11869068,20080122836,20080529,"The disclosed embodiments provide systems and methods for reducing anti-aliasing in a procedural texture. One method includes creating a procedural reduction map describing the texture as applied to an object, and querying the map for radiance of a pixel in the object. One system includes memory and a processor. The processor is programmed, by the code stored in the memory, to create a procedural reduction map describing the texture as applied to an object, and query the map for radiance of a pixel in the object. One system includes means for creating a procedural reduction map describing the texture as applied to an object, and means for querying the map for radiance of a pixel in the object. The map includes a basis functions and a hierarchy of texels. Each texel includes basis weights and a surface normal distribution. Each basis weight corresponds to one of the basis functions.","",[Georgia Tech Research Corporation],"This application claims the benefit of the filing date of U.S. 60/867,480, filed on Nov. 28, 2006, which is incorporated by reference herein.",20071009,"This invention was made with U.S. Government support under agreement numbers CCR0204355 and DMS0138420, respectively, awarded by the National Science Foundation. The Government has certain rights in this invention.","","","",""
08351053,20130108,Apparatus and method for in situ testing of microscale and nanoscale samples,12823743,20110317157,20111229,"According to example embodiments of the invention, a microscale testing stage comprises a frame having first and second opposing ends and first and second side beams, at least one deformable force sensor beam, a first longitudinal beam having a free end, a second longitudinal beam having a facing free end, a support structure, and a pair of slots disposed at each of the free ends. In certain embodiments, a separately fabricated microscale or nanoscale specimen comprises a central gauge length portion of a material to be tested, and first and second hinges providing a self-aligning mechanism for uniaxial loading. In other embodiments, a layer of a conductive material defines first and second conductive paths and an open circuit that can be closed by the specimen across the gap. In other embodiments, the stage is formed of a high melting temperature material.","",[The Board of Trustees of the University of Illinois],"",20100625,This invention was made with Government assistance under Grant No. CMMI 07-28189 awarded by National Science Foundation. The Government has certain rights in the invention.,"","","",""
08351106,20130108,Elastomeric device for tunable imaging,13180668,20120013967,20120119,"An optical micro-electro-mechanical systems (MEMS) structure is provided. The structure includes an elastomer membrane, a plurality of polymer fibers attached to the elastomer membrane, an array of detectors operatively connected to the plurality of polymer fibers at a first end of the plurality of polymer fibers, and a microlens array operatively connected to the plurality of polymer fibers at a second end of the plurality of polymer fibers. A method of manufacturing an optical MEMS structure is provided. The method includes forming a hollow PDMS chamber in which PDMS fibers extend from top to bottom using a lost wax molding process.","","[Iowa State University Research Foundation, Inc.]","This application claims priority under 35 U.S.C. &#xA7;119 to provisional application Ser. No. 61/363,776 filed Jul. 13, 2010, herein incorporated by reference in its entirety.",20110712,This invention was made with government support under Grant Number ECCS0954845 awarded by National Science Foundation. The government has certain rights in the invention.,"","","",""
08351109,20130108,"Nonlinear optic glassy fibers, methods of making and applications of the same",13407550,20120156119,20120621,"A nonlinear optic article for difference frequency generation is provided. The article comprises a wave mixer configured to generate a difference frequency mixing signal, the wave mixer comprising a compound made from one or more noncentrosymmetric crystal-glass phase-change materials comprising one or more chalcogenide compounds that are structurally one dimensional and comprise a polymeric [PSe] chain or a polymeric [PSe] chain, wherein the one or more chalcogenide compounds are capable of difference frequency generation.","",[Northwestern University],"This application is a continuation of U.S. patent application Ser. No. 12/436,409, filed on May 6, 2009, which claims the benefit, pursuant to 35 U.S.C. &#xA7;119(e), of U.S. provisional patent application No. 60/050,786, filed May 6, 2008, entitled &#x201C;Nonlinear Optic Glassy Fiber Using Noncentrosymmetric Crystal-Glass Phase-Change Alkali Chalcophosphate Materials&#x201D; by In Chung and Mercouri G. Kanatzidis, which are incorporated herein by reference in their entirety.Some references, which may include patents, patent applications and various publications, are cited in a reference list and discussed in the description of this invention. The citation and/or discussion of such references is provided merely to clarify the description of the present invention and is not an admission that any such reference is &#x201C;prior art&#x201D; to the invention described herein. All references cited and discussed in this specification are incorporated herein by reference in their entireties and to the same extent as if each reference was individually incorporated by reference. In terms of notation, hereinafter, &#x201C;(n)&#x201D; represents the nth reference cited in the reference list. For example, (1) represents the 1st reference cited in the reference list, namely, Chung I, Do J, Canlas C G, Weliky D P, Kanatzidis M G, Inorganic Chemistry 43 (9): 2762-2764 May 3, 2004.",20120228,This invention was made with government support under DMR-0702911 and DMR-0801855 awarded by National Science Foundation. The government has certain rights in the invention.,12436409,13407550,"",""
08351241,20130108,Rectification element and method for resistive switching for non volatile memory device,12826653,20110317470,20111229,"A method of suppressing propagation of leakage current in an array of switching devices. The method includes providing a dielectric breakdown element integrally and serially connected to a switching element within each of the switching device. A read voltage (for example) is applied to a selected cell. The propagation of leakage current is suppressed by each of the dielectric breakdown element in unselected cells in the array. The read voltage is sufficient to cause breakdown in the selected cells but insufficient to cause breakdown in the serially connected, unselected cells in a specific embodiment. Methods to fabricate of such devices and to program, to erase and to read the device are provided.","",[The Regents of the University of Michigan],"This application claims the priority of U.S. Provisional Patent Application No. 61/358,378, filed Jun. 24, 2010, the entire contents of which are hereby incorporated by reference.",20100629,This invention was made with government support under CCF0621823 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
