patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07160575,20070109,Conducting polymer,10771752,"","","Measurement in the frequency range 3 mHz–106 Hz of the dielectric characteristics of emeraldine base polyaniline dissolved in 1-methyl-2-pyrrolidinone (NMP) and cast into bulk free-standing polymer films shows features similar to those reported by others and which are a result of microphase separation into reduced and oxidized repeat units. However, upon confinement into the cylindrical pores, of average diameter 20 nm, of a porous membrane such features of microphase separation do not occur. The microphase separation observed in the bulk polymer is suppressed by strong pinning of the charge carriers due to interactions of the polymer with pore walls together with constrained chain packing and a non-uniform rate of evaporation of the NMP solvent from the pores. This enhances the bulk conductivity after doping by reducing the internal intra-chain disorder introduced by microphase separation.",[Nicholas J. Pinto][Fouad M. Aliev],[University of Puerto Rico],"This application claims the benefit of U.S. Provisional Application No. 60/444,849 filed Feb. 4, 2003, which is incorporated herein by reference in its entirety.",20040204,"This research was supported, in part, by grants from the Office of Naval Research under grant number N00014-99-1-0558 and by the National Science Foundation (NSF) under grant number DMR-0098603.","","","",""
07161040,20070109,Method for preparation of carborane anions,10472329,20040242934,20041202,"This invention relates to an improved method for making unsubstituted carborane anions and monosubstituted carborane anions of formula: (R—CB—H) where n is an integer ranging from 5 to about 11 and m′ is an integer ranging from 5 to 16 where the relative values of n and m′ depend upon the exact structure of the carborane and the presence of a non-hydrogen substituent. m as used herein is an integer ranging from 5 to 16. When R is hydrogen the anion is unsubstituted. When R is a halogen, a phenyl, a substituted phenyl group, such as fluorophenyl group, or any other substituent, the carborane is substituted. The method is particularly useful for preparation of twelve-vertex carborane anions R—CBH, where R is a defined above, and is specifically useful for preparation of the unsubstituted carborane CBH-??, where R is H.",[Andreas Franken][Benjamin T. King][Josef Michl],[The Board of Regents of the University and Community College System of Nevada on Behalf of the University of Nevada Reno],"This application is the National Stage of International Application No. PCT/US02/10060, filed Apr. 1, 2002, which claims the benefit of U.S. provisional application Ser. No. 60/280,243, filed Mar. 30, 2001, which is hereby incorporated by reference to the extent not inconsistent herewith.",20020401,This invention was made with U.S. Government support under National Science Foundation Grant No. 981979. The Government has certain rights in this invention.,"","",20040702,PCT/US02/10060
07161736,20070109,Solid immersion lens structures and methods for producing solid immersion lens structures,10933156,20050036222,20050217,"A microlens structure such as a solid immersion lens structure is a radiation transmissive pliant elastomer cast to a desired shape and smoothness. A method for construction of a solid immersion lens structure includes providing a mold defining a lens shaped cavity in which a solid immersion lens is cast, casting a translucent liquid elastomeric material into the lens cavity, permitting the elastomeric material to set to form the solid immersion lens portion and removing the solid immersion lens portion from the mold. A specific material for use as the solid immersion lens is a translucent silicone elastomer of a refractive index greater than n=1.4, such as General Electric RTV 615.",[Olivier Legrand][Stephen R. Quake],[California Institute of Technology],"This application is a continuation of and claims the benefit of application Ser. No. 10/465,526 filed Jun. 18, 2003, now U.S. Pat. No. 6,836,384, which is a continuation of application Ser. No. 09/928,226, filed 08/10/2001, now U.S. Pat. No. 6,608,726. which is a continuation-in-part of application Ser. No. 09/640,907 filed Aug. 16, 2000, now U.S. Pat. No. 6,301,055 all of which are incorporated herein by reference for all purposes.",20040901,The U.S. Government has certain rights in this invention pursuant to Grant No. HG 01642 awarded by the National Institute of Health and under Contract No. PHY-9722417 of the National Science Foundation.,10465526,10933156,"",""
07162699,20070109,Mechanisms and artifacts to manage heterogeneous platform interfaces in a collaboration system,10125761,"","","A collaboration system including a coordinated distributed design process and which allows individuals to hold interactions over a network and work together in a coordinated fashion on shared problems, wherein a controlling participant in control of the floor of a collaboration interaction and in control of certain aspects of the user interfaces of one or more collaboration participants is described. Furthermore, a user interface is described that can minimize confusion that can otherwise result from collaboration participants having user interfaces with different sizes and resolutions.",[Feniosky Peña-Mora][Chang Kuang],[Massachusetts Institute of Technology],"This application claims the benefit of application No. 60/285,885 filed Apr. 23, 2001 under 35 U.S.C. &#xA7;119(e), and is a continuation in part of, and claims the benefit of, co-pending U.S. patent application Ser. No. 09/540,947, entitled Collaborative Agent Interaction Control and Synchronization System, filed Mar. 31, 2000, now U.S. Pat. No. 7,007,235 which application claims the benefit of application No. 60/127,672 filed Apr. 2, 1999 under 35 U.S.C. &#xA7; 119(e). Each of the aforementioned applications are incorporated herein by reference in their entirety.",20020418,This invention was made with government support under Contract No. CMS-987557 awarded by the National Science Foundation. The government has certain rights in this invention.,09540947,10125761,"",""
07163794,20070116,Nucleic acid based nano-robotic system,10962995,20050136453,20050623,"A multiped, capable of traveling in more than one direction along a molecular path in a nano-robotic system where the steps taken by the feet of the multiped are controlled in a sequence specific fashion, is presented. The feet of the multiped dock to footholds on the molecular path via cohesion with “set” molecules and are released from the footholds through the introduction of “unset” molecules that detach or strip away the “set” molecules.",[William B. Sherman][Nadrian C. Seeman],[New York University],"The present application claims priority under 35 U.S.C. &#xA7;119(e) from U.S. provisional application Ser. No. 60/511,120, filed Oct. 15, 2003, the entire content of which is hereby incorporated by reference.",20041013,"The experiments performed in this application were supported in part by the National Institutes of Health, grant no. GM-29554, by the Office of Naval Research, grant no. N00014-98-1-0093, by the National Science Foundation, grant nos. CTS-9986512 and EIA-0086015, by the United States Air Force, grant no. F30602-98-C-1048, and by DARPA/NSF grant no. NSF-CCR-97-25021. The U.S. Government has a paid up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of the above grants.","","","",""
07163812,20070116,shuttle vector and methods of use,10911961,20050032195,20050210,"An plasmid vector which provides a means to overexpress proteins in . The plasmid can be transformed efficiently by electroporation, and replicates in a stable manner in . The plasmid comprises at least one marker gene, operably linked to a first promoter functional in , an origin of replication functional in , a second promoter isolated from , and a cloning site downstream from the second promoter. Plasmids pLGZ901, pLGZ920, pLGZ921, and pLGZ922 are disclosed. The pckA gene polypeptide sequence and nucleic acid sequence of , including the promoter and ribosome binding site, is disclosed. Furthermore, a method for producing a recombinant is described, including a method of transformation. Additionally, a recombinant is disclosed and a method for producing succinate utilizing this recombinant is described.",[J. Gregory Zeikus][Maris Laivenieks][Claire Vieille][Pil Kim],[Board of Trustees of Michigan State University],"This application claims priority to Provisional application Ser. No. 60/492,804, filed Aug. 6, 2003.",20040805,This research was supported by grants from the USDA (#00-34189-9045) and from the National Science Foundation NSF (#BES-0224596). The U.S. government has certain rights to this invention.,"","","",""
07164006,20070116,Alteration of plant meristem function by manipulation of the Retinoblastoma-like plant RRB gene,10748912,"","","This invention provides methods and compositions for altering the growth, organization, and differentiation of plant tissues. The invention is based on the discovery that, in plants, genetically altering the levels of Retinoblastoma-related gene (RRB) activity produces dramatic effects on the growth, proliferation, organization, and differentiation of plant meristem.",[Tim Durfee][Heidi Feiler][Wilhelm Gruissem][Susan Jenkins][Judith Roe][Patricia Zambryski],[The United States of America as represented by the United States Department of Energy],"This application is a continuation of U.S. Non-provisional application Ser. No. 09/527,084 filed Mar. 16, 2000, now U.S. Pat. No. 6,696,560, which claims the benefit of U.S. Provisional Application No. 60/125,229 filed Mar. 19, 1999, both of which are hereby incorporated herein by this reference. Reference is made to co-pending U.S. non-provisional application Ser. No. 10/748,912, filed Dec. 11, 2003, which is hereby incorporated herein by this reference, which is a divisional of U.S. Non-provisional application Ser. No. 09/527,084 filed Mar. 16, 2000, currently pending, which claims the benefit of U.S. Provisional Application No. 60/125,229 filed Mar. 19, 1999. Reference is made to co-pending U.S. non-provisional application Ser. No. 29/101,943, filed Mar. 15, 1999, which is hereby incorporated herein by this reference, which is a continuation of U.S. Non-provisional application Ser. No. 09/527,084 filed Mar. 16, 2000, currently pending, which claims the benefit of U.S. Provisional Application No. 60/125,229 filed Mar. 19, 1999.",20031211,"The United States Government has rights in this invention pursuant to Grant No. MCB9506985, between the National Science Foundation and the University of California, and Grant No. DE-FG03-88ER13882 between the U.S. Dept. of Energy and the University of California.",09527084,10748912,"",""
07164100,20070116,High-frequency de-icing of cableways,10057859,20030000718,20030102,"High-frequency AC voltage with a frequency in a range of from 60 to 100 kHz supplied from a power source at 3 to 15 kV is applied to an electrical conductor within about 30 cm of a cableway. The high-frequency AC voltage generates an alternating electric field. Capacitive AC current associated with the alternating electric field flows through the ice on the cableway and on the electrical conductor, causing dielectric loss heat that melts the ice.",[Victor F. Petrenko][Charles R. Sullivan],[The Trustees of Dartmouth College],"This application claims the benefit of U.S. provisional application Ser. No. 60/263,943, filed Jan. 24, 2001, and of PCT application PCT/US02/01858, filed 22 Jan. 2002. This application is also a continuation-in-part of commonly-owned and U.S. patent application Ser. No. 09/426,685, filed Oct. 25, 1999 now U.S. Pat. No. 6,563,053, which is a divisional application of U.S. patent application Ser. No. 09/094,779, filed Jun. 15, 1998, issued as U.S. Pat. No. 6,027,075 on Feb. 22, 2000. This application is also a continuation-in-part application of commonly-owned and PCT application PCT/US00/05665, filed 1 Mar. 2000, which claimed the benefit of U.S. provisional application Ser. No. 60/122,463, filed 1 Mar. 1999, now abandoned, and provisional application Ser. No. 60/131,082, filed 26 Apr. 1999, now abandoned, and which is a continuation-in-part application of commonly-owned and PCT application PCT/US99/28330, filed 30 Nov. 1999, which claims the benefit of U.S. provisional application Ser. No. 60/110,440, filed Dec. 1, 1998, now abandoned, the benefit of U.S. provisional application Ser. No. 60/122,463, filed Mar. 1, 1999, now abandoned, and the benefit of U.S. provisional application Ser. No. 60/131,082 filed Apr. 26, 1999, now abandoned. This application is also a continuation-in-part application of commonly-owned and PCT application PCT/US99/25124, filed 26 Oct. 1999, which claims the benefit of U.S. provisional application Ser. No. 60/105,782, filed 27 Oct. 1998, now abandoned. Each of the applications mentioned above is hereby incorporated by reference.",20020124,"The U.S. Government has certain rights in this invention as provided for by the terms of Grant No. DAAH 04-95-1-0189, awarded by the Army Research Office, and of Grant No. MSS-9302792, awarded by the National Science Foundation.",09426685,10057859,"",""
07164967,20070116,Biomorphic rhythmic movement controller,10009799,20030120385,20030626,"An artificial Central Pattern Generator (CPG) based on the naturally-occuring central pattern generator locomotor controller for walking, running, swimming, and flying animals may be constructed to be self-adaptive, by providing for the artificial CPG, which may be a chip, to tune its behavior based on sensory feedback. It is believed that this is the first instance of an adaptive CPG chip. Such a sensory feedback-using system with an artificial CPG may be used in mechanical applications such as a running robotic leg, in walking, flying and swimming machines, and in miniature and larger robots, and also in biological systems, such as a surrogate neural system for patients with spinal damage.",[Ralph Etienne-Cummings][M. Anthony Lewis],"[Iguana Robotics, Inc.]","This is a PCT application claiming priority based on U.S. application No. 60/201,748 filed May 4, 2000, which is incorporated by reference herein.",20010502,This invention was made under NSF grant number 9896362. The Government may have certain rights in this invention.,"","",20021030,PCT/US01/14231
07166325,20070123,Carbon nanotube devices,10299610,20030068432,20030410,"Nanotubes and nanotube-based devices are implemented in a variety of applications. According to an example embodiment of the present invention, a nanotube device is manufactured having a nanotube extending between two conductive elements. In one implementation, each conductive element includes a catalyst portion, wherein electrical connection is made to opposite ends of the nanotube at each of the catalyst portions. In one implementation, the conductive elements are coupled to circuitry for detecting an electrical characteristic of the nanotube, such as the response of the nanotube to exposure to one or more of a variety of materials. In another implementation, the nanotube device is adapted for chemical and biological sensing. In still another implementation, a particular functionality is imparted to the nanotube using one or more of a variety of materials coupled to the nanotube, such as metal particles, biological particles and/or layers of the same.",[Hongjie Dai][Jing Kong],[The Board of Trustees of the Leland Stanford Junior University],"This is a continuation-in-part of U.S. patent application Ser. No. 09/574,393, filed on May 19, 2000, now U.S. Pat. No. 6,528,020 issued on Mar. 4, 2003 and entitled &#x201C;Carbon Nanotube Devices,&#x201D; which claims benefit of U.S. Provisional Patent Application Ser. No. 60/171,200 filed on Dec. 15, 1999. U.S. patent application Ser. No. 09/574,393 is further a continuation-in-part of U.S. patent application Ser. No. 09/133,948, filed on Aug. 14, 1998, now U.S. Pat. No. 6,346,189 issued on Feb. 12, 2002 and entitled &#x201C;Carbon Nanotube Structures Made Using Catalyst Islands,&#x201D; all of which are fully incorporated herein by reference.",20021118,This invention was made with Government support under 9871947 awarded by the National Science Foundation. The Government has certain rights in this invention.,09574393,10299610,"",""
07166591,20070123,Catalytic cleavage of phosphate ester bonds by boron chelates,10774619,"","","Novel chemical compounds are disclosed having the general formula L{YX}, wherein X is selected from the Group 13 elements, Y is a halide, and L is a chelating ligand containing at least one binding atom contacting the Group 13 element, the atom being selected from the group consisting of C, N, O, and S, and m and n are integers having a value of at least 1. L may be a Schiff base type ligand, such as a salen ligand. The compositions of the present invention may be bidentate, quadridentate, or greater. The compositions may be used in dealkylation of phosphate esters or ethers. Advantageously, the methods of the present invention may be rendered catalytic.",[David Allan Atwood],[University of Kentucky Research Foundation],"This application claims the benefit of U.S. Provisional Patent Application Ser. No. 60/445,985 filed Feb. 7, 2003.",20040209,This invention was made with partial Government support under NSF CAREER award CHE 9816155. The Government may have certain rights in this invention.,"","","",""
07166699,20070123,Mosquito arrestin 1 polypeptides,10056405,20030166013,20030904,The invention discloses polynucleotides and polypeptides of arrestin and odorant receptors. Also disclosed are methods for producing such polypeptides and methods of making antibodies. This invention also discloses a method of identifying compounds that bind to arrestins or odorant receptors. A method of identifying compounds that inhibit the binding of mosquito arrestin to a mosquito odorant receptor is also disclosed.,[Laurence J Zwiebel],[Vanderbilt University],"This application claims benefit of co-pending U.S. patent application Ser. No. 60/264,649 filed Jan. 26, 2001, entitled &#x201C;Mosquito Olfactory Genes, Polypeptides, and Methods of Use Thereof&#x201D; which is hereby incorporated by reference. Be it known that I, Laurence J Zwiebel, a citizen of the United States, residing at 2512 Sunset Place, Nashville, Tenn. 37212; have invented a new and useful &#x201C;Mosquito Arrestin 1 Polypeptide&#x201D;.",20020124,"This invention was made with federal grant money under NIH grant 1 R01 DC04692-01 and NSF grant 0075338. The United States Government has certain rights in this invention.A Portion of the disclosure of this patent document contains material which is subject to copyright protection. The copyright owner has no objection to the facsimile reproduction by anyone of the patent document or the patent disclosure, as it appears in the Patent and Trademark Office patent file or records, but otherwise reserves all copyright rights whatsoever.","","","",""
07166998,20070123,Exact half pulse synthesis via the inverse scattering transform,11010543,20050127911,20050616,"A method of obtaining an arbitrary, admissible transverse magnetization profile as the summed response of two, self refocused selective “half pulse” excitations for use in, e.g., magnetic resonance imaging pulse generation. The problem of finding the pair of half pulses is rephrased in the inverse scattering formalism and a simple closed form algorithm for the solution is given, provided the target transverse profile has constant phase (modulo 180°). The problem has a unique low energy solution for sufficiently small, complex valued data, and an algorithm for finding the solution is provided. This solution is used to generate pairs of half pulses for given target transverse profiles.",[Jeremy Magland][Charles L. Epstein],[The Trustees of the University of Pennsylvania],"This application claims the benefit of U.S. Ser. No. 60/529,363 filed Dec. 12, 2003, which is incorporated herein by reference as if reproduced in its entirety.",20041213,The present invention was supported by the National Science Foundation under Grant Nos. NSF DMS02-03075. The government may have certain rights in the invention.,"","","",""
07167354,20070123,Mesoporous carbons and polymers from hydroxylated benzenes,10075019,20030153636,20030814,"A mesoporous polymer and method of preparing a mesoporous polymer whose polymerization kinetics are dependent upon pH and whose pore size is controlled by pH and solvent concentration are disclosed. The polymer is optionally pyrolyzed to form a primarily carbonaceous solid. The material has an average pore size in the mesopore range and is suitable for use in liquid-phase surface limited applications including chromatographic, sorbent, catalytic, and electrical applications.",[Steven Dietz][Vinh The Nguyen],"[TDA Research, Inc.]","",20020212,"This work was funded in part by the National Science Foundation, Contract No. DMI-9901792.","","","",""
07167890,20070123,Multiplier-based processor-in-memory architectures for image and graphics processing,10409059,20030222879,20031204,"A Procesor-In-Memory (PIM) includes a digital accelerator for image and graphics processing. The digital accelerator is based on an ALU having multipliers for processing combinations of bits smaller than those in the input data (e.g., 4×4 adders if the input data are 8-bit numbers). The ALU implements various arithmetic algorithms for addition, multiplication, and other operations. A secondary processing logic includes adders in series and parallel to permit vector operations as well as operations on longer scalars. A self-repairing ALU is also disclosed.",[Rong Lin][Martin Margala],[University of Rochester],"The present application claims the benefit of U.S. Provisional Application Nos. 60/370,722 and 60/370,723, both filed Apr. 9, 2002, whose disclosures are hereby incorporated by reference in their entireties into the present disclosure.",20030409,"The work leading to the present application was supported, in part, by National Science Foundation grant CCR-0073469 and by New York State Office of Science, Academic &amp; Research (MDC) grant NYSTAR 02332105. The government has certain rights in the present invention.","","","",""
