patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07645327,20100112,Fractal structured nanoagglomerates as filter media,11416034,20090293719,20091203,"Systems and methods for achieving filtration are provided that utilize agglomerates or granules of nanoparticles. The agglomerates or granules of nanoparticles may be used as and/or incorporated into a HEPA filtration system to remove solid or liquid submicron-sized particles, e.g., MPPS, in an efficient and efficacious manner. The filtration systems and methods are provided that utilize agglomerates or granules in a size range of about 100-500 microns. The agglomerates or granules of nanoparticles exhibit a hierarchical fractal structure. In the case of agglomerates of nanoparticles, porosities of 0.9 or greater are generally employed, and for granules of nanoparticles, porosities that are smaller than 0.9 may be employed. Filter media formed from the agglomerates or granules may be formed from materials such as carbon black and fumed silica, and may be employed in baffled or non-baffled filtration apparatus.",[Robert Pfeffer][Rajesh Dave][Stanislav Dukhin][Jose A. Quevedo][Qun Yu],[New Jersey Institute of Technology],"The present application claims the benefit of a provisional patent application entitled &#x201C;Fractal Structured Nanoagglomerates as Filter Media,&#x201D; filed on May 2, 2005 and assigned Ser. No. 60/676,758. The entire contents of the foregoing provisional patent application are incorporated herein by reference.",20060502,The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of Grant No. NSF-BES-0507936 awarded by the National Science Foundation.,"","","",""
07645925,20100112,Tobacco products with increased nicotine,11416574,20060191036,20060824,"DNA encoding a plant quinolate phosphoribosyl transferase (QPRTase) enzyme, and constructs comprising such DNA are provided. Methods of altering quinolate phosphoribosyl transferase expression are provided.",[Mark A. Conkling][Wen Song][Nandini Mendu],[North Carolina State University],"This application is a continuation application of, and claims priority to, U.S. application Ser. No. 10/356,076, filed Jan. 31, 2003, and issued as U.S. Pat. No. 7,304,220 on Dec. 4, 2007, which is a continuation application of U.S. application Ser. No. 09/021,286, filed Feb. 10, 1998 and issued as U.S. Pat. No. 6,586,661 on Jul. 1, 2003 and which claims the benefit of U.S. Provisional Application No. 60/049,471, filed Jun. 12, 1997. The entire contents of each of these applications is incorporated by reference herein.",20060503,This invention was made with Government support under National Science Foundation Grant No. MCB-9206506. The Government has certain rights to this invention.,10356076,11416574,"",""
07645933,20100112,Carbon nanotube Schottky barrier photovoltaic cell,11070834,20060196537,20060907,"Carbon nanotube Schottky barrier photovoltaic cells and methods and apparatus for making the cells are provided. The photovoltaic cells include at least one contact made from a first contact material, at least one contact made from a second contact material and a plurality of photoconducting carbon nanotubes bridging the contacts. A Schottky barrier is formed at the interface between the first contact material and the carbon nanotubes while at the interface between the second contact material and the carbon nanotubes, a Schottky barrier for the opposite carrier is formed, or a small, or no Schottky barrier is formed. It is the Schottky barrier asymmetry that allows the photo-excited electron-hole pairs to escape from the carbon nanotube device.",[Todd R. Narkis][Matt S. Marcus][Max G. Lagally][Mark A. Eriksson],[Wisconsin Alumni Research Foundation],"",20050302,This invention was made with United States government support awarded by the following agency: NSF 0079983. the United States government has certain rights in this invention.,"","","",""
07646918,20100112,Systems and methods for recognizing objects in an image,11328862,20070071325,20070329,"An image is analyzed to locate an object appearing in the image. A contour of that object is extracted from the image and normalized. Based on the normalized contour, one or more summation invariant values are determined and compared to templates comprising one or more summation invariants for each of one or more target objects. The determined summation invariants for the extracted object are compared to summation invariants for the target objects. When the summation invariants for the extracted object sufficiently match the summation invariants determined from an image of a target object, the extracted object is recognized as that target object. The summation invariants can be semi-local summation invariants determined for each point along the normalized contour, based on a number of points neighboring that point on the normalized contour. The semi-local summation invariants are determined as a function of the x and y coordinates of those points.",[Wei-Yang Lin][Nigel Boston][Yu Hen Hu],[Wisconsin Alumni Research Foundation],"This application claims benefit of U.S. Provisional Patent Application Ser. No. 60/720,883, filed Sep. 27, 2005, which is incorporated herein by reference in its entirety.",20060110,The subject matter of this application was made with U.S. Government support awarded by the following agencies: NSF 0434355. The United States has certain rights to this application.,"","","",""
07647642,20100112,System and method for managing copyrighted electronic media,10925432,20050039000,20050217,"Copyrighted electronic media are packaged in a secure electronic format, and registered on associated registration server, which serves to provide on-line licensing and copyright management for that media. Users are connected to the server, e.g., through a computer network or the Internet, to enable data transfers and to transact licenses to utilize the media. Packaged electronic media are typically created by an author or derivative user of the work. Once the packaged media is registered on the server, the media is made available for limited use and possible license through an authorization server. This limited use is specified within the minimum permissions data set assigned to each packaged media. Without a license, users are typically permitted to view the packaged media—through a system which unpackages the media—but cannot save or otherwise transfer the media without obtaining auxiliary permissions to do so from the authorization server. The electronic media is authenticated through digital signatures and optional encryption.",[John S. Erickson],[The Trustees of Dartmouth College],"This application is a continuation of U.S. patent application Ser. No. 09/585,727, filed May 31, 2000, now U.S. Pat. No. 6,807,534, which is herein incorporated by reference. The Ser. No. 09/585,727 application is a continuation-in-part of U.S. patent application Ser. No. 08/731,291, filed Oct. 11, 1996, now U.S. Pat. No. 7,047,241, which is a continuation-in-part of U.S. patent application Ser. No. 08/543,161, filed Oct. 13, 1995 now U.S. Pat. No. 5,765,152. Like parent application Ser. No. 09/585,727, the present specification is copied from the '152 patent and does not include the subject matter added in the '291 CIP application.",20040825,"The U.S. Government has certain rights in this invention, as a consequence of government funding (NSF Grant NCR-9307548 and ARPA Grant AO-B231).",09585727,10925432,"",""
07647848,20100119,Integrated system for simultaneous inspection and manipulation,11564678,20070227273,20071004,"A base unit for integrating an imaging device, such as an atomic force microscope, and a manipulation device, such as a nano-manipulator. The integration of the two devices permits one device to perform both imaging and manipulation simultaneously. The simultaneous execution of these two tasks increases the rate at which experiments can be conducted, thereby improving the throughput of the device. Also, the simultaneous execution of these two tasks allows imaging during manipulation, which may be desirable or beneficial in some circumstances.",[Bradley E. Layton][Gregory Buzby],[Drexel University],"",20061129,This invention was reduced to practice with Government support under Grant No. 0421033 awarded by the National Science Foundation (&#x201C;NSF&#x201D;); the Government is therefore entitled to certain rights to this invention.,"","","",""
07649069,20100119,Free radical living polymerization initiator attached nanoclusters and nanocomposites therefrom,11436981,20080281070,20081113,"Free radical living polymerization attached nanocluster (metal oxide, e.g., gamma-FeOor FeO nanocluster or quantum dot (e.g., CdSe) nanocluster, are used for polymerization of polymer or copolymer to provide nanocomposite polymers or copolymer arms around nanoclusters.",[Dotsevi Y. Sogah][Sarav B. Jhaveri],"[Cornell Research Foundation, Inc.]","This application claims the benefit of U.S. Provisional Application No. 60/683,292, filed May 23, 2005, the whole of which is incorporated herein by reference.",20060519,"The work was supported at least in part by the Cornell Center for Materials Research, and National Science Foundation-funded MSERC (DMR-0079992). The government has certain rights in the invention.","","","",""
07649166,20100119,Near-field nano-imager,12233273,20090095882,20090416,"An imaging device. In one embodiment, the imaging device includes a plurality of first electrode strips in parallel to each other along a first direction x, wherein each first electrode strip has an elongated body with a first surface and an opposite, second surface and a thickness n. The imaging device also includes a plurality of second electrode strips in parallel to each other along a second direction y that is substantially perpendicular to the first direction x, wherein each second electrode strip has an elongated body with a first surface and an opposite, second surface and a thickness n. The plurality of second electrode strips are positioned apart from the plurality of first electrode strips along a third direction z that is substantially perpendicular to the first direction x and the second direction y such that the plurality of first electrode strips and the plurality of second electrode strips are crossing each other accordingly to form a corresponding number of crossing points. And at each crossing point, a semiconductor component is filled between the second surface of a corresponding first electrode strip and the first surface of a corresponding second electrode strip to form an addressable pixel.",[Boyang Liu][Seng-Tiong Ho],[Northwestern University],"This application claims the benefit, pursuant to 35 U.S.C. &#xA7;119(e), of U.S. provisional patent application Ser. No. 60/973,182, filed Sep. 18, 2007, entitled &#x201C;Near-Field Nano-Imager Based on Nanophotodetector Array&#x201D; by Boyang Liu and Seng-Tiong Ho, which is incorporated herein by reference in its entirety.",20080918,"This invention was made with government support under Grant Nos. NCC 2-1363 and ECCS 0622185 awarded by National Aeronautics and Space Administration (NASA) and National Science Foundation (NSF), respectively. Accordingly, the United States Government has certain rights in the invention.","","","",""
07649479,20100119,Data encoding and decoding using Slepian-Wolf coded nested quantization to achieve Wyner-Ziv coding,11868889,20080106444,20080508,"A system and method for realizing a Wyner-Ziv encoder may involve the following steps: (a) apply nested quantization to input data from an information source in order to generate intermediate data; and (b) encode the intermediate data using an asymmetric Slepian-Wolf encoder in order to generate compressed output data representing the input data. Similarly, a Wyner-Ziv decoder may be realized by: (1) applying an asymmetric Slepian-Wolf decoder to compressed input data using side information to generate intermediate values, and (b) jointly decoding the intermediate values using the side information to generate decompressed output data.",[Zhixin Liu][Samuel S. Cheng][Angelos D. Liveris][Zixiang Xiong],"","This application is a divisional of U.S. patent application Ser. No. 11/086,778, filed Mar. 22, 2005 now U.S. Pat. No. 7,295,137, entitled &#x201C;Data Encoding and Decoding Using Slepian-Wolf Coded Nested Quantization to Achieve Wyner-Ziv Coding&#x201D; invented by Liu, Cheng, Liveris and Xiong, which is a continuation-in-part of U.S. patent application Ser. No. 11/068,737, filed on Mar. 1, 2005, entitled &#x201C;Data Encoding and Decoding Using Slepian-Wolf Coded Nested Quantization to Achieve Wyner-Ziv Coding&#x201D;, invented by Liu, Cheng, Liveris and Xiong, now U.S. Pat. No. 7,256,716, and which claims the benefit of priority to U.S. Provisional Application No. 60/657,520, filed on Mar. 1, 2005. application Ser. No. 11/086,778 is hereby incorporated by reference in its entirety. application Ser. No. 11/068,737 including all its Appendices is hereby incorporated by reference in its entirety. U.S. Provisional Application No. 60/657,520, filed on Mar. 1, 2005 including all its Appendices is hereby incorporated by reference in its entirety.",20071008,The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of grant number CCR-01-04834 awarded by the National Science Foundation (NSF).,11086778,11868889,"",""
07651282,20100126,Devices and methods for electronically controlling imaging,11417864,20070081815,20070412,"In some embodiments, a device includes a light modulator layer having a plurality of elements, each having a controllable transmittance, and a plurality of lenses, wherein each of the plurality of lenses is disposed to receive light independently of each other. The device further includes an image detector disposed at a distance from the light modulator layer and configured to acquire images from light that passes through the light modulator layer. In addition, the device includes a controller configured to control transmittance of the elements of the light modulator layer. Methods of acquiring images are also provided.",[Asaf Zomet][Shree K. Nayar],[The Trustees of Columbia University in the City of New York],"This application claims priority under 35 U.S.C. &#xA7; 119(e) from U.S. Provisional Patent Application No. 60/678,002, filed on May 4, 2005, which is hereby incorporated by reference in its entirety.",20060504,"The government may have certain rights in the present invention pursuant to a grant by the NSF/ITR, Grant No. ITR-00-85864.","","","",""
07651600,20100126,Electrokinetic concentration device and methods of use thereof,11338885,20060180469,20060817,"The present invention provides a device and methods of use thereof in concentrating a species of interest and/or controlling liquid flow in a device. The methods, inter-alia, make use of a device comprising microchannels, which are linked to nanochannels, whereby induction of an electric field in the nanochannel results in ion depletion in the linkage region between the microchannel and nanochannel, and a space charge layer is formed within the microchannel, which provides an energy barrier for said species of interest which enables its concentration in a region in the microchannel.",[Jongyoon Han][Ying-Chih Wang],[Massachusetts Institute of Technology],"This invention claims the benefit of U.S. Provisional Application Ser. No. 60/646,513, which was filed Jan. 25, 2005, which is hereby incorporated in its entirety.",20060125,"This invention was made in whole or in part with government support under grant number CTS-0347348, awarded by the National Science Foundation and grant number F19628-00-C-0002, awarded by the, United States Air Force. The government may have certain rights in the invention.","","","",""
07651662,20100126,Biochemical blocking layer for liquid crystal assay,10779161,20040161800,20040819,"A method for preparing a rubbed substrate structure suitable for use in a liquid crystal assay device, includes reacting a biochemical blocking compound that includes at least one reactive group with an activated modified surface of a support, the activated modified surface of the support having at least one functional group capable of reacting with the reactive group of the biochemical blocking compound, wherein a covalent bond is formed between the biochemical blocking compound and the support producing a support with a surface comprising the biochemical blocking compound. The method also includes rubbing the surface having the biochemical blocking compound to produce a rubbed surface that possesses features that drive uniform anchoring of liquid crystals when the liquid crystals contact the rubbed surface.",[Nicholas Lawrence Abbott][Seung-Ryeol Kim],[Wisconsin Alumni Research Foundation],"This application is a divisional of and claims priority to U.S. Ser. No. 09/784,679, filed Feb. 15, 2001, which claims priority to U.S. Provisional Application No. 60/182,953, filed Feb. 16, 2000, now abandoned, the entire disclosures both of which are incorporated herein by reference in their entirety and for all purposes as if fully set forth herein.",20040213,This invention was made with United States government support awarded by the following agency: NSF 9632527. The United States has certain rights in this invention.,09784679,10779161,"",""
07651777,20100126,Layer by layer self-assembly of large response molecular electro-optic materials by a desilylation strategy,10254335,"","","The preparation of robust, thin film materials with large second-order optical nonlinearities through the covalent self-assembly of chromophoric compositions and innovative use of silyl chemistry.",[Tobin J. Marks][Milko E. van der Boom][Seong-Sik Chang][Seng-Tiong Ho],[Northwestern University],"This application is a continuation-in-part of and claims priority benefit from application Ser. No. 09/815,951 filed Mar. 22, 2001 now U.S. Pat. No. 6,855,274 and prior U.S. provisional application No. 60/191,360, filed Mar. 22, 2000, each of which is incorporated herein by reference in its entirety.",20020925,"The United States government has rights in this invention pursuant to Grant No. DMR 9632472 from the National Science Foundation and Grant No. ONR N00014-95-1-1219 from the Office of Naval Research, both to Northwestern University.",09815951,10254335,"",""
07652084,20100126,Nanocomposite fibers and film containing polyolefin and surface-modified carbon nanotubes,10570553,20080275177,20081106,"Methods for modifying carbon nanotubes with organic compounds are disclosed. The modified carbon nanotubes have enhanced compatibility with polyolefins. Nanocomposites of the organo-modified carbon nanotubes and polyolefins can be used to produce both fibers and films having enhanced mechanical and electrical properties, especially the elongation-to-break ratio and the toughness of the fibers and/or films.",[Benjamin Chu][Benjamin S. Hsiao],[The Reseach Foundation of State University of New York],"This application claims the benefit of U.S. Provisional Patent Application No. 60/500,812 filed Sep. 5, 2003, the contents of which are incorporated by reference herein.",20040903,"This invention was made with Government support under U.S. Army Research Office Grant DAAD190010419, Department of Energy Grants DEFG0286ER45237.022 and DEFG0299ER45760, the Office of Naval Research Grant N000140310932 and NSF Grants DMR9984102 and DMR0098104. The Government has certain rights in the invention.","","",20060303,PCT/US2004/025767
07652132,20100126,Implementation of a strategy for achieving extraordinary levels of surface area and porosity in crystals,10841983,20040225134,20041111,"The present invention provides a metal-organic framework (“MOF”) comprising a plurality of metal clusters and a plurality of multidentate linking ligands. Each metal of the plurality of metal clusters comprises one or more metal ions. Each ligand of the plurality of multidentate linking ligands connects adjacent metal clusters. The present invention also provides a method of forming the metal-organic framework. The method of the invention comprises combining a solution comprising one or metal ions with a multidentate linking ligand having a sufficient number of accessible sites for atomic or molecular adsorption that the surface area of the resulting metal-organic framework is greater than 2,900 m/g.",[Omar M. Yaghi][Adam J. Matzger][Jesse L. C. Rowsell],[The Regents of the University of Michigan],"This application claims the benefit of U.S. Provisional Application Ser. No. 60/527,511 filed Dec. 5, 2003 and of U.S. Provisional Application Ser. No. 60/469,483 filed May 9, 2003. The entire disclosure of each of these applications is hereby incorporated by reference.",20040507,"The invention was made with Government support under Contract No. 9980469, awarded by The National Science Foundation. The Government has certain rights to the invention.","","","",""
07652253,20100126,Method and system for plasma-induced terahertz spectroscopy,11835152,20080203306,20080828,"A method of analyzing a remotely-located object includes the step of illuminating at least a portion of a targeted object with electromagnetic radiation to induce a phase transformation in the targeted object, wherein the phase transformation produces an emitter plasma, which emits terahertz radiation. The method also includes the step of ionizing a volume of an ambient gas to produce a sensor plasma by focusing an optical probe beam in the volume and the step of detecting an optical component of resultant radiation produced from an interaction of the focused optical probe beam and the terahertz radiation in the sensor plasma. Detecting an optical component of the resultant radiation emitted by the sensor plasma facilitates detection of a characteristic fingerprint of the targeted object imposed onto the terahertz radiation produced as a result of the induced phase transformation.",[Xi-Cheng Zhang][Jianming Dai][Xu Xie],[Rensselaer Polytechnic Institute],"This application claims priority under 35 U.S.C. &#xA7;119 to U.S. Provisional Application No. 60/891,438 entitled &#x201C;Method and System for Plasma-Induced Terahertz Spectroscopy&#x201D;, filed Feb. 23, 2007, which is herein incorporated by reference in its entirety.",20070807,"This invention was made with U.S. Government support under Grant No. ECS-0621522 from the National Science Foundation, Grant No. DAAD 19-02-1-0255 from the Army Research Office, and Grant No. N00014-06-1-0480 from the Naval Research Office. The U.S. Government has certain rights in the invention.","","","",""
07652614,20100126,Ground clutter mitigation using a parametric time domain method,11830574,20090033542,20090205,Methods and systems are disclosed for investigating a region of interest with a radar. A radar signal is propagated to the region of interest. Sampled time-domain radar data scattered within the region of interest are collected. A likelihood function is calculated with the sampled time-domain data within a parametric model of the region of interest for a defined set of parameters. The set of parameters in varied to find an extremum of the likelihood function.,[Chandrasekaran Venkatachalam][Dmitriy Moiseev][Cuong Nguyen],[Colorado State University Research Foundation],"",20070730,This invention was made with Government support through Engineering Research Centers program under NSF Cooperation Programs No. ERC0313747.,"","","",""
