patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
08089630,20120103,Spectral near-field optical tomography,12402177,20090296094,20091203,"A method and computer program product for imaging an object are disclosed. The object is illuminated with an electromagnetic wave, characterized by a spectrum of illuminating wavevectors. Electromagnetic waves scattered by the object are detected, and are characterized by a spectrum of detected wavevectors. An aperture equal to or smaller than an instantaneous characterizing wavelength of the illuminating electromagnetic wave is disposed between the source and the detector. At least one of the illuminating and detected wavevectors is varied in magnitude to provide information regarding a scattering characteristic of the object. By applying a forward model of the aperture to derive a three-dimensional scattering model, a three-dimensional reconstruction of the object may be obtained by inverting a detected data function in terms of the forward model.","",[The Board of Trustees of the University of Illinois],"This application claims priority to U.S. Provisional Application No. 61/036,518, filed Mar. 14, 2008.",20090311,"This invention was developed with Government support under Grant Nos. F49620-03-10379 and FA9550-07-1-0096 awarded by the U.S. Air Force, and under Grant No. DMR 0425780 and CAREER Award Grant No. 239265, both awarded by the National Science Foundation. The Government has certain rights in the invention.","","","",""
08089961,20120103,Low power ternary content-addressable memory (TCAMs) for very large forwarding tables,11952289,20090150603,20090611,"Ternary content-addressable memories (TCAMs) may be used to obtain a simple and very fast implementation of a router's forwarding engine. The applicability of TCAMs is, however, limited by their size and high power requirement. The present invention provides an improved method and associated algorithms to reduce the power needed to search a forwarding table using a TCAM. Additionally, the present invention teaches how to couple TCAMs and high bandwidth SRAMs so as to overcome both the power and size limitations of a pure TCAM forwarding engine. By using one of the novel TCAM-SRAM coupling schemes (M-12Wb), TCAM memory is reduced by a factor of about 5 on IPv4 data sets and by a factor of about 2.5 on IPv6 data sets; TCAM power requirement is reduced by a factor of about 10 on IPv4 data sets and by a factor of about 6 on IPv6 data sets.","","[University of Florida Research Foundation, Inc.]","",20071207,"This invention was made with government support, in part, by the National Science Foundation under grant ITR-0326155. The Government has certain rights in this invention.","","","",""
08090089,20120103,Imaging method and device with dual reading scanner,12089199,20090245456,20091001,"An imaging method for imaging a region of investigation of an object comprises the steps of generating an energy input beam with an energy beam source, irradiating the region of investigation with energy input beam components of the energy input beam along a plurality of projection directions, the energy input beam components being formed with a frame mask being arranged between the energy input beam and the object and including frame mask windows, measuring first integrated attenuation values of the energy input beam components with an outer detector device arranged outside the frame mask, measuring second integrated attenuation values of the energy input beam components with a frame mask detector device being arranged on an inner surface of the frame mask, and reconstructing an image of the region of investigation based on the first and second integrated attenuation values. Furthermore, an imaging device for imaging a region of investigation of an object is described.","",[State of Oregon Acting by and through the State Board of Higher Education on Behalf of the University of Oregon][Helmholtz Zentrum München Deutsches Forschungszentrum für Gesundheit und Umwelt (GmbH)],"",20061025,This invention was made with government support under Grant No. DMS-0201669awarded by the National Science Foundation. The government of the United States of America has certain rights in the invention.,"","",20081126,PCT/EP2006/010281
08090142,20120103,Embedding data in and detecting embedded data from video objects,11926942,20080219496,20080911,"Methods for embedding data, such as digital watermarks, in video objects segmented from video frames. Watermarks are embedded such that they move with the object in the video frames. Interframe motion of video objects is estimated and used to modify the watermark accordingly. Methods for detecting embedded data from video objects are also disclosed.","",[Regents of the University of Minnesota],"This application is a continuation in part of U.S. patent application Ser. No. 10/360,794, filed Apr. 30, 2001, which is a continuation-in-part of application Ser. No. 08/921,931, filed Aug. 27, 1997 (now U.S. Pat. No. 6,226,387), which claims priority to provisional application 60/050,587, filed Jun. 24, 1997.U.S. patent application Ser. No. 10/360,794 is also a continuation-in-part of application Ser. No. 08/918,126, filed Aug. 27, 1997 (now U.S. Pat. No. 6,272,634), which claims priority to provisional application 60/050,587, filed Jun. 24, 1997.U.S. patent application Ser. No. 10/360,794 is also a continuation-in-part of application Ser. No. 08/918,125, filed Aug. 27, 1997 (now U.S. Pat. No. 6,282,299), which claims priority to provisional application 60/050,587, filed Jun. 24, 1997.The above applications and patents are incorporated by reference.",20071029,"The inventions detailed in this application was made with government support by AFOSR under grant AF/F49620-94-1-0461, NSF under grant NSF/INT-9406954 and ARPA GRANT No. AF/F49620-93-1-0558. The Government has certain rights in this invention.",10360794,11926942,"",""
08090163,20120103,Multi-resolutional texture analysis fingerprint liveness systems and methods,11870071,20080253625,20081016,"Various systems, methods, and programs embodied in computer-readable mediums are provided for fingerprint liveness detection. In one embodiment, a method for determining fingerprint liveness is provided that comprises receiving a plurality of image analysis data of a fingerprint image; condensing the plurality of image analysis data; and determining liveness of the fingerprint image based upon the condensed data.","",[West Virginia University Research Corp.][WVU Office of Technology Transfer &amp; WVU Business Incubator],"This application claims priority to copending U.S. provisional applications entitled &#x201C;FINGERPRINT LIVENESS DETECTION USING LOCAL RIDGE FREQUENCIES AND MULTIRESOLUTION TEXTURE ANALYSIS TECHNIQUES' having Ser. No. 60/850,664, filed Oct. 10, 2006, and &#x201C;NEW WAVELET-BASED FINGERPRINT LIVENESS METHOD&#x201D; having Ser. No. 60/919,043, filed Mar. 20, 2007, both of which are entirely incorporated herein by reference.",20071010,"This invention was made with government support under agreement 0325333 and 0325640 awarded by the National Science Foundation, Information Technology Research. The Government has certain rights in the invention.","","","",""
08090488,20120103,Intelligent powered mobility for infants and special needs children,12245169,20090132124,20090521,"A powered mobility device for advancing cognitive, perceptual and motor abilities of a child lacking natural mobility is disclosed. The device includes a seat sized for the child to be secured therein and a motorized drive assembly coupled to the seat. A local operating instrument is operably coupled to the drive assembly for operating and steering the drive assembly. The local operating instrument is positioned to allow manipulation by the child seated in the seat. A processor is operatively coupled to the motorized drive assembly and to a local steering instrument. The processor is adapted to transmit a signal to the motorized drive assembly and the local steering instrument to control the mobility device. A method for advancing cognitive, perceptual and motor abilities of a child by using the device is also disclosed.","","","This application claims priority from U.S. Provisional Patent Application Ser. No. 60/977,297, filed on Oct. 3, 2007, which is incorporated herein by reference in its entirety.",20081003,"The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of NSF Grant # BCS-0745833, awarded by the National Science Foundation.","","","",""
08090730,20120103,Methods for fast progressive evaluation of polynomial range-sum queries on real-time datacubes,10310667,20030204499,20031030,"Provided are methods, computer programs and systems that optimize database queries using a wavelet transform of the query. Also provided are methods and systems for optimal disk placement for wavelet data.","",[University of Southern California],"The present application claims the benefit of priority under 35 U.S.C. &#xA7;119 to provisional application Ser. No. 60/337,109, filed Dec. 4, 2001, the disclosure of which is incorporated herein by reference.",20021204,The U.S. Government has certain rights in this invention pursuant to Grant Nos. EEC-9529152 (IMSC ERC) and ITR-0082826 awarded by the National Science Foundation.,"","","",""
08090747,20120103,"Method, system, computer-accessible medium and software arrangement for organization and analysis of multiple sets of data",12124753,20090006460,20090101,"Exemplary embodiments of system, computer-accessible medium and method can be provided for organizing or analyzing at least two sets of data. The sets of data can be organized and/or analyzed by generating a data structure for the sets of data and comparing the data structure for the at least two sets of data. The data structure can be in the form of a phylogenetic-type tree, and at least one of the sets of the data can include time series data.","",[New York University],"The present application claims priority from U.S. Patent Application Ser. No. 60/939,249, which was filed on May 21, 2007, the entire disclosure of which is incorporated herein by reference in its entirety.",20080521,"The invention was developed with the U.S. Government support from the National Science Foundation under Grant Number CCF 0523851. Thus, the U.S. Government may have certain rights in the invention.","","","",""
08092595,20120110,Self-assembly of water-soluble nanocrystals,12038037,"","","A method for forming an ordered array of nanocrystals where a hydrophobic precursor solution with a hydrophobic core material in an organic solvent is added to a solution of a surfactant in water, followed by removal of a least a portion of the organic solvent to form a micellar solution of nanocrystals. A precursor co-assembling material, generally water-soluble, that can co-assemble with individual micelles formed in the micellar solution of nanocrystals can be added to this micellar solution under specified reaction conditions (for example, pH conditions) to form an ordered-array mesophase material. For example, basic conditions are used to precipitate an ordered nanocrystal/silica array material in bulk form and acidic conditions are used to form an ordered nanocrystal/silica array material as a thin film.","",[Sandia Corporation],"This application is a continuation-in-part application of U.S. patent application Ser. No. 10/683,810, entitled &#x201C;Self-Assembly of Water-Soluble Nanocrystals,&#x201D; filed on Oct. 10, 2003 now abandoned, and claims priority to and the benefit of the filing of said U.S. patent application.",20080227,This invention was made with Government support under Contract No. DE-AC04-94AL85000 awarded by the Department of Energy and Contract No. CTS-9624841 through the National Science Foundation. The Government has certain rights in the invention.,10683810,12038037,"",""
08092626,20120110,Foaming methods for making cellular thermoplastic materials,12047263,20090065136,20090312,"Methods for reducing the density of thermoplastic materials and the articles made therefrom having similar or improved mechanical properties to the solid or noncellular material. Also disclosed are improvements to foaming methods and the cellular structures of the foams made therefrom, and methods for altering the impact strength of solid or noncellular thermoplastic materials and the shaping of the materials into useful articles.","",[University of Washington],"This application claims the benefit of U.S. Provisional Application No. 60/894,440, filed on Mar. 12, 2007, which is fully incorporated herein expressly by reference.",20080312,This invention was made with Government support under CMS0122055 awarded by National Science Foundation. The Government has certain rights in the invention.,"","","",""
08093027,20120110,Method for producing biocomposite comprising collagen and polymer,11901209,20080124371,20080529,"The present invention concerns a biocomposite useful in artificial tissue replacement, methods for its production, and methods of use. The biocomposite can be implanted into humans or animals as an artificial tissue for treatment of a tissue defect. The biocomposite can be formed or manipulated into a desired shape for implantation.","",[University of South Florida],"The present application claims the benefit of U.S. Provisional Application Ser. No. 60/844,290, filed Sep. 13, 2006, which is hereby incorporated by reference herein in its entirety, including any figures, tables, nucleic acid sequences, amino acid sequences, and drawings.",20070913,"The subject matter of this application has been supported by a research grant from the National Science Foundation under grant number DGE 0221681. Accordingly, the government has certain rights in this invention.","","","",""
08093030,20120110,Thermostable viral polymerases and methods of use,12089221,20080268498,20081030,"Thermostable viral polymerases exhibiting a combination of activities selected from, proofreading (3′-5′) exonuclease activity, nick translating (5′-3′) nuclease activity, synthetic primer-initiated polymerase activity, nick-initiated polymerase activity, reverse transcriptase activity, strand displacement activity, and/or decreased discrimination against incorporation of nucleotide analogs. Also provided are compositions including the polymerases, polynucleotides encoding the polymerases and methods of using the polymerases.","",[Lucigen Corporation],"This application is a national stage filing under 35 U.S.C. 371 of International Application No. PCT/US2006/039406, filed on Oct. 6, 2006, which claims benefit of priority under 35 U.S.C. &#xA7;119 from U.S. Provisional Application Ser. No. 60/724,207, filed Oct. 6, 2005, and U.S. Provisional Application Ser. No. 60/805,695, filed Jun. 23, 2006. Each application is incorporated herein by reference in its entirety.",20061006,This invention was made with United States government support awarded by the National Science Foundation (Grant Nos. 0109756 and 0215988) and the National Institutes of Health (Grant No. R43 HG002714-01). The United States has certain rights in this invention.,"","",20080404,PCT/US2006/039406
08093041,20120110,"Method and apparatus for membrane-based, two-stage gas production from solid biomaterials",12011121,"","","Embodiments of the present invention preferably relate to a method and apparatus for a two-stage membrane-based production of gas, preferably hydrogen gas or the like, from solid biological materials, preferably organic waste materials or the like, comprising anaerobic hydrolysis and fermentation and photofermentation using microorganisms.","","[Arrowhead Center, Inc.]","This application claims priority to U.S. Provisional Patent Application Ser. No. 60/886,250, entitled &#x201C;Membrane-Based Biohydrogenesis for Enhanced Biological Production of Hydrogen From Organic Wastes,&#x201D; filed on Jan. 23, 2007, and the specification thereof is incorporated herein by reference.",20080123,The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms as provided for by the terms of contract No. BES-06070175 awarded by the National Science Foundation and of Contract No. 601660 SU-83248501-0 awarded by the U.S. Environmental Protection Agency.,"","","",""
08093177,20120110,Metal oxides having molecular and/or biomolecular functionalization,12266130,20100108490,20100506,"Disclosed herein are methods for functionalizing metal oxides, including tin dioxide. The methods comprise contacting at least one linker precursor comprising a first functional group to a metal oxide and exposing the linker precursor to UV light. The first functional group covalently binds to the metal oxide via a UV light induced reaction. The linker precursor may be an alkene having a vinyl group or an alkyne having an ethynyl group. Other molecules, such as biomolecules and dye molecules, may be bound to the linker precursors. The functionalized metal oxides may be used alone or as coatings on a substrate and find use in a variety of devices, including biosensors and dye sensitized solar cells.","",[Wisconsin Alumni Research Foundation],"",20081106,This invention was made with United States government support awarded by the following agency: National Science Foundation 0706559. The United States government has certain rights in this invention.,"","","",""
08093351,20120110,Copolymerization of propylene oxide and carbon dioxide and homopolymerization of propylene oxide,11889236,20080051554,20080228,Copolymers of propylene oxide and carbon dioxide and homopolymers of propylene oxide are made using two dimensional double metal cyanide complexes having the formula Co[M(CN)] or hydrated or partially dehydrated form thereof. There is no propylene carbonate by product in the copolymerization.,"","[Cornell Research Foundation, Inc.]","This application claims benefit of U.S. Provisional Patent Application No. 60/839,682, filed Aug. 24, 2006, the whole of which is incorporated herein by reference.",20070810,This invention was made at least in part with U.S. Government support under NSF grant numbers CHE-0243605 and DMR-0079992. The Government has certain rights in the invention.,"","","",""
08093582,20120110,Dual band photodetector,12907518,20110049566,20110303,"A dual band photodetector for detecting infrared and ultraviolet optical signals is disclosed. Aspects include homojunction and heterojunction detectors comprised of one or more of GaN, AlGaN, and InGaN. In one aspect ultraviolet/infrared dual-band detector is disclosed that is configured to simultaneously detect UV and IR.","","[Georgia State University Research Foundation, Inc.]","This is a divisional patent application which claims priority to U.S. patent application Ser. No. 11/585,048, filed Oct. 23, 2006, entitled &#x201C;Dual Band Photodetector,&#x201D; which is hereby incorporated by reference in its entirety, and also claims benefit to U.S. Provisional Patent Application Ser. No. 60/729,163, filed Oct. 21, 2005, entitled &#x201C;Heterojunction Photodetector,&#x201D; which application is hereby incorporated by reference in its entirety and made a part hereof.",20101019,"This invention was made with government support under one or more of Grants ECS-0140434, ECS-0553051 and DBI: 0352324 awarded by the National Science Foundation (NSF); and Grants No. FA9453-05-M-0106 awarded by the U.S. Air Force Small Business Innovation Research Program (SBIR). The government has certain rights in the invention.",11585048,12907518,"",""
08093588,20120110,Siloxane-polymer dielectric compositions and related organic field-effect transistors,12562800,20100019237,20100128,"Dielectric compositions comprising siloxane and polymeric components, as can be used in a range of transistor and related device configurations.","",[Northwestern University],"This application is a continuation of prior application U.S. Ser. No. 11/315,076, filed on Dec. 22, 2005, which claims the benefit of and priority to prior provisional application U.S. Ser. No. 60/638,862 filed on Dec. 23, 2004, the entirety of each of which is incorporated by reference herein.",20090918,"The United States government has certain rights to this invention pursuant to Grant Nos. N00014-02-1-0909, DMR-0076097 and NCC2-1363 from, respectively, the Office of Naval Research, the National Science Foundation and the National Aeronautic and Space Administration to Northwestern University.",11315076,12562800,"",""
08093628,20120110,Fluidic nanotubes and devices,12027428,20110168968,20110714,"Fluidic nanotube devices are described in which a hydrophilic, non-carbon nanotube, has its ends fluidly coupled to reservoirs. Source and drain contacts are connected to opposing ends of the nanotube, or within each reservoir near the opening of the nanotube. The passage of molecular species can be sensed by measuring current flow (source-drain, ionic, or combination). The tube interior can be functionalized by joining binding molecules so that different molecular species can be sensed by detecting current changes. The nanotube may be a semiconductor, wherein a tubular transistor is formed. A gate electrode can be attached between source and drain to control current flow and ionic flow. By way of example an electrophoretic array embodiment is described, integrating MEMs switches. A variety of applications are described, such as: nanopores, nanocapillary devices, nanoelectrophoretic, DNA sequence detectors, immunosensors, thermoelectric devices, photonic devices, nanoscale fluidic bioseparators, imaging devices, and so forth.","",[The Regents of the University of California],"This application is a divisional of U.S. application Ser. No. 10/822,148 filed on Apr. 8, 2004, now U.S. Pat. No. 7,355,216, incorporated herein by reference in its entirety, which is a continuation-in-part of U.S. application Ser. No. 10/731,745 filed on Dec. 8, 2003, now U.S. Pat. No. 7,211,143, incorporated herein by reference in its entirety, which claims priority to U.S. provisional application Ser. No. 60/461,346 filed on Apr. 8, 2003, incorporated herein by reference in its entirety, U.S. provisional application Ser. No. 60/454,038 filed on Mar. 11, 2003, incorporated herein by reference in its entirety, and U.S. provisional application Ser. No. 60/432,104 filed on Dec. 9, 2002, incorporated herein by reference in its entirety. This application also claims priority to U.S. provisional application Ser. No. 60/461,346 filed on Apr. 8, 2003, incorporated herein by reference in its entirety.",20080207,"This invention was made with Government support under Contract No. DE-AC03-765F00098, awarded by the Department of Energy and Grant No. DMR-0092086, awarded by the National Science Foundation. The Government has certain rights in this invention.",10822148,12027428,"",""
