patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
08624081,20140107,Regulating the ethylene response of a plant by modulation of F-box proteins,13015333,20110131688,20110602,"The relationship between F-box proteins and proteins involved in the ethylene response in plants is described. In particular, F-box proteins may bind to proteins involved in the ethylene response and target them for degradation by the ubiquitin/proteasome pathway. The transcription factor EIN3 is a key transcription factor mediating ethylene-regulated gene expression and morphological responses. EIN3 is degraded through a ubiquitin/proteasome pathway mediated by F-box proteins EBF1 and EBF2. The link between F-box proteins and the ethylene response is a key step in modulating or regulating the response of a plant to ethylene. Described herein are transgenic plants having an altered sensitivity to ethylene, and methods for making transgenic plant having an altered sensitivity to ethylene by modulating the level of activity of F-box proteins. Methods of altering the ethylene response in a plant by modulating the activity or expression of an F-box protein are described. Also described are methods of identifying compounds that modulate the ethylene response in plants by modulating the level of F-box protein expression or activity.",[Hongwei Guo][Joseph R. Ecker],[Salk Institute for Biological Studies],"This application is a continuation of U.S. application Ser. No. 12/643,033, filed Dec. 21, 2009, now U.S. Pat. No. 7,902,422, which is a divisional of U.S. application Ser. No. 11/298,286, filed Dec. 9, 2005, now U.S. Pat. No. 7,655,835, which claims the benefit of U.S. Provisional Application No. 60/635,121, filed Dec. 10, 2004, which is hereby incorporated by reference in its entirety.",20110127,"This invention was made with United States Government Support under Grant No. 1F32GM66639 from the National Institute of Health, Grant No. MCB-0213154 from the National Science Foundation, and Grant No. DE-FG03-00 ER15113 from the Department of Energy. The United States Government has certain rights in this invention.",12643033,13015333,"",""
08624084,20140107,Pericycle-specific expression of microrna 167 in plants,12077294,20090094711,20090409,"Provided herein are compositions and methods for producing transgenic plants. In specific embodiments, transgenic plants comprise a construct comprising a polynucleotide encoding microRNA167 (miR167), or precursor thereof, operably linked to a plant pericycle-specific promote, wherein the miR167 is ectopically overexpressed in the transgenic plants, and wherein the promoter is optionally a constitutive or inducible promoter. In some embodiments, the transgenic plant has an improved agronomic or nutritional characteristic when cultivated in nitrogen-rich conditions as compared to a wild type plant cultivated in the same conditions. Also provided herein are commercial products (e.g., pulp, paper, paper products, or lumber) derived from the transgenic plants (e.g., transgenic trees) produced using the methods provided herein.",[Gloria Coruzzi][Kenneth D. Birnbaum][Miriam Gifford][Rodrigo A. Gutierrez],"","The present application claims priority benefits of U.S. Provisional Application No. 60/918,443 filed Mar. 16, 2007, which is incorporated by reference herein in its entirety.",20080317,This invention was made in part with government support under Grant numbers NIH NIGMS Grant GM3287; NSF Arabidopsis 2010 Genome Grant IBN0115586; and NSF Database Activities DBI-0445666. The government has certain rights in the invention.,"","","",""
08624105,20140107,Energy conversion device with support member having pore channels,12772913,20100304204,20101202,"Energy devices such as energy conversion devices and energy storage devices and methods for the manufacture of such devices. The devices include a support member having an array of pore channels having a small average pore channel diameter and having a pore channel length. Material layers that may include energy conversion materials and conductive materials are coaxially disposed within the pore channels to form material rods having a relatively small cross-section and a relatively long length. By varying the structure of the materials in the pore channels, various energy devices can be fabricated, such as photovoltaic (PV) devices, radiation detectors, capacitors, batteries and the like.",[Dmitri Routkevitch][Rikard A. Wind],"[Synkera Technologies, Inc.]","This application claims priority to U.S. Provisional Patent Application Ser. No. 61/174,577 filed on May 1, 2009, which is incorporated herein by reference in its entirety.",20100503,"This invention was funded by the National Science Foundation under Grant No. IIP-0638104, by the Department of Energy under Grant No. DE-FG02-07ER84871, and by the Department of Homeland Defense under Grant No. HSHQDC-07-C-00113 all administered by the Small Business Innovation Research (SBIR) program. The Government has certain rights in this invention.","","","",""
08624357,20140107,Composite semiconductor substrates for thin-film device layer transfer,13061132,20110221040,20110915,"Described herein are composite semiconductor substrates for use in semiconductor device fabrication and related devices and methods. In one embodiment, a composite substrate includes: (1) a bulk silicon layer; (2) a porous silicon layer adjacent to the bulk silicon layer, wherein the porous silicon layer has a Young's modulus value that is no greater than 110.5 GPa; (3) an epitaxial template layer, wherein the epitaxial template layer has a root-mean-square surface roughness value in the range of 0.2 nm to 1 nm; and (4) a set of silicon nitride layers disposed between the porous silicon layer and the epitaxial template layer.",[Monali B. Joshi][Mark S. Goorsky],[The Regents of the University of California],"This application is a National Stage Entry of PCT/US2009/055146 filed Aug. 27, 2009, which claims the benefit of U.S. Provisional Application Serial No. 61/092,493, filed on Aug. 28, 2008, the disclosure of which is incorporated herein by reference in it entirety.",20090827,"This invention was made with Government support of Grant No. DMR-0408715, awarded by the National Science Foundation. The Government has certain rights in this invention.","","",20110601,PCT/US2009/055146
08624968,20140107,Lens-less digital microscope,12880923,"","",Exemplary embodiments provide microscope devices and methods for forming and using the microscope devices. The microscope device can include a light emitter array with each light emitter individually addressable to either emit or detect light signals. Magnified images of a sample object can be generated by a reflection mechanism and/or a transmission mechanism using one or more microscope devices in an imaging system. Real-time computer control of which microscope pixels are viewed can allow the user to digitally replicate the “fovea” function of human vision. Viewing an object from both sides in the double-sided microscope system and from multiple pixel positions can allow the microscope to reconstruct pseudo-3D images of the object.,[Stephen D. Hersee][Majeed M. Hayat][Pradeep Sen],[STC.UNM],"This application is a continuation-in-part of U.S. patent application Ser. No. 12/103,920, now copending, entitled &#x201C;Solid State Microscope,&#x201D; filed Apr. 16, 2008, which claims priority to U.S. Provisional Patent Applications Set. No. 60/913,927, filed Apr. 25, 2007, and Ser. No. 60/973,465, filed Sep. 19, 2007, all of which are hereby incorporated by reference in their entirety.This application also claims priority from U.S. Provisional Patent Application Ser. No. 61/276,400 filed Sep. 11, 2009, which is hereby incorporated by reference in its entirety.",20100913,"This invention was made with government support under Contract No. EEC0812056 awarded by the National Science Foundation (NSF), and under Contract No. HR0011-05-1-0006 awarded by the Defense Advanced Research Projects Agency (DARPA). The Government has certain rights in the invention.",12103920,12880923,"",""
08625840,20140107,Method and apparatus for generating a forecast weather image,13372646,20120207343,20120816,Described are a method and an apparatus for generating a forecast weather image such as a forecast weather radar image. The method uses filters to approximate viscous alignment and to thereby determine displacement fields having meaningful structure. In various embodiments a power-law energy spectrum is utilized for deformations in the displacement field through the application of a set of Gabor filters. The Gabor filters are applied in a sequential manner to gradient error images and values of modes of motions corresponding to the Gabor filters are determined. The values are used to generate the displacement field which can then be applied to an existing weather image to generate a forecast weather image.,[Srinivas Ravela][William J. Dupree][Timothy R. Langlois][Marilyn M. Wolfson][Christopher M. Yang],[Massachusetts Institute of Technology],"This application claims the benefit of the earlier filing date of U.S. Provisional Patent Application Ser. No. 61/442,892, filed Feb. 15, 2011, titled &#x201C;Methods of Scale-Cascaded Field Alignment,&#x201D; the entirety of which is incorporated herein by reference.",20120214,This invention was made with government support under Grant No. FA8721-05-C-0002 awarded by the Federal Aviation Administration and under Grant No. NSF DBI 0640529 awarded by the National Science Foundation. The government has certain rights in this invention.,"","","",""
08626449,20140107,Biological cell sorting and characterization using aerosol mass spectrometry,12446130,20110071764,20110324,"Among other things, methods, systems, apparatus for performing on-the-fly apportionment are described. In particular, spectrum data associated with a particle is acquired in real-time. The acquired real-time spectrum data is analyzing in real-time to classify the particle. Analyzing the data in real-time includes comparing the acquired spectrum data with a library of known mass spectral fingerprints to obtain a match.",[Kimberly A. Prather][Joseph E. Mayer],[The Regents of the University of California],"This application is a national stage application of and claims the benefit of PCT Application No. PCT/US2007/081699, filed on Oct. 17, 2007, and published as WO 2008/127376, which claims priority to U.S. Patent Application Ser. No. 60/829,860, filed on Oct. 17, 2006. The disclosure of the prior applications is considered part of (and is incorporated by reference in) the disclosure of the this application.",20071017,This invention was made with government support under Contract No. ATM0321362 awarded by the National Science Foundation. The government has certain rights in the invention.,"","",20101208,PCT/US2007/081699
08626844,20140107,Methods and media for exchanging data between nodes of disconnected networks,12593209,20100070600,20100318,"Methods and media for exchanging data between nodes of disconnected networks are provided, including: determining a query type based on whether a query received at a first node includes at least one keyword or at least a portion of a uniform resource identifier; performing a search of a cache based on the query and the query type; converting the query into a formatted query document; storing the formatted query document in a database, if the search of the cache does not yield at least a predetermined number of data items; retrieving the formatted query document from the database at a predetermined interval; multicasting the retrieved formatted query document from the first node to at least a second node; and receiving, at the first node, a formatted response document from the second node, the formatted response document resulting from a search of a cache of the second node.",[Henning G. Schulzrinne][Suman Ramkumar Srinivasan],[The Trustees of Columbia University in the City of New York],"This application claims the benefit of U.S. Provisional Patent Application No. 60/920,240, filed Mar. 26, 2007, which is hereby incorporated by reference herein in its entirety.",20080326,This invention was made with government support under Grant No. 04-12025 awarded by the National Science Foundation. The government has certain rights in the invention.,"","",20091123,PCT/US2008/058294
08627488,20140107,Methods and apparatus to anonymize a dataset of spatial data,13311388,20130145473,20130606,"Methods and apparatus are disclosed to anonymize a dataset of spatial data. An example method includes generating a spatial indexing structure with spatial data, establishing a height value associated with the spatial indexing structure to generate a plurality of tree nodes, each of the plurality of tree nodes associated with spatial data counts, calculating a localized noise budget value for respective ones of the tree nodes based on the height value and an overall noise budget, and anonymizing the plurality of tree nodes with a anonymization process, the anonymization process using the localized noise budget value for respective ones of the tree nodes.",[Graham R. Cormode][Cecilia M. Procopiuc][Divesh Srivastava][Entong Shen],"[AT&amp;T Intellectual Property I, L.P.]","",20111205,This invention was made with government support under Grant Number CNS-0747247 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
08627658,20140114,Systems and methods for energy storage and recovery using rapid isothermal gas expansion and compression,13012610,20110167813,20110714,"The invention relates to systems and methods for rapidly and isothermally expanding and compressing gas in energy storage and recovery systems that use open-air hydraulic-pneumatic cylinder assemblies, such as an accumulator and an intensifier in communication with a high-pressure gas storage reservoir on a gas-side of the circuits and a combination fluid motor/pump, coupled to a combination electric generator/motor on the fluid side of the circuits. The systems use heat transfer subsystems in communication with at least one of the cylinder assemblies or reservoir to thermally condition the gas being expanded or compressed.",[Troy O. McBride][Benjamin R. Bollinger][Michael Izenson][Weibo Chen][Patrick Magari][Benjamin Cameron][Robert Cook][Horst Richter],"[SustainX, Inc.]","This application is a continuation of U.S. patent application Ser. No. 12/639,703, filed Dec. 16, 2009, which (i) is a continuation-in-part of U.S. patent application Ser. No. 12/421,057, filed Apr. 9, 2009, which claims the benefit of and priority to U.S. Provisional Patent Application No. 61/148,691, filed Jan. 30, 2009, and U.S. Provisional Patent Application No. 61/043,630, filed Apr. 9, 2008; (ii) is a continuation-in-part of U.S. patent application Ser. No. 12/481,235, filed Jun. 9, 2009, which claims the benefit of and priority to U.S. Provisional Patent Application No. 61/059,964, filed Jun. 9, 2008; and (iii) claims the benefit of and priority to U.S. Provisional Patent Application Nos. 61/166,448, filed on Apr. 3, 2009; 61/184,166, filed on Jun. 4, 2009; 61/223,564, filed on Jul. 7, 2009; 61/227,222, filed on Jul. 21, 2009; and 61/251,965, filed on Oct. 15, 2009. The entire disclosure of each of these applications is hereby incorporated herein by reference.",20110124,This invention was made with government support under IIP-0810590 and IIP-0923633 awarded by the NSF. The government has certain rights in the invention.,12639703,13012610,"",""
08628599,20140114,Diamondoid stabilized fine-grained metals,12204763,20090061229,20090305,"Thermal stability of cryomilled Al+1% diamantane was investigated in the temperature range of 423 to 773K. Diamantane is a nanosized hydrocarbon molecule with a 14 carbon atom diamond cubic framework that is terminated by hydrogen atoms. Following the cryomilling of the Al powders and diamantane cages, the average grain size characterized using transmission electron microscopy (TEM) and X-ray diffraction (XRD). The as-cryomilled grain sized was found to be of the order of 22 nm, essentially the same as that for Al cryomilled without diamantane. To determine thermal stability, the powders were sealed in glass tubes in an Ar atmosphere to avoid oxidation and contamination and annealed at different temperatures between 423 and 773K for different holding times. Following these treatments, the grain size of cryomilled Al+1% diamantane was consistently less than that for cryomilled Al by about a factor of two. Preliminary investigations indicate that the grain growth exponent n decreased with increasing temperature, reaching a value of approximately 35 at 423 K. Such a high value of n suggests the operation of strong pinning forces on boundaries during annealing treatment. The thermal stability data were found to be consistent with Burke's model based on drag forces exerted by dispersion particles.",[James C. Earthman][Farghalli A. Mohamed][Rahul K. Mishra][Indranil Roy],[The Regents of the University of California],"",20080904,"This invention was made with Government support under contract number D-DMR-0304629, awarded by the National Science Foundation. The Government has certain rights in this invention.","","","",""
08628727,20140114,"Compositions, devices and methods for SERS and LSPR",11846352,20130330815,20131212,"The present invention relates to compositions, devices and methods for detecting microorganisms (e.g., anthrax). In particular, the present invention provides portable, surface-enhanced Raman biosensors, and associated substrates, and methods of using the same, for use in rapidly detecting and identifying microorganisms (e.g., anthrax).",[Richard P. Van Duyne][Xiaoyu Zhang][Jing Zhao][Alyson V. Whitney][Jeffrey W. Elam][George C. Schatz][Peter C. Stair][Shengli Zou][Matthew Young][Olga Lyandres],[Northwestern University],"The present invention is a continuation-in-part of, and claims priority to, U.S. Provisional Patent Application Ser. No. 60/856,601, filed Nov. 3, 2006 and U.S. patent application Ser. No. 11/401,203, filed Apr. 10, 2006, which claims priority to U.S. Provisional Application Ser. No. 60/669,727, filed Apr. 8, 2005, each of which is incorporated herein by reference.",20070828,"This invention was made with government support under DMR-0076097, DMR-0520519, DMR-0520513, EEC-0118025 and CHE-0414554 awarded by the National Science Foundation, under F49620-02-1-0381 awarded by the Air Force Office of Scientific Research MURI, and under DE-FG02-03ER15457 awarded by the U.S. Department of Energy. The government has certain rights in the invention. The United States Government has rights in this invention pursuant to Contract No. W-31-109-ENG-38 between the United States Government and The University of Chicago and/or pursuant to Contract No. DE-AC02-06CH11357 between the United States Government and UChicago Argonne, LLC representing Argonne National Laboratory.",11401203,11846352,"",""
08628753,20140114,Reduced dye probes for the detection of radical oxygen species,12892379,20110070166,20110324,"Reduced dyes, such as hydrocyanines, deuterocyanines, and/or other deuterated dyes capable of detecting one or more reactive oxygen species are described herein. The reduced dyes exhibit little or no fluorescence due to the disrupted π conjugation. However, upon reaction with ROS, the reduced dyes are oxidized, regenerating the extended π conjugation and causing a substantial increase in fluorescence intensity. In many case, the oxidized dye is generally membrane impermeable. However, upon reduction, many of the reduced dyes are membrane permeable. Thus, reduced dyes can accumulate in cells and/or tissue to amplify the signal. Once inside the cell or tissue, the reduced dye is reoxidized upon reaction with ROS, and the oxidized dye again becomes membrane impermeable, trapping the dye within the cell. The reduced dyes can be used to image ROS, such as hydroxide radical and superoxide, in serum, cell cultures, tissue explants, and in vivo.",[Niren Murthy][W. Robert Taylor][Kousik Kundu][Sarah F. Knight][Sungmun Lee],[Emory University][Georgia Tech Research Corporation],"This application is a continuation-in-part of International Application No. PCT/US2009/038772, filed on Mar. 30, 2009, which claims benefit of and priority to U.S. Provisional Patent Application No. 61/040,370, filed Mar. 28, 2008 and U.S. Provisional Patent Application No. 61/100,897, filed Sep. 29, 2008. These applications are incorporated herein by reference.",20100928,The invention was made with Government Support under Agreement No. 5 U01 HL080711-04 awarded by the National Institutes of Health and Grant No. BES-0546962 awarded to by the National Science Foundation. The Government has certain rights in the invention.,PCT/US2009/038772,12892379,"",""
08628977,20140114,Group specific internal standard technology (GSIST) for simultaneous identification and quantification of small molecules,12990560,20110183430,20110728,"Reagents and methods are provided that permit simultaneous analysis of multiple diverse small molecule analytes present in a complex mixture. Samples are labeled with chemically identical but isotopically distinct forms of the labeling reagent, and analyzed using mass spectrometry. A single reagent simultaneously derivatizes multiple small molecule analytes having different reactive functional groups.",[Jiri Adamec][Wen-Chu Yang][Fred E. Regnier],[Purdue Research Foundation],"This application is the &#xA7;371 U.S. National Stage of International Application No. PCT/US2009/002711, filed 1 May 2009, which claims the benefit of U.S. Provisional Application Ser. No. 61/126,235 filed May 2, 2008, each of which are incorporated by reference herein.",20090501,"This invention was made with government support under Grant No. R33DK070290, awarded by the National Institutes of Health, Grant No. DE-FC36-07GO17059, awarded by the U.S. Department of Energy, and Grant No. DBI0421102, awarded by the National Science Foundation. The Government has certain rights in the invention.","","",20110413,PCT/US2009/002711
